ticker,fecha,titulo,publisher,link,tipo,relacionado,sp500_price,sp500_return_same_day,sp500_return_next_day,impacto_direccion,impacto_absoluto,impacto_clasificado
SPY,1969-12-31 20:00:00,,,,,,,,,NEUTRAL,,
