Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,SMA_20,SMA_50,SMA_200,BB_Middle,BB_Std,BB_Upper,BB_Lower,RSI,Volatility
2015-11-10 00:00:00-05:00,175.34881687572704,176.26989175847112,175.07841915239777,176.236083984375,75874600,0.0,0.0,0.0,,,,,,,,,
2015-11-11 00:00:00-05:00,176.50646696416496,176.55716572348277,175.4755492117497,175.54315185546875,67846000,0.0,0.0,0.0,,,,,,,,,
2015-11-12 00:00:00-05:00,174.4953622115084,174.96856791041577,173.0757451147862,173.09263610839844,121315200,0.0,0.0,0.0,,,,,,,,,
2015-11-13 00:00:00-05:00,172.67861026506927,172.9490080311758,171.06463048467637,171.1491241455078,153577100,0.0,0.0,0.0,,,,,,,,,
2015-11-16 00:00:00-05:00,170.9631441240085,173.8108356031495,170.8448298513032,173.75167846679688,117645200,0.0,0.0,0.0,,,,,,,,,
2015-11-17 00:00:00-05:00,174.06441082041,174.951665064198,173.1264449138187,173.625,121123700,0.0,0.0,0.0,,,,,,,,,
2015-11-18 00:00:00-05:00,174.1066409962739,176.52338102608016,174.0644006205789,176.37973022460938,121342500,0.0,0.0,0.0,,,,,,,,,
2015-11-19 00:00:00-05:00,176.26141023221763,176.65012221997364,175.93185539442098,176.2276153564453,88220500,0.0,0.0,0.0,,,,,,,,,
2015-11-20 00:00:00-05:00,176.98817448762117,177.55433230361282,176.4896193368973,176.869873046875,94011500,0.0,0.0,0.0,,,,,,,,,
2015-11-23 00:00:00-05:00,176.92899017381694,177.43599070775244,176.202277804011,176.6670379638672,64931200,0.0,0.0,0.0,,,,,,,,,
2015-11-24 00:00:00-05:00,175.65299591287788,177.30922845911928,175.2642968265415,176.90362548828125,98874400,0.0,0.0,0.0,,,,,,,,,
2015-11-25 00:00:00-05:00,177.03039219431176,177.23320014936485,176.61633078795282,176.8782958984375,51980100,0.0,0.0,0.0,,,,,,,,,
2015-11-27 00:00:00-05:00,176.97118353995617,177.2838473247466,176.48953251596157,177.08103942871094,37317800,0.0,0.0,0.0,,,,,,,,,
2015-11-30 00:00:00-05:00,177.24162923563185,177.35993064165464,176.2360608374949,176.34591674804688,112822700,0.0,0.0,0.0,,,,,,,,50.4301124100397,
2015-12-01 00:00:00-05:00,176.97968750656543,178.14581064479455,176.70083141290684,178.02749633789062,97858400,0.0,0.0,0.0,,,,,,,,56.198875984463996,
2015-12-02 00:00:00-05:00,177.97676877286042,178.29787808217955,175.95718668853806,176.210693359375,108441300,0.0,0.0,0.0,,,,,,,,52.143215469873105,
2015-12-03 00:00:00-05:00,176.46423157211942,176.73462928049517,173.01657375658976,173.7432861328125,166224200,0.0,0.0,0.0,,,,,,,,52.08672017758238,
2015-12-04 00:00:00-05:00,173.743259501859,177.42751958271052,173.743259501859,177.1317596435547,192913900,0.0,0.0,0.0,,,,,,,,67.55961018254779,
2015-12-07 00:00:00-05:00,176.8022429411226,177.224749863054,175.08686586959217,176.0586395263672,102027100,0.0,0.0,0.0,,,,,,,,57.439034350960995,
2015-12-08 00:00:00-05:00,174.4868959836621,176.0079104368967,173.88693054061625,174.87559509277344,103372400,0.0,0.0,0.0,175.6399139404297,,,175.6399139404297,1.723229952246364,179.08637384492243,172.19345403593695,53.77546141252625,
2015-12-09 00:00:00-05:00,174.2333883096911,176.33746430880015,172.53490240904745,173.51512145996094,162401500,0.0,0.0,0.0,175.50386581420898,,,175.50386581420898,1.7801544937220393,179.06417480165305,171.9435568267649,40.55699803730825,
2015-12-10 00:00:00-05:00,173.5826981059182,175.2811708582532,173.3460953213308,173.96295166015625,116128900,0.0,0.0,0.0,175.42485580444335,,,175.42485580444335,1.8130821651354896,179.05102013471432,171.7986914741724,42.67744071330531,
2015-12-11 00:00:00-05:00,171.83355616747073,172.5011113758808,170.27872102335024,170.5913848876953,211173300,0.0,0.0,0.0,175.2997932434082,,,175.2997932434082,2.0528343861481324,179.40546201570447,171.19412447111193,32.74469068373409,
2015-12-14 00:00:00-05:00,170.75189715843277,171.58000684131096,168.96045963394778,171.4532470703125,182385200,0.0,0.0,0.0,175.31499938964845,,,175.31499938964845,2.0213555936798278,179.3577105770081,171.2722882022888,36.171742017886146,
2015-12-15 00:00:00-05:00,172.9743177341889,174.16579025540122,171.42794097357253,173.253173828125,154069600,0.0,0.0,0.0,175.29007415771486,,,175.29007415771486,2.0445874282126733,179.3792490141402,171.2008993012895,41.0595125626338,
2015-12-16 00:00:00-05:00,174.3854669622077,176.0923981859969,173.05880220504932,175.78819274902344,197017000,0.0,0.0,0.0,175.39823379516602,,,175.39823379516602,2.0087715192879636,179.41577683374194,171.3806907565901,47.622454840919026,
2015-12-17 00:00:00-05:00,176.10087076665164,176.16847341791973,173.09262370160175,173.10952758789062,173092500,0.0,0.0,0.0,175.23472366333007,,,175.23472366333007,2.0571854420324884,179.34909454739505,171.1203527792651,42.18233851332965,
2015-12-18 00:00:00-05:00,172.3631915575431,172.4991885552619,169.86406351438916,170.02557373046875,251393500,1.212,0.0,0.0,174.92462158203125,,,174.92462158203125,2.3467151735267398,179.61805192908474,170.23119123497776,38.611881847964874,
2015-12-21 00:00:00-05:00,171.20713988253107,171.60666107450163,170.08507705300738,171.4281463623047,99094300,0.0,0.0,0.0,174.65253524780275,,,174.65253524780275,2.423515131317349,179.49956551043744,169.80550498516806,37.98839207008084,
2015-12-22 00:00:00-05:00,172.3207016912511,173.2812543409563,171.32615303183866,172.98373413085938,111026200,0.0,0.0,0.0,174.46837005615234,,,174.46837005615234,2.402229511158403,179.27282907846916,169.66391103383552,44.070161428710826,
2015-12-23 00:00:00-05:00,173.99526547678914,175.16832870938626,173.9017602485296,175.12582397460938,110987200,0.0,0.0,0.0,174.37947998046874,,,174.37947998046874,2.3394463310950395,179.0583726426588,169.70058731827868,52.57128456956822,0.010754600670422651
2015-12-24 00:00:00-05:00,174.87077044327205,175.3892969650982,174.6157550607865,174.83676147460938,48539600,0.0,0.0,0.0,174.27740325927735,,,174.27740325927735,2.26812936856289,178.81366199640314,169.74114452215156,45.17548896269405,0.010735020286265997
2015-12-28 00:00:00-05:00,174.13975097989373,174.47976287738342,173.35771323916944,174.43727111816406,65899900,0.0,0.0,0.0,174.14521484375,,,174.14521484375,2.171096160637566,178.48740716502513,169.8030225224749,46.4922369557352,0.010421500943911725
2015-12-29 00:00:00-05:00,175.5423363180236,176.6303900789981,175.5083403126411,176.2988739013672,92640700,0.0,0.0,0.0,174.14286270141602,,,174.14286270141602,2.16861051863773,178.4800837386915,169.80564166414055,52.991375694158485,0.010352173169584625
2015-12-30 00:00:00-05:00,176.05234301311276,176.1373524708292,174.90478018705167,175.04928588867188,63317700,0.0,0.0,0.0,173.99395217895508,,,173.99395217895508,1.9820549899449909,177.95806215884505,170.02984219906511,53.23952919645705,0.010097265447446668
