Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,SMA_20,SMA_50,SMA_200,BB_Middle,BB_Std,BB_Upper,BB_Lower,RSI,Volatility
2015-11-10 00:00:00-05:00,104.88801463177084,105.27796571270946,104.57233488750144,105.17583465576172,35452100,0.0,0.0,0.0,,,,,,,,,
2015-11-11 00:00:00-05:00,105.4636563855275,105.9743116785256,104.86944318108252,105.0458526611328,22748800,0.0,0.0,0.0,,,,,,,,,
2015-11-12 00:00:00-05:00,104.61875693582584,105.12941220233252,103.95026534460972,104.02454376220705,31196900,0.0,0.0,0.0,,,,,,,,,
2015-11-13 00:00:00-05:00,103.58817078735872,103.69958841792156,101.92622832025862,101.98193359375,52836000,0.0,0.0,0.0,,,,,,,,,
2015-11-16 00:00:00-05:00,101.87981496270132,103.467479092682,101.64770019954192,103.44890594482422,33980600,0.0,0.0,0.0,,,,,,,,,
2015-11-17 00:00:00-05:00,103.62530312121628,104.25665548535044,103.2539181275645,103.51388549804688,30579500,0.0,0.0,0.0,,,,,,,,,
2015-11-18 00:00:00-05:00,103.93170256628814,105.60292451355996,103.82957150975942,105.50079345703124,32966500,0.0,0.0,0.0,,,,,,,,,
2015-11-19 00:00:00-05:00,105.5564919226456,106.0578605659215,105.3707958972217,105.57505798339844,26188100,0.0,0.0,0.0,,,,,,,,,
2015-11-20 00:00:00-05:00,106.0764293634914,106.37353592825605,105.974298317768,106.28997802734376,22727600,0.0,0.0,0.0,,,,,,,,,
2015-11-23 00:00:00-05:00,106.3271374082483,106.71709562988126,105.528669066153,105.98361206054688,20696200,0.0,0.0,0.0,,,,,,,,,
2015-11-24 00:00:00-05:00,105.29654149002856,106.14143551983568,104.76731304521658,105.89075469970705,26374400,0.0,0.0,0.0,,,,,,,,,
2015-11-25 00:00:00-05:00,106.04860391688884,106.1785876295728,105.7607838507431,105.98361206054688,14159900,0.0,0.0,0.0,,,,,,,,,
2015-11-27 00:00:00-05:00,106.21569846747524,106.34568214543144,105.77003508335454,106.13213348388672,8828000,0.0,0.0,0.0,,,,,,,,,
2015-11-30 00:00:00-05:00,106.44784119795423,106.44784119795423,105.51938206335994,105.86290740966795,25041600,0.0,0.0,0.0,,,,,,,,54.08399452903628,
2015-12-01 00:00:00-05:00,106.29001129737334,106.9213638305664,106.1600204937446,106.9213638305664,28639400,0.0,0.0,0.0,,,,,,,,59.21587519999481,
2015-12-02 00:00:00-05:00,107.00488541242396,107.46911485022189,106.1042791697233,106.26211547851562,22395500,0.0,0.0,0.0,,,,,,,,56.08162032084752,
2015-12-03 00:00:00-05:00,106.54995495457035,106.73564391788146,103.83884933860097,104.46092224121094,42754300,0.0,0.0,0.0,,,,,,,,52.02413518534895,
2015-12-04 00:00:00-05:00,104.77659151260978,107.07917283465493,104.56304992005468,106.90276336669922,40037300,0.0,0.0,0.0,,,,,,,,72.01002181950209,
2015-12-07 00:00:00-05:00,106.97704160597183,107.04203344928274,105.90931239422476,106.4199676513672,25892100,0.0,0.0,0.0,,,,,,,,64.57197810216252,
2015-12-08 00:00:00-05:00,105.30583318221473,106.77280031265676,105.26869396685883,106.42926788330078,30792600,0.0,0.0,0.0,105.39031028747559,,,105.39031028747559,1.2960657675489033,107.98244182257339,102.79817875237778,64.37741692985288,
2015-12-09 00:00:00-05:00,105.96502313871596,106.54995684231098,104.17309698505476,104.81373596191406,48509200,0.0,0.0,0.0,105.3722053527832,,,105.3722053527832,1.3017361966058574,107.97567774599491,102.76873295957148,46.4828976043368,
2015-12-10 00:00:00-05:00,105.05513957838856,105.99288517242546,104.7394598279806,105.2872543334961,30154600,0.0,0.0,0.0,105.38427543640137,,,105.38427543640137,1.2996684241816865,107.98361228476475,102.78493858803799,48.58456761078855,
2015-12-11 00:00:00-05:00,104.07096799898328,104.34950853800666,102.7989836769409,102.86397552490234,56022200,0.0,0.0,0.0,105.32624702453613,,,105.32624702453613,1.3865769614395898,108.0994009474153,102.55309310165696,35.57471703762138,
2015-12-14 00:00:00-05:00,103.00324323198193,103.69030090527932,101.55484238210472,103.64387512207033,53098500,0.0,0.0,0.0,105.40934410095215,,,105.40934410095215,1.2147591951666807,107.83886249128551,102.9798257106188,40.52625010348799,
