Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,SMA_20,SMA_50,SMA_200,BB_Middle,BB_Std,BB_Upper,BB_Lower,RSI,Volatility
2015-11-10 00:00:00-05:00,144.52930107989684,145.24795004435717,144.32514057508138,145.1826171875,4837700,0.0,0.0,0.0,,,,,,,,,
2015-11-11 00:00:00-05:00,145.50107121792166,145.55824212644507,144.63543288459505,144.71710205078125,2860300,0.0,0.0,0.0,,,,,,,,,
2015-11-12 00:00:00-05:00,143.80254442784263,144.0148794079696,142.5775809368567,142.64291381835938,6164400,0.0,0.0,0.0,,,,,,,,,
2015-11-13 00:00:00-05:00,142.15284327533115,142.54482784796693,140.91154425752552,140.96054077148438,8011100,0.0,0.0,0.0,,,,,,,,,
2015-11-16 00:00:00-05:00,140.87072413684575,142.96132535346987,140.58489449479032,142.9286651611328,5012900,0.0,0.0,0.0,,,,,,,,,
2015-11-17 00:00:00-05:00,143.402323700028,143.93313595462297,142.71633502854797,143.04299926757812,6612200,0.0,0.0,0.0,,,,,,,,,
2015-11-18 00:00:00-05:00,143.46766601237027,145.2316157898097,143.45950407800962,145.14178466796875,6254400,0.0,0.0,0.0,,,,,,,,,
2015-11-19 00:00:00-05:00,144.6926128824327,145.4030998433687,144.66811462112116,145.08460998535156,5457300,0.0,0.0,0.0,,,,,,,,,
2015-11-20 00:00:00-05:00,145.9719119525342,146.62734202624512,145.55408137492176,145.8817901611328,7730000,0.573,0.0,0.0,,,,,,,,,
2015-11-23 00:00:00-05:00,145.73420606766854,146.22576884596788,145.25901996441743,145.6195068359375,2597000,0.0,0.0,0.0,,,,,,,,,
2015-11-24 00:00:00-05:00,144.74288692832906,146.16844543267047,144.69373189391737,145.81614685058594,4369900,0.0,0.0,0.0,,,,,,,,,
2015-11-25 00:00:00-05:00,145.84082807305987,146.10300511139303,145.66058448452813,145.77528381347656,2227400,0.0,0.0,0.0,,,,,,,,,
2015-11-27 00:00:00-05:00,145.66879620845611,145.98011583811373,145.30830900447236,145.75071716308594,2878200,0.0,0.0,0.0,,,,,,,,,
2015-11-30 00:00:00-05:00,145.93906906442913,146.10292337107103,145.11978502993736,145.2017059326172,3578500,0.0,0.0,0.0,,,,,,,,50.09238540443539,
2015-12-01 00:00:00-05:00,145.76700778397594,146.5699026036398,145.53760926407196,146.4961700439453,6058300,0.0,0.0,0.0,,,,,,,,55.6494449978934,
2015-12-02 00:00:00-05:00,146.35692363986334,146.6846323073745,145.0788423347718,145.25088500976562,7427100,0.0,0.0,0.0,,,,,,,,52.15143568448398,
2015-12-03 00:00:00-05:00,145.55409618636097,145.7015614047752,142.76852121495438,143.2355194091797,7005500,0.0,0.0,0.0,,,,,,,,52.39990261228938,
2015-12-04 00:00:00-05:00,143.57958215017567,146.38972146639156,143.48946037174176,146.1767120361328,6251600,0.0,0.0,0.0,,,,,,,,69.16967144627566,
