Date,SPY,QQQ,DIA,IWM
2015-11-10 00:00:00-05:00,,,,
2015-11-11 00:00:00-05:00,-0.003931840252236252,-0.0012358541774767362,-0.0032064109721726686,-0.008716043996628953
2015-11-12 00:00:00-05:00,-0.013959620305142528,-0.009722505677786208,-0.014332709838910662,-0.01912247893766439
2015-11-13 00:00:00-05:00,-0.011228160865685344,-0.0196358483736907,-0.011794298096134859,-0.007223743326222221
2015-11-16 00:00:00-05:00,0.015206354892452811,0.014384629702335117,0.013962236373929793,0.008590934993556454
2015-11-17 00:00:00-05:00,-0.0007290776579236269,0.0006281318553269521,0.0007999382511298947,-0.0038244528461687244
2015-11-18 00:00:00-05:00,0.015865976815604643,0.01919460321119759,0.014672409073754222,0.01692721094483196
2015-11-19 00:00:00-05:00,-0.000862428284533312,0.0007039238657238212,-0.0003939229681375611,-0.004204141617682677
2015-11-20 00:00:00-05:00,0.003644478132048823,0.006771675598395088,0.005494588129379974,0.006461940544753686
2015-11-23 00:00:00-05:00,-0.0011468040289374093,-0.002882359865744588,-0.001797916826394963,0.0049657002806644535
2015-11-24 00:00:00-05:00,0.0013391718519810691,-0.0008761482934435127,0.001350368634814636,0.007325874127738663
2015-11-25 00:00:00-05:00,-0.00014318298889481884,0.0008769166024282793,-0.00028023670897880937,0.007779888966069404
2015-11-27 00:00:00-05:00,0.0011462318157444695,0.001401362158283348,-0.0001685241129220083,0.0037762739863578254
2015-11-30 00:00:00-05:00,-0.004151334795840844,-0.0025367065127324118,-0.0037667823606962747,-0.0043472035781174645
2015-12-01 00:00:00-05:00,0.009535687703199347,0.009998369086940295,0.008914937348799779,0.006633294830362901
2015-12-02 00:00:00-05:00,-0.010205181872958491,-0.006165730855205553,-0.00850046136910021,-0.010760067549184016
2015-12-03 00:00:00-05:00,-0.014002596434543935,-0.01695047411011552,-0.01387506589340537,-0.01686345795559885
2015-12-04 00:00:00-05:00,0.01950275942261137,0.023375642040090572,0.02053396140206698,0.010120181347565538
2015-12-07 00:00:00-05:00,-0.006058315681766846,-0.00451621361438459,-0.006053234517455763,-0.01502803644497952
2015-12-08 00:00:00-05:00,-0.006719604540716517,8.739179440508948e-05,-0.008853428452124001,-0.005516431713783132
2015-12-09 00:00:00-05:00,-0.00777966549357989,-0.015179395231377013,-0.004437275915023298,-0.011181702113005287
2015-12-10 00:00:00-05:00,0.0025809289497495946,0.0045177129432165675,0.005085959809146168,0.0033309058497070776
2015-12-11 00:00:00-05:00,-0.019380947151594885,-0.02301587997458876,-0.017909756767014118,-0.022278329448480516
2015-12-14 00:00:00-05:00,0.005052202273781781,0.007581853541905659,0.006773969342893427,-0.007148963806545061
2015-12-15 00:00:00-05:00,0.010498061649858226,0.006091951230823067,0.00897008187723225,0.01440025301379122
2015-12-16 00:00:00-05:00,0.014631875797053384,0.01486943397684204,0.012425027107268338,0.015260516688391679
2015-12-17 00:00:00-05:00,-0.01523802662308038,-0.01456426764806662,-0.014299074435204173,-0.010661580187041664
2015-12-18 00:00:00-05:00,-0.01781504403826706,-0.019182254684196764,-0.021133903507241758,-0.015281198941719976
2015-12-21 00:00:00-05:00,0.00824918629040683,0.011107902902313338,0.007309447777457567,0.007535038502228808
2015-12-22 00:00:00-05:00,0.00907428448340708,0.006573715466047014,0.010217523941355111,0.009170158477311174
2015-12-23 00:00:00-05:00,0.01238318651469017,0.007425349643559009,0.010345044832442918,0.012615595856078743
2015-12-24 00:00:00-05:00,-0.0016505989433169832,-0.0001777253856889427,-0.003356672919914372,0.001890252211120158
2015-12-28 00:00:00-05:00,-0.0022849334034554802,-0.0005329071240527394,-0.0013695666697419728,-0.00462886697465803
2015-12-29 00:00:00-05:00,0.010672047156379039,0.015729215132119334,0.011429982239708147,0.010792180795687445
2015-12-30 00:00:00-05:00,-0.0070878956004812865,-0.009011255414730357,-0.006667498187871712,-0.010069362024019424
2015-12-31 00:00:00-05:00,-0.010003111916548346,-0.012447988430325574,-0.010295516237570523,-0.012451833249394695
2016-01-04 00:00:00-05:00,-0.013979322855114718,-0.021097773835045852,-0.015518275810734061,-0.023175204825183537
2016-01-05 00:00:00-05:00,0.001691118289250504,-0.0017354837560906722,0.0005840437173645352,0.002181729309452596
2016-01-06 00:00:00-05:00,-0.01261445899667879,-0.009605560324976725,-0.014295189699076505,-0.015237994440053249
2016-01-07 00:00:00-05:00,-0.02399154636314038,-0.031313732331830435,-0.023558254138384083,-0.026710969812336227
2016-01-08 00:00:00-05:00,-0.010976100935652155,-0.008200527328528828,-0.010427105834392103,-0.01722379522641926
2016-01-11 00:00:00-05:00,0.0009897526647186794,0.003076601477360885,0.0036141247155887513,-0.004332797453784454
2016-01-12 00:00:00-05:00,0.008068104497211959,0.011598078493072705,0.006835995537713302,0.0029981286078546443
2016-01-13 00:00:00-05:00,-0.024940380894894587,-0.03448939397808759,-0.021824034554740135,-0.032109023914752566
2016-01-14 00:00:00-05:00,0.01641659106838511,0.02129525421404188,0.013882243172973707,0.013847511713931393
2016-01-15 00:00:00-05:00,-0.02146619863316057,-0.031036859517820203,-0.02338698190817312,-0.016213150943784616
2016-01-19 00:00:00-05:00,0.0013313143309694464,0.002181457771422979,0.002129053980578499,-0.013484118680648693
2016-01-20 00:00:00-05:00,-0.012815130822996457,-0.003067350883410702,-0.015060771258276762,0.004151446783893009
2016-01-21 00:00:00-05:00,0.005602158289519599,0.0009925832314012784,0.006280989593152597,-0.002319070437738824
2016-01-22 00:00:00-05:00,0.020515176482612807,0.02895400806796178,0.013809093064715894,0.02445683624329087
