Date,SPY_Close,SPY_Volume,SPY_Return,QQQ_Close,QQQ_Volume,QQQ_Return,DIA_Close,DIA_Volume,DIA_Return,IWM_Close,IWM_Volume,IWM_Return
2015-11-10 00:00:00-05:00,176.236083984375,75874600,,105.17583465576172,35452100,,145.1826171875,4837700,,103.70182037353516,21892200,
2015-11-11 00:00:00-05:00,175.54315185546875,67846000,-0.003931840252236252,105.0458526611328,22748800,-0.0012358541774767362,144.71710205078125,2860300,-0.0032064109721726686,102.7979507446289,22037600,-0.008716043996628953
2015-11-12 00:00:00-05:00,173.09263610839844,121315200,-0.013959620305142528,104.02454376220705,31196900,-0.009722505677786208,142.64291381835938,6164400,-0.014332709838910662,100.83219909667967,39916100,-0.01912247893766439
2015-11-13 00:00:00-05:00,171.1491241455078,153577100,-0.011228160865685344,101.98193359375,52836000,-0.0196358483736907,140.96054077148438,8011100,-0.011794298096134859,100.10381317138672,43883000,-0.007223743326222221
2015-11-16 00:00:00-05:00,173.75167846679688,117645200,0.015206354892452811,103.44890594482422,33980600,0.014384629702335117,142.9286651611328,5012900,0.013962236373929793,100.96379852294922,28979100,0.008590934993556454
2015-11-17 00:00:00-05:00,173.625,121123700,-0.0007290776579236269,103.51388549804688,30579500,0.0006281318553269521,143.04299926757812,6612200,0.0007999382511298947,100.57766723632812,34441000,-0.0038244528461687244
2015-11-18 00:00:00-05:00,176.37973022460938,121342500,0.015865976815604643,105.50079345703124,32966500,0.01919460321119759,145.14178466796875,6254400,0.014672409073754222,102.28016662597656,35554300,0.01692721094483196
2015-11-19 00:00:00-05:00,176.2276153564453,88220500,-0.000862428284533312,105.57505798339844,26188100,0.0007039238657238212,145.08460998535156,5457300,-0.0003939229681375611,101.85016632080078,25512500,-0.004204141617682677
2015-11-20 00:00:00-05:00,176.869873046875,94011500,0.003644478132048823,106.28997802734376,22727600,0.006771675598395088,145.8817901611328,7730000,0.005494588129379974,102.50831604003906,31697700,0.006461940544753686
2015-11-23 00:00:00-05:00,176.6670379638672,64931200,-0.0011468040289374093,105.98361206054688,20696200,-0.002882359865744588,145.6195068359375,2597000,-0.001797916826394963,103.01734161376952,22716400,0.0049657002806644535
2015-11-24 00:00:00-05:00,176.90362548828125,98874400,0.0013391718519810691,105.89075469970705,26374400,-0.0008761482934435127,145.81614685058594,4369900,0.001350368634814636,103.77203369140624,24994500,0.007325874127738663
2015-11-25 00:00:00-05:00,176.8782958984375,51980100,-0.00014318298889481884,105.98361206054688,14159900,0.0008769166024282793,145.77528381347656,2227400,-0.00028023670897880937,104.5793685913086,20772600,0.007779888966069404
2015-11-27 00:00:00-05:00,177.08103942871094,37317800,0.0011462318157444695,106.13213348388672,8828000,0.001401362158283348,145.75071716308594,2878200,-0.0001685241129220083,104.97428894042967,14129300,0.0037762739863578254
2015-11-30 00:00:00-05:00,176.34591674804688,112822700,-0.004151334795840844,105.86290740966795,25041600,-0.0025367065127324118,145.2017059326172,3578500,-0.0037667823606962747,104.5179443359375,30165400,-0.0043472035781174645
2015-12-01 00:00:00-05:00,178.02749633789062,97858400,0.009535687703199347,106.9213638305664,28639400,0.009998369086940295,146.4961700439453,6058300,0.008914937348799779,105.21124267578124,27899900,0.006633294830362901
2015-12-02 00:00:00-05:00,176.210693359375,108441300,-0.010205181872958491,106.26211547851562,22395500,-0.006165730855205553,145.25088500976562,7427100,-0.00850046136910021,104.07916259765624,22238300,-0.010760067549184016
2015-12-03 00:00:00-05:00,173.7432861328125,166224200,-0.014002596434543935,104.46092224121094,42754300,-0.01695047411011552,143.2355194091797,7005500,-0.01387506589340537,102.32402801513672,39485400,-0.01686345795559885
2015-12-04 00:00:00-05:00,177.1317596435547,192913900,0.01950275942261137,106.90276336669922,40037300,0.023375642040090572,146.1767120361328,6251600,0.02053396140206698,103.35956573486328,32669900,0.010120181347565538
2015-12-07 00:00:00-05:00,176.0586395263672,102027100,-0.006058315681766846,106.4199676513672,25892100,-0.00451621361438459,145.2918701171875,5647000,-0.006053234517455763,101.8062744140625,29621400,-0.01502803644497952
2015-12-08 00:00:00-05:00,174.87559509277344,103372400,-0.006719604540716517,106.42926788330078,30792600,8.739179440508948e-05,144.0055389404297,6890200,-0.008853428452124001,101.24466705322266,30946000,-0.005516431713783132
2015-12-09 00:00:00-05:00,173.51512145996094,162401500,-0.00777966549357989,104.81373596191406,48509200,-0.015179395231377013,143.36654663085938,9545800,-0.004437275915023298,100.11257934570312,41980400,-0.011181702113005287
2015-12-10 00:00:00-05:00,173.96295166015625,116128900,0.0025809289497495946,105.2872543334961,30154600,0.0045177129432165675,144.095703125,5613800,0.005085959809146168,100.446044921875,31278800,0.0033309058497070776
2015-12-11 00:00:00-05:00,170.5913848876953,211173300,-0.019380947151594885,102.86397552490234,56022200,-0.02301587997458876,141.51498413085938,8895600,-0.017909756767014118,98.2082748413086,52609300,-0.022278329448480516
2015-12-14 00:00:00-05:00,171.4532470703125,182385200,0.005052202273781781,103.64387512207033,53098500,0.007581853541905659,142.47360229492188,12321600,0.006773969342893427,97.50618743896484,53400400,-0.007148963806545061
2015-12-15 00:00:00-05:00,173.253173828125,154069600,0.010498061649858226,104.2752685546875,48428000,0.006091951230823067,143.75160217285156,8039800,0.00897008187723225,98.9103012084961,48273900,0.01440025301379122
2015-12-16 00:00:00-05:00,175.78819274902344,197017000,0.014631875797053384,105.8257827758789,44944100,0.01486943397684204,145.5377197265625,11286600,0.012425027107268338,100.4197235107422,44560600,0.015260516688391679
2015-12-17 00:00:00-05:00,173.10952758789062,173092500,-0.01523802662308038,104.28450775146484,45668800,-0.01456426764806662,143.4566650390625,8504100,-0.014299074435204173,99.34909057617188,41318000,-0.010661580187041664
2015-12-18 00:00:00-05:00,170.02557373046875,251393500,-0.01781504403826706,102.28409576416016,53746100,-0.019182254684196764,140.42486572265625,10946100,-0.021133903507241758,97.83091735839844,49876600,-0.015281198941719976
2015-12-21 00:00:00-05:00,171.4281463623047,99094300,0.00824918629040683,103.42025756835938,26432800,0.011107902902313338,141.4512939453125,6466700,0.007309447777457567,98.56807708740234,26479300,0.007535038502228808
2015-12-22 00:00:00-05:00,172.98373413085938,111026200,0.00907428448340708,104.10011291503906,26540300,0.006573715466047014,142.89657592773438,6003700,0.010217523941355111,99.47196197509766,28108700,0.009170158477311174
2015-12-23 00:00:00-05:00,175.12582397460938,110987200,0.01238318651469017,104.8730926513672,25656900,0.007425349643559009,144.37484741210938,6456600,0.010345044832442918,100.72686004638672,29609700,0.012615595856078743
2015-12-24 00:00:00-05:00,174.83676147460938,48539600,-0.0016505989433169832,104.85445404052734,11468600,-0.0001777253856889427,143.89022827148438,1765100,-0.003356672919914372,100.9172592163086,13370500,0.001890252211120158
2015-12-28 00:00:00-05:00,174.43727111816406,65899900,-0.0022849334034554802,104.79857635498048,19183600,-0.0005329071240527394,143.6931610107422,2932200,-0.0013695666697419728,100.45012664794922,22125500,-0.00462886697465803
2015-12-29 00:00:00-05:00,176.2988739013672,92640700,0.010672047156379039,106.4469757080078,27725700,0.015729215132119334,145.3355712890625,6145700,0.011429982239708147,101.5342025756836,22841500,0.010792180795687445
