,DEXJPUS,DEXUSEU,DEXCHUS,DEXUSUK,DTWEXBGS
2001-02-15,115.67,0.9057,8.2772,1.449,
2001-02-16,115.46,0.9162,8.277,1.4505,
2001-02-19,,,,,
2001-02-20,115.57,0.9096,8.2767,1.4436,
2001-02-21,116.45,0.9077,8.2772,1.4385,
2001-02-22,116.53,0.9069,8.2769,1.4447,
2001-02-23,116.15,0.9095,8.2774,1.447,
2001-02-26,116.63,0.9093,8.2776,1.444,
2001-02-27,116.2,0.9128,8.2781,1.4405,
2001-02-28,117.28,0.9212,8.2783,1.4433,
2001-03-01,117.33,0.9291,8.2778,1.4553,
2001-03-02,119.06,0.934,8.2782,1.4725,
2001-03-05,119.08,0.9289,8.2777,1.4687,
2001-03-06,118.87,0.9313,8.2778,1.4655,
2001-03-07,119.86,0.9274,8.2773,1.4612,
2001-03-08,119.51,0.9281,8.277,1.4667,
2001-03-09,119.71,0.9315,8.2774,1.4675,
2001-03-12,120.63,0.93,8.2784,1.467,
2001-03-13,120.2,0.9148,8.2783,1.4513,
2001-03-14,120.97,0.9133,8.2778,1.4497,
2001-03-15,122.23,0.9046,8.2776,1.4436,
2001-03-16,122.85,0.8929,8.2771,1.4265,
2001-03-19,122.57,0.8985,8.2772,1.4237,
2001-03-20,122.73,0.9054,8.2772,1.4285,
2001-03-21,123.62,0.897,8.2771,1.431,
2001-03-22,123.84,0.8881,8.2768,1.4223,
2001-03-23,122.64,0.8926,8.2773,1.4292,
2001-03-26,122.81,0.8955,8.2771,1.4345,
2001-03-27,122.99,0.891,8.2773,1.429,
2001-03-28,122.62,0.8882,8.2777,1.4352,
2001-03-29,123.45,0.8807,8.2779,1.4302,
2001-03-30,125.54,0.8794,8.2777,1.419,
2001-04-02,126.75,0.8824,8.2776,1.42,
2001-04-03,125.41,0.893,8.2772,1.4305,
2001-04-04,125.38,0.9013,8.2771,1.435,
2001-04-05,124.33,0.8976,8.2768,1.4266,
2001-04-06,124.03,0.9002,8.2767,1.4383,
2001-04-09,124.85,0.9014,8.277,1.447,
2001-04-10,124.48,0.8884,8.2769,1.436,
2001-04-11,124.82,0.8856,8.2769,1.434,
2001-04-12,123.51,0.8922,8.2772,1.4391,
2001-04-13,124.15,0.8888,8.2769,1.4354,
2001-04-16,124.64,0.8862,8.2769,1.436,
2001-04-17,123.67,0.8814,8.2775,1.4287,
2001-04-18,122.35,0.8816,8.2775,1.4257,
2001-04-19,121.87,0.8909,8.2773,1.4366,
2001-04-20,122.52,0.9032,8.2775,1.4428,
2001-04-23,121.68,0.896,8.277,1.4377,
2001-04-24,122.08,0.8946,8.2769,1.4365,
2001-04-25,122.21,0.8972,8.2767,1.4397,
2001-04-26,123.13,0.9011,8.2769,1.4378,
2001-04-27,123.76,0.8924,8.2773,1.4362,
2001-04-30,123.57,0.8874,8.2774,1.4306,
2001-05-01,121.92,0.8937,8.2774,1.434,
2001-05-02,121.72,0.8925,8.2774,1.4345,
2001-05-03,121.19,0.8891,8.2774,1.4322,
2001-05-04,121.05,0.8934,8.2774,1.4362,
2001-05-07,121.34,0.8916,8.2774,1.44,
2001-05-08,121.66,0.8848,8.2785,1.4315,
2001-05-09,122.25,0.8845,8.2775,1.4209,
2001-05-10,122.71,0.8792,8.2771,1.4186,
2001-05-11,122.5,0.8759,8.2771,1.4177,
2001-05-14,123.12,0.8748,8.2771,1.4176,
2001-05-15,123.26,0.8788,8.2709,1.4236,
2001-05-16,123.59,0.8842,8.2769,1.4293,
2001-05-17,122.68,0.8828,8.2767,1.431,
2001-05-18,123.67,0.8774,8.2768,1.4333,
2001-05-21,122.91,0.8762,8.2778,1.438,
2001-05-22,122.79,0.8657,8.2774,1.4278,
2001-05-23,120.39,0.8598,8.2771,1.4245,
2001-05-24,120.15,0.857,8.277,1.4103,
2001-05-25,120.75,0.8577,8.2771,1.4207,
2001-05-28,,,,,
2001-05-29,120.1,0.8547,8.2768,1.4187,
2001-05-30,120.27,0.8576,8.2777,1.4251,
2001-05-31,118.88,0.8455,8.277,1.4175,
2001-06-01,119.13,0.8452,8.2777,1.416,
2001-06-04,119.5,0.8449,8.277,1.4123,
2001-06-05,120.27,0.8504,8.2769,1.4113,
2001-06-06,120.35,0.8452,8.2772,1.3906,
2001-06-07,119.91,0.8506,8.2767,1.39,
2001-06-08,120.6,0.8505,8.2767,1.3817,
2001-06-11,122.02,0.8425,8.2767,1.373,
2001-06-12,121.74,0.8479,8.2771,1.3781,
2001-06-13,121.89,0.8536,8.2779,1.3909,
2001-06-14,121.42,0.8598,8.2773,1.4005,
2001-06-15,122.97,0.8628,8.277,1.4056,
2001-06-18,123.2,0.861,8.277,1.4034,
2001-06-19,122.97,0.8558,8.2779,1.4008,
2001-06-20,123.3,0.8506,8.277,1.3952,
2001-06-21,124.4,0.8544,8.2769,1.4167,
2001-06-22,124.25,0.857,8.2767,1.414,
2001-06-25,124.02,0.8611,8.2768,1.413,
2001-06-26,123.82,0.8623,8.2768,1.4154,
2001-06-27,124.25,0.8621,8.2768,1.419,
2001-06-28,124.63,0.847,8.277,1.407,
2001-06-29,124.73,0.8474,8.2767,1.4077,
2001-07-02,124.22,0.8455,8.277,1.4168,
2001-07-03,124.48,0.8477,8.2767,1.4058,
2001-07-04,,,,,
2001-07-05,125.77,0.837,8.2767,1.3998,
2001-07-06,125.85,0.8465,8.2768,1.4106,
2001-07-09,125.43,0.8474,8.2767,1.4081,
2001-07-10,125.53,0.8557,8.277,1.4098,
2001-07-11,124.06,0.8614,8.2769,1.4121,
2001-07-12,124.1,0.853,8.2769,1.4065,
2001-07-13,124.75,0.8527,8.2767,1.3995,
2001-07-16,125.44,0.8549,8.2767,1.4011,
2001-07-17,124.89,0.8549,8.2769,1.4037,
2001-07-18,124.35,0.8701,8.277,1.416,
2001-07-19,123.61,0.869,8.2768,1.419,
2001-07-20,122.85,0.8713,8.2768,1.429,
2001-07-23,124.19,0.8676,8.277,1.4185,
2001-07-24,124.0,0.8752,8.2773,1.4223,
2001-07-25,123.64,0.8797,8.277,1.428,
2001-07-26,123.83,0.8765,8.2771,1.4265,
2001-07-27,123.29,0.8749,8.277,1.4256,
2001-07-30,125.18,0.875,8.2767,1.426,
2001-07-31,125.0,0.8752,8.277,1.4252,
2001-08-01,124.87,0.8793,8.2769,1.433,
2001-08-02,123.72,0.8813,8.2768,1.4295,
2001-08-03,123.46,0.8843,8.2768,1.4268,
2001-08-06,123.85,0.8802,8.277,1.4175,
2001-08-07,123.83,0.8775,8.2772,1.4169,
2001-08-08,123.2,0.8778,8.2773,1.4135,
2001-08-09,123.03,0.8886,8.2773,1.4218,
2001-08-10,121.97,0.894,8.2768,1.4273,
2001-08-13,122.46,0.8983,8.2771,1.4217,
2001-08-14,121.6,0.9025,8.2773,1.4285,
2001-08-15,119.92,0.9114,8.2771,1.4379,
2001-08-16,120.11,0.9138,8.277,1.4438,
2001-08-17,120.37,0.9165,8.2768,1.4465,
2001-08-20,120.72,0.9127,8.2768,1.4445,
2001-08-21,119.91,0.9115,8.2768,1.4468,
2001-08-22,119.91,0.9194,8.2769,1.4538,
2001-08-23,119.84,0.9166,8.2768,1.4478,
2001-08-24,120.13,0.9116,8.2773,1.4443,
2001-08-27,120.12,0.9098,8.277,1.443,
2001-08-28,120.48,0.9102,8.2768,1.4501,
2001-08-29,119.79,0.9097,8.2769,1.4515,
2001-08-30,119.4,0.9154,8.2767,1.4577,
2001-08-31,118.75,0.909,8.2769,1.451,
2001-09-03,,,,,
2001-09-04,119.49,0.8868,8.2768,1.4444,
2001-09-05,120.76,0.8897,8.277,1.4553,
2001-09-06,120.95,0.8943,8.2768,1.4561,
2001-09-07,120.07,0.9044,8.2767,1.4626,
2001-09-10,121.08,0.8988,8.2767,1.4585,
2001-09-11,,,,,
2001-09-12,119.53,0.9069,8.2769,1.4666,
2001-09-13,118.81,0.9089,8.2768,1.4697,
2001-09-14,117.38,0.9199,8.2766,1.4678,
2001-09-17,117.59,0.9198,8.2767,1.4661,
2001-09-18,117.32,0.9233,8.2768,1.4635,
2001-09-19,117.3,0.931,8.2766,1.4714,
2001-09-20,115.89,0.9255,8.2766,1.4642,
2001-09-21,116.73,0.9099,8.2767,1.4547,
2001-09-24,117.52,0.9135,8.277,1.4616,
2001-09-25,117.78,0.9222,8.2772,1.4692,
2001-09-26,117.89,0.9231,8.2769,1.4745,
2001-09-27,119.69,0.9181,8.2769,1.4733,
2001-09-28,119.23,0.9099,8.2768,1.4691,
2001-10-01,120.27,0.9159,8.2768,1.4785,
2001-10-02,120.78,0.9149,8.2768,1.4618,
2001-10-03,120.67,0.9181,8.2768,1.4756,
2001-10-04,120.63,0.9141,8.2768,1.4774,
2001-10-05,120.37,0.9168,8.2768,1.4795,
2001-10-08,,,,,
2001-10-09,120.2,0.915,8.2769,1.4605,
2001-10-10,120.43,0.9118,8.2768,1.449,
2001-10-11,121.57,0.9008,8.2766,1.4415,
2001-10-12,120.93,0.9078,8.2765,1.4518,
2001-10-15,120.94,0.9077,8.2766,1.447,
2001-10-16,121.27,0.9094,8.2767,1.4478,
2001-10-17,121.05,0.9065,8.2769,1.4505,
2001-10-18,121.18,0.9025,8.277,1.444,
2001-10-19,121.15,0.8987,8.2768,1.4372,
2001-10-22,122.45,0.8906,8.277,1.4265,
2001-10-23,122.83,0.8893,8.2768,1.4214,
2001-10-24,122.86,0.8925,8.2767,1.4263,
2001-10-25,122.72,0.8965,8.2769,1.4306,
2001-10-26,122.99,0.8921,8.277,1.4348,
2001-10-29,122.08,0.9037,8.277,1.4525,
2001-10-30,122.07,0.906,8.2768,1.4546,
2001-10-31,122.54,0.8993,8.2768,1.4534,
2001-11-01,121.87,0.9044,8.2769,1.462,
2001-11-02,121.68,0.9037,8.2769,1.4615,
2001-11-05,121.72,0.8963,8.2768,1.457,
2001-11-06,121.15,0.8975,8.2767,1.4591,
2001-11-07,121.05,0.8999,8.2766,1.465,
2001-11-08,119.98,0.891,8.2766,1.454,
2001-11-09,120.25,0.8935,8.2766,1.4574,
2001-11-12,,,,,
2001-11-13,121.45,0.8811,8.2765,1.4425,
2001-11-14,121.67,0.8829,8.2767,1.4429,
2001-11-15,122.4,0.8813,8.277,1.431,
2001-11-16,122.67,0.8849,8.2771,1.4278,
2001-11-19,123.27,0.8781,8.277,1.4107,
2001-11-20,122.62,0.8832,8.2769,1.418,
2001-11-21,123.19,0.8781,8.2769,1.4154,
2001-11-22,,,,,
2001-11-23,124.44,0.877,8.2769,1.4095,
2001-11-26,124.2,0.8811,8.277,1.4125,
2001-11-27,124.17,0.8812,8.277,1.4137,
2001-11-28,123.29,0.8863,8.2772,1.4235,
2001-11-29,123.82,0.8879,8.2774,1.4232,
2001-11-30,123.22,0.8958,8.2772,1.4255,
2001-12-03,123.9,0.8897,8.277,1.4217,
2001-12-04,124.28,0.8898,8.2771,1.4216,
2001-12-05,124.4,0.8856,8.2772,1.4164,
2001-12-06,124.83,0.8916,8.2773,1.425,
2001-12-07,125.66,0.8905,8.2772,1.4315,
2001-12-10,126.27,0.8884,8.277,1.4342,
2001-12-11,126.23,0.8904,8.2768,1.4365,
2001-12-12,126.52,0.8945,8.2768,1.444,
2001-12-13,126.32,0.8976,8.2767,1.4454,
2001-12-14,127.24,0.9044,8.2768,1.4547,
2001-12-17,127.54,0.904,8.2769,1.4588,
2001-12-18,127.97,0.9019,8.2768,1.4565,
2001-12-19,128.2,0.8997,8.2767,1.4508,
2001-12-20,128.55,0.8972,8.2766,1.4464,
2001-12-21,129.48,0.8864,8.2767,1.4385,
2001-12-24,129.9,0.8773,8.2766,1.4385,
2001-12-25,,,,,
2001-12-26,130.79,0.8778,8.2766,1.449,
2001-12-27,131.47,0.8843,8.2676,1.454,
2001-12-28,131.3,0.8822,8.277,1.4475,
2001-12-31,131.04,0.8901,8.2766,1.4543,
2002-01-01,,,,,
2002-01-02,132.02,0.9031,8.2766,1.4451,
2002-01-03,131.76,0.8992,8.2766,1.44,
2002-01-04,131.02,0.8946,8.2768,1.4455,
2002-01-07,130.93,0.8931,8.2767,1.4385,
2002-01-08,132.53,0.8925,8.2766,1.4426,
2002-01-09,132.62,0.8882,8.2767,1.4373,
2002-01-10,132.61,0.8925,8.2766,1.4433,
2002-01-11,132.17,0.8905,8.2768,1.4448,
2002-01-14,131.83,0.8935,8.28,1.4482,
2002-01-15,131.14,0.8913,8.28,1.445,
2002-01-16,131.77,0.8834,8.28,1.4375,
2002-01-17,132.13,0.88,8.2768,1.4348,
2002-01-18,132.64,0.8844,8.2767,1.4365,
2002-01-21,,,,,
2002-01-22,133.98,0.8838,8.2767,1.4295,
2002-01-23,134.25,0.8836,8.2765,1.4273,
2002-01-24,134.64,0.8782,8.2767,1.4229,
2002-01-25,134.47,0.8655,8.2765,1.4096,
2002-01-28,133.43,0.8605,8.2767,1.4074,
2002-01-29,133.51,0.8643,8.2766,1.4132,
2002-01-30,132.84,0.8648,8.2765,1.416,
2002-01-31,134.06,0.8594,8.2765,1.412,
2002-02-01,133.77,0.8613,8.2766,1.4158,
2002-02-04,132.71,0.8685,8.2766,1.4197,
2002-02-05,133.9,0.8672,8.2765,1.417,
2002-02-06,133.72,0.8693,8.2767,1.4138,
2002-02-07,133.49,0.869,8.2766,1.4117,
2002-02-08,134.77,0.8727,8.2767,1.4176,
2002-02-11,133.62,0.8778,8.2768,1.4237,
2002-02-12,132.82,0.8768,8.2768,1.4322,
2002-02-13,133.23,0.873,8.2768,1.4298,
2002-02-14,132.26,0.8713,8.2768,1.4285,
2002-02-15,132.76,0.873,8.2768,1.4315,
2002-02-18,,,,,
2002-02-19,133.45,0.8764,8.277,1.4302,
2002-02-20,133.76,0.8705,8.2768,1.4269,
2002-02-21,134.27,0.8712,8.2766,1.4253,
2002-02-22,133.85,0.8757,8.2765,1.4301,
2002-02-25,133.89,0.8713,8.2765,1.4263,
2002-02-26,134.35,0.8682,8.2767,1.4225,
2002-02-27,134.63,0.8642,8.2765,1.4165,
2002-02-28,133.96,0.8658,8.2765,1.4129,
2002-03-01,133.35,0.8652,8.2766,1.419,
2002-03-04,132.2,0.8705,8.2767,1.4228,
2002-03-05,132.31,0.8699,8.277,1.4212,
2002-03-06,130.85,0.8772,8.2766,1.4238,
2002-03-07,127.07,0.8795,8.2771,1.4245,
2002-03-08,128.21,0.8752,8.2771,1.4227,
2002-03-11,128.08,0.8768,8.2769,1.422,
2002-03-12,128.67,0.8759,8.2767,1.4146,
2002-03-13,129.43,0.877,8.28,1.4157,
2002-03-14,128.94,0.8816,8.2774,1.42,
2002-03-15,129.1,0.8823,8.278,1.4238,
2002-03-18,131.27,0.8826,8.2773,1.4256,
2002-03-19,132.3,0.8805,8.2775,1.4213,
2002-03-20,131.6,0.8836,8.2774,1.426,
2002-03-21,131.86,0.8836,8.2772,1.4287,
2002-03-22,132.88,0.8791,8.277,1.4263,
2002-03-25,133.46,0.8768,8.2769,1.4255,
2002-03-26,132.78,0.8767,8.2771,1.427,
2002-03-27,132.61,0.8726,8.2772,1.4238,
2002-03-28,132.61,0.8711,8.2774,1.4242,
2002-03-29,132.7,0.8717,8.2774,1.425,
2002-04-01,133.32,0.8806,8.278,1.4407,
2002-04-02,133.4,0.8782,8.2772,1.4358,
2002-04-03,132.65,0.8804,8.2773,1.435,
2002-04-04,132.3,0.8779,8.2771,1.4349,
2002-04-05,131.73,0.8805,8.277,1.435,
2002-04-08,131.27,0.875,8.277,1.431,
2002-04-09,131.03,0.8793,8.2769,1.4345,
2002-04-10,130.75,0.8794,8.2771,1.4365,
2002-04-11,131.55,0.8829,8.2772,1.4382,
2002-04-12,132.09,0.8792,8.2772,1.4371,
2002-04-15,131.95,0.8802,8.2771,1.4372,
2002-04-16,131.19,0.883,8.2772,1.4396,
2002-04-17,130.7,0.8885,8.2772,1.4438,
2002-04-18,129.84,0.8898,8.2772,1.4479,
2002-04-19,130.5,0.8893,8.2775,1.4472,
2002-04-22,129.9,0.8877,8.2772,1.4488,
2002-04-23,129.89,0.8897,8.2773,1.4486,
2002-04-24,129.76,0.8915,8.2774,1.448,
2002-04-25,128.4,0.8978,8.2774,1.454,
2002-04-26,128.18,0.898,8.2773,1.4545,
2002-04-29,128.13,0.9028,8.277,1.4592,
2002-04-30,128.45,0.9002,8.2773,1.4565,
2002-05-01,127.45,0.9062,8.2773,1.4621,
2002-05-02,128.02,0.9032,8.2773,1.4645,
2002-05-03,127.21,0.9133,8.2773,1.4664,
2002-05-06,127.27,0.9166,8.2774,1.4676,
2002-05-07,127.8,0.9148,8.2774,1.4675,
2002-05-08,128.64,0.904,8.2775,1.4533,
2002-05-09,128.36,0.9088,8.2772,1.4585,
2002-05-10,127.89,0.9116,8.2771,1.4606,
2002-05-13,127.69,0.9107,8.2769,1.4588,
2002-05-14,128.66,0.9022,8.277,1.4474,
2002-05-15,127.92,0.9074,8.2769,1.4558,
2002-05-16,128.19,0.9105,8.2768,1.4567,
2002-05-17,126.03,0.9206,8.2769,1.4602,
2002-05-20,125.64,0.9213,8.2769,1.4588,
2002-05-21,123.83,0.9191,8.2769,1.4568,
2002-05-22,124.16,0.9265,8.277,1.4589,
2002-05-23,124.84,0.9233,8.277,1.4545,
2002-05-24,124.71,0.922,8.2771,1.4577,
2002-05-27,,,,,
2002-05-28,124.38,0.9285,8.2766,1.4618,
2002-05-29,124.35,0.9313,8.2766,1.46,
2002-05-30,123.08,0.9373,8.2766,1.4655,
2002-05-31,124.13,0.9339,8.2765,1.4625,
2002-06-03,123.69,0.939,8.2767,1.4622,
2002-06-04,123.95,0.9424,8.2768,1.4605,
2002-06-05,124.4,0.9391,8.2769,1.4574,
2002-06-06,124.34,0.9457,8.277,1.4593,
2002-06-07,124.49,0.9449,8.277,1.4604,
2002-06-10,124.6,0.9446,8.277,1.461,
2002-06-11,125.56,0.9445,8.2768,1.4686,
2002-06-12,125.64,0.9473,8.2769,1.4705,
2002-06-13,125.12,0.944,8.2769,1.4709,
2002-06-14,124.25,0.9448,8.27,1.4735,
2002-06-17,124.37,0.9442,8.2773,1.4782,
2002-06-18,124.56,0.9483,8.2775,1.4868,
2002-06-19,124.04,0.9544,8.2774,1.4873,
2002-06-20,123.33,0.9646,8.2772,1.4982,
2002-06-21,121.23,0.9705,8.2771,1.4987,
2002-06-24,121.28,0.9786,8.277,1.5056,
2002-06-25,121.9,0.9692,8.2771,1.4999,
2002-06-26,119.83,0.9825,8.2772,1.5217,
2002-06-27,119.38,0.9885,8.2771,1.5285,
2002-06-28,119.85,0.9856,8.2771,1.5245,
2002-07-01,120.04,0.9893,8.277,1.5307,
2002-07-02,120.13,0.984,8.2769,1.53,
2002-07-03,119.77,0.9816,8.2768,1.5268,
2002-07-04,,,,,
2002-07-05,120.19,0.973,8.2766,1.5206,
2002-07-08,118.66,0.9869,8.2767,1.5348,
2002-07-09,117.85,0.9938,8.2766,1.5465,
2002-07-10,117.94,0.989,8.2767,1.5483,
2002-07-11,116.62,0.9927,8.2768,1.5545,
2002-07-12,116.73,0.9904,8.2767,1.55,
2002-07-15,116.06,1.0072,8.2768,1.5656,
2002-07-16,115.71,1.0087,8.2769,1.5693,
2002-07-17,116.24,1.0078,8.2769,1.5682,
2002-07-18,117.02,1.0067,8.2768,1.5685,
2002-07-19,115.73,1.0156,8.2769,1.5785,
2002-07-22,116.22,1.0098,8.277,1.58,
2002-07-23,117.35,0.9933,8.2771,1.5657,
2002-07-24,116.33,0.9945,8.2769,1.5745,
2002-07-25,116.87,0.9997,8.277,1.5754,
2002-07-26,118.78,0.9882,8.2768,1.5635,
2002-07-29,119.87,0.9779,8.2767,1.557,
2002-07-30,119.9,0.9879,8.2766,1.5725,
2002-07-31,119.77,0.9796,8.2767,1.5625,
2002-08-01,119.1,0.9843,8.2766,1.5578,
2002-08-02,118.98,0.9882,8.2768,1.5709,
2002-08-05,119.26,0.9846,8.2767,1.5665,
2002-08-06,121.14,0.964,8.2768,1.5382,
2002-08-07,120.37,0.9738,8.2769,1.5354,
2002-08-08,121.04,0.9653,8.2767,1.5278,
2002-08-09,120.15,0.9714,8.2766,1.5235,
2002-08-12,118.85,0.9778,8.2768,1.5317,
2002-08-13,119.08,0.9787,8.2767,1.531,
2002-08-14,116.53,0.9867,8.2766,1.5442,
2002-08-15,117.28,0.9816,8.2768,1.536,
2002-08-16,117.51,0.9836,8.2768,1.5372,
2002-08-19,118.53,0.9775,8.2767,1.5272,
2002-08-20,118.84,0.9779,8.2768,1.5266,
2002-08-21,118.54,0.9796,8.2766,1.5295,
2002-08-22,119.85,0.9697,8.2766,1.5192,
2002-08-23,119.53,0.9726,8.2767,1.5215,
2002-08-26,119.54,0.9731,8.2766,1.5236,
2002-08-27,118.31,0.9814,8.2767,1.5305,
2002-08-28,118.31,0.982,8.2768,1.5363,
2002-08-29,118.34,0.9829,8.2767,1.5484,
2002-08-30,118.76,0.9806,8.2768,1.5476,
2002-09-02,,,,,
2002-09-03,117.12,0.9959,8.277,1.5625,
2002-09-04,118.01,0.9923,8.2771,1.5642,
2002-09-05,118.34,0.9911,8.2772,1.566,
2002-09-06,118.48,0.9843,8.277,1.5597,
2002-09-09,118.85,0.9817,8.277,1.5585,
2002-09-10,119.78,0.9752,8.277,1.5544,
2002-09-11,120.64,0.9724,8.277,1.5492,
2002-09-12,120.68,0.9761,8.2768,1.5549,
2002-09-13,121.5,0.9743,8.2768,1.5585,
2002-09-16,122.17,0.9723,8.2768,1.544,
2002-09-17,122.64,0.9685,8.2769,1.5343,
2002-09-18,121.49,0.9789,8.277,1.5525,
2002-09-19,121.48,0.9817,8.277,1.5545,
2002-09-20,123.16,0.9839,8.2769,1.5558,
2002-09-23,123.93,0.9822,8.2771,1.5575,
2002-09-24,123.38,0.9815,8.2771,1.5565,
2002-09-25,122.72,0.9797,8.2769,1.5625,
2002-09-26,122.59,0.9755,8.2772,1.5563,
2002-09-27,122.86,0.9772,8.2773,1.5548,
2002-09-30,121.74,0.9879,8.2774,1.57,
2002-10-01,122.73,0.9859,8.2774,1.5708,
2002-10-02,123.21,0.9842,8.2774,1.5655,
2002-10-03,123.04,0.9871,8.2774,1.5704,
2002-10-04,123.02,0.9821,8.2774,1.569,
2002-10-07,124.44,0.9816,8.2774,1.5643,
2002-10-08,124.26,0.9796,8.2774,1.5569,
2002-10-09,123.55,0.9868,8.2772,1.5595,
2002-10-10,123.64,0.9861,8.2771,1.5625,
2002-10-11,124.04,0.9854,8.277,1.5605,
2002-10-14,,,,,
2002-10-15,124.66,0.981,8.2768,1.5542,
2002-10-16,124.3,0.9824,8.2768,1.5543,
2002-10-17,124.8,0.9718,8.2768,1.5525,
2002-10-18,125.52,0.9708,8.2768,1.5461,
2002-10-21,124.71,0.9732,8.2769,1.5418,
2002-10-22,125.09,0.9782,8.2771,1.5463,
2002-10-23,124.17,0.9772,8.277,1.5499,
2002-10-24,124.77,0.9742,8.2771,1.5478,
2002-10-25,124.14,0.9767,8.2773,1.5533,
2002-10-28,123.64,0.9843,8.2774,1.5602,
2002-10-29,122.55,0.9851,8.2773,1.5585,
2002-10-30,122.91,0.9835,8.2772,1.5568,
2002-10-31,122.78,0.9881,8.2771,1.563,
2002-11-01,122.16,0.9971,8.2772,1.5638,
2002-11-04,122.46,0.9953,8.2774,1.5545,
2002-11-05,121.84,0.9994,8.2771,1.5625,
2002-11-06,122.22,0.9974,8.2771,1.559,
2002-11-07,121.26,1.0092,8.2771,1.5796,
2002-11-08,119.72,1.0139,8.2771,1.5915,
2002-11-11,,,,,
2002-11-12,119.57,1.0105,8.2771,1.5879,
2002-11-13,120.28,1.006,8.2771,1.585,
2002-11-14,120.45,1.0034,8.2771,1.5788,
2002-11-15,120.37,1.0082,8.2771,1.579,
2002-11-18,121.15,1.0083,8.2771,1.579,
2002-11-19,121.65,1.0107,8.2771,1.588,
2002-11-20,122.52,1.0024,8.2771,1.575,
2002-11-21,122.92,0.9984,8.2771,1.5753,
2002-11-22,122.84,0.9966,8.2774,1.5778,
2002-11-25,122.32,0.9937,8.2774,1.5667,
2002-11-26,121.89,0.9913,8.2771,1.5485,
2002-11-27,122.21,0.9895,8.2772,1.544,
2002-11-28,,,,,
2002-11-29,122.72,0.9932,8.2773,1.5553,
2002-12-02,124.61,0.9927,8.2773,1.5555,
2002-12-03,124.42,0.9968,8.2772,1.5687,
2002-12-04,124.84,0.9999,8.2773,1.5682,
2002-12-05,124.99,0.9989,8.2771,1.5708,
2002-12-06,123.69,1.0081,8.2773,1.573,
2002-12-09,123.36,1.0088,8.2776,1.5785,
2002-12-10,123.66,1.0073,8.2771,1.5699,
2002-12-11,123.46,1.0083,8.2773,1.5744,
2002-12-12,122.75,1.0189,8.2773,1.58,
2002-12-13,120.71,1.0226,8.2771,1.5896,
2002-12-16,121.28,1.021,8.2773,1.5905,
2002-12-17,121.27,1.0267,8.2776,1.5963,
2002-12-18,121.12,1.0254,8.2774,1.6,
2002-12-19,120.86,1.0217,8.28,1.5986,
2002-12-20,120.52,1.0268,8.28,1.6015,
2002-12-23,120.77,1.0217,8.2775,1.587,
2002-12-24,120.27,1.0305,8.2776,1.5958,
2002-12-25,,,,,
2002-12-26,120.12,1.0358,8.2773,1.5978,
2002-12-27,119.92,1.0411,8.2773,1.6022,
2002-12-30,118.38,1.046,8.2773,1.6044,
2002-12-31,118.75,1.0485,8.28,1.6095,
2003-01-01,,,,,
2003-01-02,119.86,1.0361,8.28,1.5975,
2003-01-03,119.85,1.0418,8.2768,1.6045,
2003-01-06,119.06,1.0469,8.28,1.608,
2003-01-07,120.18,1.0419,8.2767,1.6055,
2003-01-08,119.35,1.0447,8.2766,1.6063,
2003-01-09,119.57,1.0467,8.2766,1.6035,
2003-01-10,119.44,1.0535,8.2767,1.6079,
2003-01-13,119.03,1.0535,8.2768,1.603,
2003-01-14,117.96,1.0571,8.28,1.607,
2003-01-15,117.91,1.0576,8.277,1.6029,
2003-01-16,118.02,1.0569,8.2771,1.6073,
2003-01-17,117.88,1.066,8.2771,1.6173,
2003-01-20,,,,,
2003-01-21,118.57,1.0677,8.2771,1.6123,
2003-01-22,118.15,1.0729,8.2771,1.6162,
2003-01-23,117.83,1.0767,8.2771,1.6233,
2003-01-24,117.8,1.0825,8.2768,1.632,
2003-01-27,118.64,1.0838,8.2768,1.6351,
2003-01-28,118.67,1.0833,8.2767,1.64,
2003-01-29,118.13,1.0861,8.2768,1.6457,
2003-01-30,119.22,1.0776,8.28,1.6482,
2003-01-31,119.96,1.0739,8.2768,1.6448,
2003-02-03,120.47,1.0761,8.2768,1.6405,
2003-02-04,119.75,1.0875,8.28,1.648,
2003-02-05,119.78,1.0842,8.28,1.6455,
2003-02-06,119.93,1.0828,8.28,1.6354,
2003-02-07,120.4,1.0801,8.28,1.6284,
2003-02-10,121.25,1.074,8.2773,1.6275,
2003-02-11,121.19,1.0747,8.2775,1.6193,
2003-02-12,121.3,1.0716,8.2778,1.6155,
2003-02-13,120.49,1.0834,8.2773,1.6209,
2003-02-14,120.41,1.0799,8.2773,1.6105,
2003-02-17,,,,,
2003-02-18,118.93,1.0708,8.2772,1.5921,
2003-02-19,118.65,1.0744,8.2775,1.5957,
2003-02-20,118.18,1.0821,8.2776,1.5925,
2003-02-21,118.78,1.0787,8.2776,1.5864,
2003-02-24,117.78,1.0783,8.2777,1.586,
2003-02-25,117.14,1.0782,8.2778,1.5727,
2003-02-26,117.19,1.0797,8.2774,1.5806,
2003-02-27,117.58,1.0763,8.2775,1.5798,
2003-02-28,118.22,1.0779,8.2775,1.5737,
2003-03-03,117.93,1.0835,8.2775,1.5755,
2003-03-04,117.96,1.0883,8.2774,1.582,
2003-03-05,117.32,1.0967,8.2775,1.6003,
2003-03-06,117.22,1.0997,8.2776,1.6049,
2003-03-07,116.47,1.1014,8.2774,1.602,
