,DEXJPUS,DEXUSAL,DEXUSEU,DEXCHUS,DEXUSUK,DEXCAUS,DEXMXUS,DEXSZUS,DTWEXBGS
1999-01-01,,,,,,,,,
1999-01-04,112.15,0.6182,1.1812,8.2793,1.6581,1.5268,9.831,1.3666,
1999-01-05,111.15,0.6217,1.176,8.2795,1.6566,1.5213,9.796,1.3694,
1999-01-06,112.78,0.6285,1.1636,8.2795,1.6547,1.511,9.78,1.3852,
1999-01-07,111.69,0.634,1.1672,8.2798,1.6495,1.5117,9.83,1.3863,
1999-01-08,111.52,0.6326,1.1554,8.2796,1.6405,1.5145,9.8105,1.397,
1999-01-11,108.83,0.6395,1.1534,8.2797,1.6375,1.5072,9.956,1.3963,
1999-01-12,112.07,0.6401,1.1548,8.2795,1.6308,1.5095,10.1,1.389,
1999-01-13,113.46,0.631,1.1698,8.2794,1.6493,1.53,10.6,1.3585,
1999-01-14,113.25,0.6315,1.1689,8.279,1.653,1.5285,10.53,1.3618,
1999-01-15,114.19,0.634,1.1591,8.279,1.65,1.529,10.29,1.3785,
1999-01-18,,,,,,,,,
1999-01-19,113.76,0.6385,1.161,8.2787,1.655,1.5302,10.27,1.3752,
1999-01-20,113.45,0.6398,1.1575,8.2791,1.6467,1.5226,10.195,1.3902,
1999-01-21,113.75,0.6396,1.1577,8.2789,1.6516,1.5155,10.29,1.3855,
1999-01-22,114.65,0.6348,1.1582,8.2787,1.656,1.519,10.2025,1.3829,
1999-01-25,113.8,0.6309,1.1566,8.2784,1.6563,1.5153,10.23,1.3823,
1999-01-26,114.03,0.6305,1.1577,8.278,1.6585,1.52,10.22,1.387,
1999-01-27,115.62,0.6273,1.1481,8.2778,1.6485,1.5215,10.17,1.4012,
1999-01-28,116.36,0.6258,1.1395,8.2778,1.647,1.5263,10.1775,1.4165,
1999-01-29,116.0,0.6297,1.1371,8.2778,1.6457,1.5095,10.152,1.4168,
1999-02-01,115.09,0.6336,1.1303,8.2775,1.641,1.5085,10.12,1.4232,
1999-02-02,112.12,0.6401,1.1328,8.2775,1.643,1.5124,10.095,1.4111,
1999-02-03,112.46,0.6415,1.1339,8.2776,1.6375,1.5135,10.125,1.4135,
1999-02-04,112.03,0.649,1.1306,8.2776,1.6395,1.493,10.115,1.417,
1999-02-05,113.14,0.6517,1.1283,8.2776,1.637,1.488,10.09,1.4173,
1999-02-08,114.38,0.652,1.1296,8.2776,1.638,1.4875,10.0925,1.4175,
1999-02-09,114.42,0.6468,1.13,8.2776,1.6355,1.4935,10.08,1.4183,
1999-02-10,114.45,0.6453,1.1331,8.2776,1.629,1.4943,10.063,1.4083,
1999-02-11,114.7,0.6495,1.1303,8.2776,1.6244,1.4889,10.002,1.4154,
1999-02-12,114.32,0.6463,1.1282,8.2776,1.6311,1.4925,9.95,1.4157,
1999-02-15,,,,,,,,,
1999-02-16,118.08,0.638,1.1189,8.2787,1.6317,1.5,9.9225,1.429,
1999-02-17,119.03,0.6336,1.123,8.2787,1.6338,1.4995,9.884,1.4247,
1999-02-18,119.82,0.635,1.1223,8.2787,1.6338,1.4873,9.885,1.425,
1999-02-19,121.0,0.6375,1.1075,8.2787,1.6255,1.4905,9.935,1.4462,
1999-02-22,120.35,0.64,1.1037,8.2787,1.6238,1.4972,9.93,1.4483,
1999-02-23,121.45,0.6392,1.0993,8.2787,1.6138,1.4975,9.95,1.4495,
1999-02-24,121.9,0.6315,1.0972,8.2787,1.598,1.499,9.938,1.452,
1999-02-25,119.26,0.6272,1.1068,8.2789,1.606,1.505,9.995,1.4345,
1999-02-26,118.7,0.6205,1.0995,8.279,1.6027,1.509,9.9365,1.4495,
1999-03-01,119.79,0.6179,1.0891,8.2792,1.6058,1.524,9.915,1.462,
1999-03-02,120.47,0.6205,1.0931,8.2789,1.6135,1.52,9.951,1.4582,
1999-03-03,121.68,0.623,1.0888,8.2789,1.6134,1.5268,9.965,1.461,
1999-03-04,123.5,0.6242,1.0824,8.2783,1.6065,1.5255,9.935,1.47,
1999-03-05,122.57,0.6285,1.0843,8.2784,1.6073,1.5167,9.876,1.4686,
1999-03-08,121.73,0.6305,1.0899,8.2786,1.6085,1.5145,9.838,1.4612,
1999-03-09,121.4,0.6357,1.0873,8.2791,1.6148,1.5169,9.7945,1.4675,
1999-03-10,119.84,0.635,1.0961,8.2788,1.6267,1.524,9.8,1.4566,
1999-03-11,119.57,0.6365,1.0932,8.2789,1.627,1.522,9.75,1.4685,
1999-03-12,118.99,0.636,1.0936,8.2789,1.6335,1.5235,9.77,1.4608,
1999-03-15,117.7,0.6315,1.093,8.2789,1.6223,1.5286,9.69,1.466,
1999-03-16,117.74,0.626,1.0915,8.2789,1.624,1.5285,9.68,1.4665,
1999-03-17,118.15,0.6273,1.1015,8.2788,1.6302,1.5222,9.683,1.4483,
1999-03-18,117.53,0.6301,1.099,8.2788,1.629,1.5186,9.64,1.4534,
1999-03-19,117.05,0.6304,1.0923,8.2793,1.6303,1.5158,9.675,1.462,
1999-03-22,118.14,0.6336,1.0915,8.2792,1.628,1.5078,9.715,1.464,
1999-03-23,118.02,0.6382,1.0918,8.2795,1.6372,1.5065,9.67,1.4586,
1999-03-24,117.35,0.6394,1.0921,8.2796,1.641,1.504,9.6875,1.4575,
1999-03-25,118.05,0.6363,1.0871,8.2798,1.6314,1.5105,9.645,1.4681,
1999-03-26,120.3,0.6352,1.0743,8.28,1.6205,1.5135,9.59,1.4845,
1999-03-29,119.78,0.6323,1.0716,8.2797,1.614,1.5125,9.514,1.4877,
1999-03-30,120.1,0.627,1.0732,8.28,1.6115,1.5125,9.54,1.489,
1999-03-31,118.43,0.634,1.0808,8.28,1.614,1.5092,9.521,1.4775,
1999-04-01,120.19,0.6354,1.0782,8.2796,1.6063,1.5023,9.5175,1.481,
1999-04-02,120.6,0.6345,1.0782,8.2794,1.6023,1.4968,9.51,1.481,
1999-04-05,122.0,0.6315,1.0706,8.2795,1.6015,1.4972,9.475,1.4912,
1999-04-06,120.74,0.628,1.0838,8.2797,1.592,1.5035,9.495,1.4725,
1999-04-07,121.34,0.6272,1.0784,8.2797,1.5975,1.5005,9.498,1.4807,
1999-04-08,120.85,0.6244,1.0835,8.2799,1.6083,1.4985,9.49,1.4724,
1999-04-09,121.09,0.6296,1.0786,8.2797,1.6068,1.5023,9.587,1.4832,
1999-04-12,120.14,0.6343,1.0842,8.2797,1.6127,1.4945,9.56,1.4795,
1999-04-13,120.04,0.6365,1.078,8.2797,1.6135,1.4898,9.51,1.49,
1999-04-14,118.89,0.6378,1.0779,8.2794,1.6124,1.4929,9.51,1.4879,
1999-04-15,119.04,0.6359,1.0717,8.2789,1.6103,1.4908,9.54,1.4973,
1999-04-16,117.86,0.6466,1.0688,8.2787,1.6112,1.4865,9.53,1.4993,
1999-04-19,117.99,0.6518,1.0608,8.2787,1.6075,1.4833,9.378,1.5097,
1999-04-20,118.18,0.6475,1.063,8.2783,1.6135,1.492,9.415,1.5065,
1999-04-21,119.76,0.6469,1.0612,8.2783,1.6074,1.4895,9.3695,1.508,
1999-04-22,119.84,0.6507,1.0598,8.2783,1.6117,1.481,9.338,1.5095,
1999-04-23,119.26,0.6516,1.0634,8.2784,1.617,1.477,9.29,1.5071,
1999-04-26,119.13,0.6488,1.059,8.2793,1.6113,1.4792,9.315,1.5132,
1999-04-27,120.23,0.6505,1.0649,8.2794,1.6177,1.4788,9.3333,1.5085,
1999-04-28,119.13,0.6539,1.0616,8.2791,1.6148,1.477,9.3,1.5137,
1999-04-29,119.26,0.6583,1.0591,8.2794,1.6105,1.467,9.266,1.519,
1999-04-30,119.43,0.662,1.0564,8.279,1.6085,1.4578,9.2425,1.5257,
1999-05-03,120.14,0.664,1.0571,8.279,1.6083,1.4512,9.263,1.5252,
1999-05-04,120.94,0.6625,1.0593,8.2789,1.621,1.454,9.277,1.517,
1999-05-05,120.91,0.6614,1.0724,8.2789,1.6337,1.4558,9.3275,1.4975,
1999-05-06,120.77,0.669,1.0779,8.2786,1.6377,1.4555,9.3375,1.492,
1999-05-07,120.78,0.6709,1.0781,8.2783,1.635,1.4585,9.347,1.491,
1999-05-10,120.68,0.6688,1.0787,8.2787,1.63,1.4605,9.2985,1.4895,
1999-05-11,120.96,0.6712,1.072,8.2782,1.6215,1.4538,9.2555,1.4998,
1999-05-12,120.86,0.667,1.0666,8.2783,1.6193,1.4608,9.324,1.5025,
1999-05-13,121.67,0.6679,1.0626,8.2778,1.619,1.4598,9.2675,1.508,
1999-05-14,122.64,0.6648,1.065,8.2784,1.6175,1.4635,9.3675,1.5058,
1999-05-17,123.27,0.6662,1.0672,8.2785,1.6193,1.4605,9.3625,1.5013,
1999-05-18,123.24,0.6705,1.0672,8.279,1.6203,1.4607,9.3,1.503,
1999-05-19,124.45,0.6633,1.0641,8.2783,1.6175,1.4661,9.312,1.505,
1999-05-20,124.15,0.661,1.063,8.278,1.6122,1.4658,9.34,1.5083,
1999-05-21,123.9,0.6595,1.0577,8.278,1.602,1.4595,9.37,1.5175,
1999-05-24,123.57,0.6595,1.0593,8.2785,1.5978,1.4559,9.4,1.5115,
1999-05-25,122.88,0.658,1.0587,8.2789,1.6021,1.4603,9.5475,1.505,
1999-05-26,122.03,0.6492,1.0471,8.279,1.5963,1.472,9.665,1.522,
1999-05-27,121.27,0.6485,1.0439,8.2788,1.5957,1.4755,9.755,1.5265,
1999-05-28,120.88,0.6528,1.0422,8.2786,1.602,1.4725,9.7925,1.528,
1999-05-31,,,,,,,,,
1999-06-01,120.75,0.6415,1.0449,8.2781,1.615,1.483,9.81,1.523,
1999-06-02,121.14,0.6445,1.0357,8.2787,1.6075,1.4805,9.775,1.5365,
1999-06-03,121.5,0.6477,1.0355,8.2784,1.6055,1.4768,9.6575,1.5375,
1999-06-04,121.99,0.6555,1.0327,8.2781,1.6074,1.4696,9.615,1.5385,
1999-06-07,121.31,0.6583,1.0296,8.2781,1.601,1.4735,9.4975,1.5425,
1999-06-08,119.88,0.6586,1.0438,8.2779,1.605,1.47,9.5,1.525,
1999-06-09,119.2,0.6585,1.045,8.2778,1.6001,1.4723,9.565,1.525,
1999-06-10,118.85,0.6625,1.0477,8.2777,1.6002,1.462,9.6,1.524,
1999-06-11,118.14,0.6643,1.0516,8.2777,1.6085,1.46,9.545,1.5195,
1999-06-14,120.4,0.663,1.0416,8.2776,1.6075,1.4608,9.5825,1.53,
1999-06-15,120.63,0.658,1.042,8.2781,1.595,1.4653,9.5155,1.5315,
1999-06-16,120.03,0.6565,1.0298,8.2776,1.5862,1.4585,9.4625,1.5492,
1999-06-17,119.47,0.6575,1.0329,8.2775,1.5925,1.461,9.379,1.5455,
1999-06-18,120.48,0.6533,1.0368,8.2774,1.5924,1.4645,9.365,1.5412,
1999-06-21,122.28,0.6508,1.0323,8.2778,1.589,1.4727,9.3925,1.5458,
1999-06-22,121.68,0.6535,1.0323,8.2781,1.5895,1.4705,9.358,1.5455,
1999-06-23,122.05,0.6568,1.0316,8.2784,1.5787,1.4735,9.395,1.5478,
1999-06-24,121.83,0.6582,1.0372,8.2779,1.5833,1.471,9.47,1.5395,
1999-06-25,121.28,0.6618,1.0448,8.2775,1.5893,1.4642,9.493,1.529,
1999-06-28,121.3,0.658,1.0373,8.278,1.5822,1.4695,9.483,1.5416,
1999-06-29,120.81,0.658,1.0337,8.2786,1.5781,1.476,9.4175,1.5495,
1999-06-30,120.94,0.6611,1.031,8.2787,1.5765,1.4735,9.443,1.5555,
1999-07-01,120.99,0.6665,1.0236,8.2786,1.5765,1.4693,9.3775,1.569,
1999-07-02,121.13,0.6703,1.0244,8.2785,1.5792,1.4645,9.36,1.5678,
1999-07-05,,,,,,,,,
1999-07-06,121.94,0.6657,1.0249,8.2782,1.5688,1.4685,9.325,1.565,
1999-07-07,122.19,0.664,1.0224,8.2783,1.5602,1.47,9.364,1.569,
1999-07-08,122.57,0.6655,1.0198,8.2781,1.5577,1.4698,9.335,1.5731,
1999-07-09,122.37,0.6645,1.0186,8.2777,1.5515,1.4735,9.367,1.5775,
1999-07-12,122.22,0.662,1.0139,8.2776,1.5558,1.4812,9.455,1.5828,
1999-07-13,121.38,0.6593,1.0176,8.2775,1.5566,1.4828,9.455,1.5777,
1999-07-14,120.58,0.6592,1.0215,8.2778,1.5635,1.4811,9.335,1.5717,
1999-07-15,120.49,0.6626,1.022,8.2775,1.5665,1.4826,9.345,1.571,
1999-07-16,120.98,0.6602,1.0203,8.2773,1.5622,1.482,9.358,1.5745,
1999-07-19,119.18,0.6515,1.0203,8.2773,1.563,1.4918,9.3025,1.5738,
1999-07-20,118.94,0.6483,1.042,8.2777,1.57,1.4915,9.299,1.5405,
1999-07-21,118.25,0.6475,1.0526,8.2773,1.5766,1.5011,9.345,1.5267,
1999-07-22,117.27,0.6466,1.0509,8.2773,1.5835,1.5025,9.3825,1.5285,
1999-07-23,116.51,0.648,1.0497,8.2772,1.578,1.5076,9.388,1.5294,
1999-07-26,116.66,0.6473,1.0651,8.277,1.5905,1.5102,9.412,1.5069,
1999-07-27,116.23,0.6443,1.0627,8.277,1.5895,1.5135,9.3675,1.5065,
1999-07-28,116.17,0.6442,1.0644,8.277,1.5935,1.511,9.38,1.502,
1999-07-29,115.19,0.6495,1.0719,8.2773,1.613,1.5085,9.415,1.49,
1999-07-30,114.7,0.6522,1.0694,8.2774,1.6207,1.507,9.4,1.4925,
1999-08-02,114.51,0.65,1.0661,8.277,1.6145,1.5079,9.4,1.4995,
1999-08-03,115.1,0.6535,1.068,8.2773,1.6185,1.4948,9.455,1.4975,
1999-08-04,114.2,0.6585,1.0766,8.2774,1.62,1.4898,9.4425,1.4862,
1999-08-05,113.98,0.6545,1.0793,8.2774,1.6198,1.4947,9.49,1.4805,
1999-08-06,114.6,0.6531,1.077,8.2773,1.6147,1.5035,9.495,1.4863,
1999-08-09,115.37,0.65,1.0694,8.2774,1.6,1.5026,9.484,1.4972,
1999-08-10,114.44,0.6512,1.0752,8.2772,1.618,1.5,9.515,1.4895,
1999-08-11,115.1,0.6485,1.066,8.2772,1.6107,1.4908,9.421,1.5024,
1999-08-12,115.76,0.6495,1.0636,8.2771,1.609,1.4853,9.354,1.506,
1999-08-13,115.66,0.6517,1.0568,8.277,1.6057,1.478,9.3875,1.5157,
1999-08-16,114.83,0.6497,1.0557,8.2774,1.6011,1.4815,9.36,1.5173,
1999-08-17,114.18,0.6485,1.0525,8.277,1.6036,1.4794,9.339,1.5215,
1999-08-18,112.3,0.6468,1.0505,8.2772,1.6004,1.4832,9.324,1.523,
1999-08-19,111.14,0.6365,1.0643,8.2774,1.618,1.494,9.385,1.5025,
1999-08-20,111.44,0.6393,1.0654,8.2774,1.6133,1.4942,9.4,1.4988,
1999-08-23,111.73,0.6359,1.0553,8.2772,1.6076,1.4955,9.344,1.5145,
1999-08-24,111.53,0.637,1.0506,8.2775,1.5946,1.4955,9.3175,1.5242,
1999-08-25,111.18,0.6334,1.0461,8.2773,1.5865,1.496,9.31,1.5315,
1999-08-26,111.83,0.63,1.0441,8.2773,1.5876,1.5026,9.337,1.5339,
1999-08-27,111.68,0.632,1.046,8.2773,1.5885,1.492,9.39,1.5303,
1999-08-30,111.13,0.6326,1.0445,8.2771,1.5875,1.4925,9.41,1.5332,
1999-08-31,109.3,0.638,1.0581,8.277,1.6086,1.4965,9.393,1.513,
1999-09-01,109.35,0.639,1.0582,8.2771,1.6023,1.4858,9.336,1.5135,
1999-09-02,109.24,0.6447,1.0689,8.2773,1.6091,1.495,9.376,1.4938,
1999-09-03,110.09,0.6467,1.0605,8.2775,1.6028,1.4909,9.344,1.5073,
1999-09-06,,,,,,,,,
1999-09-07,110.92,0.6465,1.0581,8.2776,1.6057,1.4937,9.355,1.5108,
1999-09-08,110.99,0.6486,1.059,8.2776,1.6185,1.487,9.35,1.5103,
1999-09-09,108.0,0.652,1.0543,8.2774,1.6332,1.48,9.346,1.5172,
1999-09-10,109.0,0.652,1.0402,8.2774,1.6183,1.4747,9.3175,1.544,
1999-09-13,106.19,0.6573,1.04,8.2772,1.609,1.4703,9.323,1.5425,
1999-09-14,105.33,0.6545,1.0408,8.2775,1.6085,1.4745,9.335,1.5408,
1999-09-15,103.78,0.6487,1.0385,8.2773,1.611,1.4754,9.305,1.5455,
1999-09-16,105.1,0.6462,1.0418,8.2771,1.625,1.478,9.43,1.5384,
1999-09-17,106.94,0.6481,1.0399,8.2773,1.6222,1.4742,9.38,1.5441,
1999-09-20,106.42,0.6414,1.0408,8.2775,1.623,1.4785,9.326,1.5435,
1999-09-21,104.85,0.647,1.046,8.2775,1.631,1.4725,9.2975,1.5328,
1999-09-22,104.03,0.6513,1.05,8.2777,1.6363,1.4685,9.288,1.5267,
1999-09-23,104.18,0.6482,1.0415,8.2776,1.6375,1.4754,9.3075,1.5393,
1999-09-24,104.14,0.6525,1.0466,8.2775,1.6428,1.4739,9.3625,1.53,
1999-09-27,106.07,0.6525,1.0431,8.2775,1.6455,1.4713,9.317,1.5361,
1999-09-28,106.14,0.6555,1.0509,8.2775,1.6485,1.4645,9.359,1.524,
1999-09-29,106.8,0.653,1.0613,8.2775,1.6425,1.4645,9.36,1.5075,
1999-09-30,106.82,0.6528,1.0643,8.2778,1.6457,1.4695,9.352,1.5022,
1999-10-01,105.08,0.654,1.0718,8.2778,1.655,1.4725,9.405,1.4867,
1999-10-04,106.35,0.6607,1.0703,8.2778,1.6555,1.4705,9.451,1.4878,
1999-10-05,106.96,0.6633,1.0693,8.277,1.6525,1.4695,9.476,1.4894,
1999-10-06,107.54,0.6605,1.0704,8.2778,1.656,1.4695,9.43,1.4875,
1999-10-07,107.67,0.6602,1.0721,8.2778,1.652,1.4725,9.464,1.486,
1999-10-08,107.38,0.654,1.063,8.278,1.652,1.4739,9.4775,1.5,
1999-10-11,,,,,,,,,
1999-10-12,106.28,0.6555,1.0737,8.2772,1.6535,1.4748,9.4685,1.4832,
1999-10-13,107.45,0.649,1.0758,8.2777,1.6532,1.4815,9.52,1.479,
1999-10-14,106.96,0.65,1.0799,8.2774,1.6575,1.4822,9.645,1.4735,
1999-10-15,105.43,0.6475,1.0887,8.2775,1.6684,1.4853,9.72,1.4592,
1999-10-18,104.93,0.644,1.0863,8.2774,1.672,1.4952,9.7325,1.462,
1999-10-19,105.5,0.6486,1.0833,8.2773,1.6708,1.491,9.673,1.4681,
1999-10-20,106.16,0.6463,1.0765,8.2774,1.6643,1.4905,9.615,1.479,
1999-10-21,105.96,0.647,1.0808,8.2772,1.6765,1.486,9.6475,1.473,
1999-10-22,105.81,0.6503,1.0678,8.2773,1.6584,1.4759,9.5975,1.4975,
1999-10-25,105.35,0.6508,1.0666,8.277,1.6631,1.4748,9.644,1.4992,
1999-10-26,104.83,0.6503,1.0578,8.2773,1.6525,1.4715,9.628,1.5135,
1999-10-27,104.24,0.6436,1.0532,8.2775,1.6477,1.4709,9.652,1.52,
1999-10-28,105.13,0.6457,1.0519,8.2776,1.64,1.4722,9.64,1.5238,
1999-10-29,104.29,0.6376,1.0518,8.2778,1.6425,1.472,9.618,1.5243,
1999-11-01,104.19,0.6382,1.0494,8.2779,1.6404,1.4684,9.624,1.5291,
1999-11-02,104.15,0.6405,1.0506,8.2781,1.6445,1.469,9.5805,1.5305,
1999-11-03,105.0,0.6437,1.0485,8.2781,1.644,1.4688,9.548,1.5344,
1999-11-04,104.48,0.6383,1.044,8.278,1.6375,1.465,9.481,1.5436,
1999-11-05,106.33,0.6385,1.04,8.2779,1.6205,1.463,9.457,1.5513,
1999-11-08,105.77,0.6365,1.0363,8.2779,1.615,1.4683,9.462,1.5535,
1999-11-09,104.86,0.6375,1.0401,8.278,1.621,1.4735,9.427,1.5465,
1999-11-10,104.58,0.6402,1.0436,8.2781,1.625,1.4708,9.409,1.5398,
1999-11-11,,,,,,,,,
1999-11-12,105.34,0.6431,1.0315,8.278,1.6131,1.462,9.385,1.5575,
1999-11-15,104.88,0.6467,1.0315,8.2781,1.623,1.465,9.365,1.556,
1999-11-16,105.83,0.6417,1.0312,8.2781,1.6164,1.4698,9.404,1.5542,
1999-11-17,105.47,0.6394,1.0403,8.2781,1.6231,1.4675,9.3525,1.5411,
1999-11-18,105.85,0.6395,1.0297,8.2784,1.615,1.4635,9.348,1.5564,
1999-11-19,106.13,0.639,1.0313,8.2785,1.616,1.4628,9.328,1.5543,
1999-11-22,104.87,0.6376,1.0327,8.2785,1.6205,1.462,9.3205,1.551,
1999-11-23,104.2,0.6356,1.0261,8.2784,1.6236,1.465,9.336,1.559,
1999-11-24,104.62,0.6323,1.0176,8.2785,1.609,1.4685,9.32,1.5721,
1999-11-25,,,,,,,,,
1999-11-26,102.19,0.6345,1.0137,8.2785,1.6062,1.4685,9.361,1.5795,
1999-11-29,102.43,0.6368,1.01,8.2785,1.6024,1.4752,9.39,1.5878,
1999-11-30,101.8,0.6371,1.0077,8.2789,1.5935,1.472,9.424,1.5893,
1999-12-01,102.37,0.6354,1.0059,8.2789,1.596,1.475,9.47,1.592,
1999-12-02,102.69,0.633,1.0023,8.2788,1.5972,1.4795,9.5225,1.595,
1999-12-03,102.55,0.6332,1.0016,8.2787,1.6015,1.4793,9.48,1.5925,
1999-12-06,103.1,0.6348,1.0252,8.279,1.623,1.4742,9.4615,1.5608,
1999-12-07,102.39,0.6362,1.0222,8.279,1.6233,1.475,9.45,1.5645,
1999-12-08,102.97,0.638,1.0263,8.2795,1.6255,1.4794,9.477,1.56,
1999-12-09,102.57,0.6396,1.0161,8.2795,1.623,1.4745,9.4285,1.5741,
1999-12-10,102.4,0.6365,1.0158,8.2795,1.6225,1.4787,9.416,1.5745,
1999-12-13,103.26,0.633,1.012,8.2795,1.6232,1.4796,9.412,1.5834,
1999-12-14,103.47,0.6352,1.0067,8.2794,1.611,1.4823,9.4125,1.5895,
1999-12-15,103.54,0.6357,1.0066,8.2794,1.6085,1.4837,9.374,1.5903,
1999-12-16,103.04,0.6425,1.0169,8.2794,1.6123,1.4785,9.363,1.5758,
1999-12-17,103.27,0.6426,1.0088,8.2794,1.607,1.4778,9.33,1.5888,
1999-12-20,102.72,0.6416,1.0066,8.2794,1.6035,1.48,9.3335,1.59,
1999-12-21,102.06,0.6433,1.0093,8.2796,1.6103,1.4796,9.32,1.5847,
1999-12-22,101.53,0.6436,1.008,8.2796,1.606,1.4769,9.308,1.5863,
1999-12-23,101.73,0.6453,1.0162,8.2795,1.6161,1.4735,9.376,1.577,
1999-12-24,102.95,0.6427,1.0128,8.2794,1.6154,1.4685,9.4175,1.5855,
1999-12-27,102.1,0.6448,1.0136,8.2796,1.6173,1.4623,9.4575,1.5835,
1999-12-28,102.19,0.645,1.0068,8.2797,1.6165,1.4545,9.506,1.594,
1999-12-29,102.05,0.6503,1.0045,8.2793,1.6168,1.4507,9.533,1.5977,
1999-12-30,102.33,0.6539,1.0024,8.2795,1.613,1.4533,9.495,1.6015,
1999-12-31,102.16,0.656,1.007,8.2795,1.615,1.444,9.48,1.593,
2000-01-03,101.7,0.6591,1.0155,8.2798,1.627,1.4465,9.4015,1.5808,
2000-01-04,103.09,0.6562,1.0309,8.2799,1.637,1.4518,9.457,1.5565,
2000-01-05,103.77,0.655,1.0335,8.2798,1.6415,1.4518,9.535,1.5526,
2000-01-06,105.19,0.654,1.0324,8.2797,1.6475,1.4571,9.567,1.554,
2000-01-07,105.17,0.6548,1.0294,8.2794,1.6384,1.4505,9.52,1.5623,
2000-01-10,105.28,0.6561,1.0252,8.2794,1.6374,1.4568,9.445,1.5704,
2000-01-11,106.09,0.6575,1.0322,8.2795,1.648,1.457,9.4825,1.5605,
2000-01-12,105.76,0.6578,1.0281,8.2796,1.6465,1.455,9.515,1.566,
2000-01-13,106.09,0.6687,1.027,8.2798,1.6482,1.4495,9.51,1.5707,
2000-01-14,105.86,0.6665,1.0128,8.2797,1.6353,1.4497,9.455,1.5945,
2000-01-17,,,,,,,,,
2000-01-18,105.49,0.664,1.0121,8.2793,1.638,1.4502,9.441,1.5942,
2000-01-19,105.39,0.6634,1.0115,8.2797,1.6438,1.4527,9.418,1.5965,
2000-01-20,105.45,0.6666,1.0133,8.2794,1.6538,1.4484,9.408,1.5915,
2000-01-21,104.96,0.6621,1.01,8.2795,1.6504,1.442,9.447,1.5973,
2000-01-24,105.52,0.6544,1.0019,8.2789,1.652,1.44,9.485,1.609,
2000-01-25,105.87,0.6542,1.0041,8.2786,1.6482,1.4389,9.525,1.6085,
2000-01-26,105.85,0.6505,1.0011,8.2782,1.6395,1.4379,9.5175,1.6102,
2000-01-27,104.91,0.655,0.989,8.2783,1.6363,1.435,9.52,1.6317,
2000-01-28,107.15,0.6265,0.9765,8.2781,1.621,1.4495,9.581,1.6485,
2000-01-31,107.33,0.6382,0.9757,8.2777,1.6182,1.4517,9.64,1.6495,
2000-02-01,107.67,0.6315,0.9731,8.2774,1.615,1.4468,9.597,1.654,
2000-02-02,108.4,0.636,0.9768,8.2773,1.606,1.4435,9.575,1.6502,
2000-02-03,107.92,0.6387,0.9887,8.2781,1.6025,1.4417,9.51,1.6255,
2000-02-04,107.54,0.6315,0.976,8.2788,1.5915,1.4467,9.481,1.647,
2000-02-07,108.75,0.6339,0.9783,8.2788,1.5917,1.4457,9.436,1.6426,
2000-02-08,109.59,0.6353,0.9862,8.2788,1.6105,1.4473,9.402,1.6301,
2000-02-09,109.11,0.6345,0.9914,8.2788,1.6115,1.4443,9.399,1.6232,
2000-02-10,108.74,0.632,0.9865,8.2788,1.6057,1.45,9.4365,1.628,
2000-02-11,108.99,0.6282,0.9847,8.2788,1.5923,1.4515,9.423,1.6305,
2000-02-14,108.65,0.6279,0.9783,8.2779,1.589,1.4547,9.393,1.6435,
2000-02-15,108.75,0.63,0.9834,8.2777,1.595,1.4585,9.3875,1.633,
2000-02-16,109.38,0.6301,0.9842,8.2777,1.604,1.452,9.3715,1.6302,
2000-02-17,110.27,0.632,0.9863,8.2772,1.605,1.4522,9.398,1.6274,
2000-02-18,110.88,0.6292,0.985,8.2772,1.5984,1.4512,9.354,1.6282,
2000-02-21,,,,,,,,,
2000-02-22,111.04,0.6257,1.006,8.2773,1.6165,1.4595,9.427,1.5983,
2000-02-23,111.11,0.6196,1.0017,8.278,1.6047,1.4651,9.413,1.6082,
2000-02-24,110.95,0.6144,0.9931,8.278,1.5981,1.4587,9.382,1.62,
2000-02-25,110.98,0.6175,0.9763,8.2786,1.5908,1.4505,9.378,1.6475,
2000-02-28,109.17,0.6116,0.9669,8.2786,1.5935,1.4538,9.4025,1.6615,
2000-02-29,109.88,0.6155,0.9643,8.2786,1.578,1.4505,9.3645,1.6665,
2000-03-01,107.1,0.6067,0.97,8.2786,1.5849,1.447,9.363,1.6568,
2000-03-02,107.37,0.6077,0.9619,8.2787,1.5765,1.4543,9.341,1.6714,
2000-03-03,107.8,0.6082,0.9618,8.2789,1.581,1.451,9.315,1.6712,
2000-03-06,107.74,0.6016,0.9603,8.2785,1.5732,1.4555,9.3175,1.675,
2000-03-07,106.2,0.6035,0.956,8.2784,1.5772,1.4527,9.285,1.681,
2000-03-08,106.89,0.6094,0.9576,8.2786,1.5855,1.4592,9.272,1.677,
2000-03-09,106.45,0.6155,0.9684,8.2787,1.5815,1.457,9.2925,1.6595,
2000-03-10,106.27,0.6136,0.9659,8.2785,1.5793,1.4575,9.3175,1.6661,
2000-03-13,105.32,0.6165,0.9648,8.2781,1.5782,1.4614,9.313,1.6702,
2000-03-14,104.85,0.614,0.9644,8.278,1.5725,1.4632,9.319,1.6715,
2000-03-15,105.58,0.6125,0.9696,8.2778,1.573,1.468,9.337,1.6618,
2000-03-16,105.63,0.6107,0.971,8.2777,1.5747,1.4724,9.325,1.6593,
2000-03-17,106.1,0.6067,0.9694,8.2785,1.5705,1.4728,9.322,1.662,
