,DEXJPUS,DEXUSAL,DEXUSEU,DEXCHUS,DEXUSUK,DEXCAUS,DEXMXUS,DEXSZUS,DTWEXBGS
2018-08-10,110.66,0.7298,1.1399,6.8458,1.2769,1.3126,18.938,0.9954,114.2992
2018-08-13,110.65,0.727,1.1396,6.888,1.2757,1.3138,19.2655,0.9934,114.8497
2018-08-14,110.92,0.724,1.1351,6.8809,1.2738,1.3107,19.004,0.993,114.6566
2018-08-15,110.62,0.7233,1.1332,6.933,1.2685,1.3155,19.2195,0.9942,115.1512
2018-08-16,110.89,0.7276,1.1388,6.8792,1.2722,1.3144,19.0085,0.9962,114.6403
2018-08-17,110.54,0.7282,1.141,6.874,1.2735,1.308,19.0605,0.9948,114.5327
2018-08-20,110.38,0.7308,1.1438,6.8546,1.2765,1.3085,19.0345,0.9943,114.3493
2018-08-21,110.48,0.7352,1.1534,6.8444,1.286,1.3048,18.868,0.9876,113.8595
2018-08-22,110.54,0.7352,1.1595,6.84,1.291,1.3014,18.816,0.9836,113.6622
2018-08-23,111.14,0.7264,1.1567,6.8748,1.283,1.3057,18.863,0.9848,114.0926
2018-08-24,111.22,0.7332,1.1625,6.803,1.2858,1.3022,18.818,0.9824,113.598
2018-08-27,111.09,0.7346,1.1676,6.8145,1.2891,1.2966,18.6615,0.9802,113.2717
2018-08-28,111.04,0.7352,1.172,6.8018,1.2886,1.2925,18.9225,0.9752,113.3441
2018-08-29,111.8,0.7292,1.1699,6.819,1.3006,1.2941,19.0415,0.9732,113.6458
2018-08-30,111.17,0.7262,1.1646,6.8415,1.2997,1.2991,19.1575,0.9709,114.0895
2018-08-31,110.98,0.7192,1.1596,6.83,1.2964,1.3072,19.2135,0.9698,114.275
2018-09-03,,,,,,,,,
2018-09-04,111.44,0.7174,1.1566,6.8427,1.2833,1.3182,19.3505,0.9753,114.858
2018-09-05,111.47,0.7189,1.162,6.827,1.2903,1.3191,19.427,0.9716,114.7474
2018-09-06,110.87,0.7198,1.1624,6.8322,1.2933,1.3212,19.361,0.9682,114.6473
2018-09-07,111.18,0.7135,1.1572,6.8419,1.2934,1.317,19.211,0.9684,114.5807
2018-09-10,111.09,0.7118,1.1604,6.8545,1.3026,1.3159,19.294,0.974,114.6793
2018-09-11,111.54,0.7107,1.1591,6.8704,1.3015,1.3131,19.21,0.9737,114.7044
2018-09-12,111.29,0.7161,1.1626,6.8574,1.3029,1.3005,19.0705,0.9704,114.2185
2018-09-13,111.92,0.7192,1.1672,6.8407,1.3104,1.3005,18.88,0.968,113.9264
2018-09-14,112.09,0.7178,1.1656,6.8673,1.3084,1.3029,18.8695,0.9665,114.0654
2018-09-17,111.97,0.7186,1.1687,6.854,1.3146,1.3017,18.8455,0.962,113.9154
2018-09-18,112.3,0.722,1.1693,6.8591,1.3158,1.2977,18.7372,0.962,113.7735
2018-09-19,112.21,0.7273,1.1685,6.8466,1.3162,1.2939,18.7545,0.967,113.6528
2018-09-20,112.58,0.7276,1.1744,6.8455,1.3237,1.2918,18.8665,0.9624,113.4986
2018-09-21,112.62,0.7278,1.1739,6.8559,1.3067,1.2912,18.8375,0.9593,113.5097
2018-09-24,112.62,0.7263,1.1773,6.8559,1.3128,1.2934,18.856,0.962,113.53
2018-09-25,112.88,0.7251,1.177,6.8632,1.3162,1.2944,18.982,0.9646,113.7203
2018-09-26,112.92,0.726,1.1758,6.8763,1.3182,1.2963,18.8955,0.9681,113.6738
2018-09-27,113.38,0.7218,1.167,6.888,1.3104,1.3036,18.829,0.9776,113.9782
2018-09-28,113.48,0.7238,1.1622,6.868,1.3053,1.2922,18.705,0.9758,113.8072
2018-10-01,113.96,0.7223,1.1567,6.868,1.3032,1.2799,18.6625,0.984,113.8227
2018-10-02,113.66,0.7199,1.156,6.868,1.2984,1.2815,18.738,0.9844,113.8946
2018-10-03,114.19,0.7138,1.1525,6.868,1.2993,1.2826,18.834,0.9894,114.1559
2018-10-04,113.79,0.7078,1.1508,6.868,1.3014,1.2903,19.174,0.9925,114.6857
2018-10-05,113.56,0.7048,1.1502,6.868,1.3101,1.2948,19.014,0.9922,114.5599
2018-10-08,,,,,,,,,
2018-10-09,113.13,0.7092,1.1482,6.9217,1.3139,1.2959,19.0085,0.9928,114.6568
2018-10-10,112.71,0.71,1.1541,6.9224,1.3206,1.2985,19.0745,0.9908,114.6059
2018-10-11,112.26,0.7112,1.1565,6.888,1.3193,1.3037,19.0205,0.992,114.4062
2018-10-12,112.02,0.7116,1.1559,6.9182,1.3154,1.3023,18.9235,0.9916,114.368
2018-10-15,111.82,0.7142,1.1594,6.9131,1.3168,1.2966,18.8095,0.9868,114.044
2018-10-16,112.16,0.714,1.1593,6.9102,1.321,1.2935,18.774,0.9894,113.8952
2018-10-17,112.21,0.713,1.154,6.9263,1.3137,1.2985,18.801,0.9926,114.1743
2018-10-18,112.11,0.7118,1.1494,6.9367,1.3061,1.3059,19.159,0.994,114.8152
2018-10-19,112.52,0.7132,1.1513,6.9291,1.3045,1.3101,19.2285,0.9968,114.8557
2018-10-22,112.78,0.7086,1.1467,6.9446,1.2974,1.3104,19.3675,0.9963,115.1772
2018-10-23,112.12,0.7074,1.148,6.9373,1.2982,1.3101,19.4075,0.9943,115.1641
2018-10-24,112.58,0.7072,1.1389,6.942,1.2898,1.2994,19.4575,0.9982,115.3743
2018-10-25,112.54,0.7084,1.1374,6.9477,1.2827,1.3066,19.413,1.0009,115.4818
2018-10-26,111.65,0.7088,1.1388,6.9425,1.2826,1.31,19.439,0.998,115.4717
2018-10-29,112.49,0.7074,1.139,6.9605,1.2807,1.3129,19.761,1.0006,115.8925
2018-10-30,112.76,0.7112,1.1364,6.9663,1.2731,1.3133,19.9865,1.0046,116.2346
2018-10-31,112.86,0.709,1.1332,6.9737,1.2779,1.3129,20.255,1.0057,116.5268
2018-11-01,112.79,0.7189,1.1396,6.9205,1.2974,1.3108,20.1325,1.0033,115.8643
2018-11-02,113.09,0.7199,1.1378,6.8894,1.2965,1.3108,20.045,1.0036,115.6415
2018-11-05,113.22,0.7198,1.1394,6.9249,1.302,1.3098,19.978,1.0055,115.7015
2018-11-06,113.38,0.7221,1.1412,6.9172,1.3076,1.3132,19.856,1.0042,115.5607
2018-11-07,113.32,0.7282,1.1459,6.9174,1.3144,1.3108,19.8,0.9998,115.2505
2018-11-08,113.87,0.7286,1.1416,6.9318,1.3116,1.3115,20.045,1.0033,115.6463
2018-11-09,113.77,0.7226,1.1325,6.9553,1.2978,1.323,20.3795,1.0062,116.4762
2018-11-12,,,,,,,,,
2018-11-13,113.97,0.722,1.1288,6.9546,1.3031,1.3223,20.45,1.0083,116.6676
2018-11-14,113.7,0.7219,1.1312,6.95,1.3011,1.3237,20.3565,1.0067,116.4964
2018-11-15,113.46,0.7269,1.1324,6.938,1.2749,1.3193,20.3135,1.0058,116.3849
2018-11-16,112.76,0.7312,1.1402,6.9367,1.2839,1.3174,20.177,1.0012,115.9246
2018-11-19,112.54,0.7291,1.1448,6.9398,1.2842,1.3187,20.3795,0.9938,115.985
2018-11-20,112.66,0.7246,1.1391,6.9448,1.2809,1.3245,20.3625,0.9944,116.2357
2018-11-21,113.06,0.7267,1.1393,6.9248,1.2776,1.3274,20.181,0.9952,116.0911
2018-11-22,,,,,,,,,
2018-11-23,112.83,0.7225,1.1332,6.9477,1.2804,1.3226,20.44,0.9976,116.4703
2018-11-26,113.58,0.723,1.1336,6.9397,1.2809,1.3237,20.542,0.9984,116.6198
2018-11-27,113.84,0.7206,1.1281,6.9498,1.2729,1.3313,20.4755,0.9998,116.8991
2018-11-28,113.96,0.7233,1.1286,6.9534,1.2766,1.3328,20.4305,0.9994,116.8333
2018-11-29,113.42,0.7314,1.1382,6.9419,1.2789,1.3278,20.255,0.9966,116.1954
2018-11-30,113.54,0.7311,1.1323,6.9558,1.2772,1.3282,20.2975,0.9987,116.4121
2018-12-03,113.54,0.736,1.1356,6.8798,1.2742,1.319,20.2365,0.9975,115.9046
2018-12-04,112.93,0.7353,1.1345,6.8343,1.2719,1.3202,20.496,0.9975,116.0015
2018-12-05,,,,,,,,,
2018-12-06,112.46,0.7216,1.1374,6.8816,1.2777,1.3417,20.422,0.9926,116.3983
2018-12-07,112.6,0.721,1.139,6.8733,1.2749,1.3302,20.285,0.9914,116.0839
2018-12-10,112.96,0.719,1.1368,6.9077,1.2558,1.3385,20.3783,0.9896,116.6739
2018-12-11,113.41,0.7204,1.1314,6.8968,1.2524,1.3408,20.2885,0.9931,116.7556
2018-12-12,113.28,0.7223,1.1362,6.8778,1.2658,1.3336,20.1345,0.992,116.2205
2018-12-13,113.66,0.7228,1.1358,6.8798,1.2635,1.3349,20.2545,0.9938,116.3967
2018-12-14,113.35,0.7176,1.13,6.905,1.257,1.3387,20.2955,0.997,116.7891
2018-12-17,112.96,0.7182,1.1339,6.8962,1.2606,1.339,20.1165,0.9934,116.4524
2018-12-18,112.54,0.7172,1.1364,6.8939,1.2644,1.3466,20.1255,0.993,116.4122
2018-12-19,112.15,0.7172,1.1422,6.8918,1.2669,1.3434,20.026,0.9918,116.0672
2018-12-20,111.34,0.7104,1.1432,6.8834,1.265,1.3515,19.9275,0.9918,116.0179
2018-12-21,111.14,0.7072,1.1402,6.9048,1.2681,1.357,19.9275,0.9914,116.2221
2018-12-24,,,,,,,,,116.2177
2018-12-25,,,,,,,,,
2018-12-26,110.45,0.707,1.1408,6.8847,1.2676,1.3576,19.8836,0.9908,116.1156
2018-12-27,110.78,0.702,1.1412,6.8649,1.2627,1.365,19.663,0.9902,115.9922
2018-12-28,110.34,0.7044,1.1445,6.8755,1.2699,1.3629,19.6535,0.9838,115.7226
2018-12-31,109.7,0.7046,1.1456,6.8755,1.2763,1.3644,19.635,0.9832,115.5667
2019-01-01,,,,,,,,,
2019-01-02,109.22,0.7,1.1357,6.8597,1.2598,1.3591,19.6065,0.9884,115.7676
2019-01-03,108.07,0.7014,1.1399,6.8708,1.2633,1.3484,19.6095,0.9889,115.4611
2019-01-04,108.29,0.7108,1.141,6.8663,1.274,1.3399,19.44,0.9859,114.9813
2019-01-07,108.62,0.7143,1.1468,6.8501,1.2757,1.3297,19.314,0.981,114.5621
2019-01-08,108.57,0.7134,1.1444,6.8519,1.2724,1.3307,19.355,0.981,114.7272
2019-01-09,108.38,0.7172,1.1524,6.8117,1.2764,1.3212,19.231,0.9767,114.1394
2019-01-10,108.29,0.719,1.1517,6.7875,1.2768,1.3232,19.16,0.9817,114.048
2019-01-11,108.34,0.7204,1.1479,6.7596,1.2836,1.3256,19.12,0.9829,114.0383
2019-01-14,,,,,,,,,
2019-01-15,108.72,0.7192,1.1392,6.7595,1.2761,1.3272,19.0555,0.9885,114.3374
2019-01-16,108.84,0.7184,1.1408,6.7532,1.2862,1.3243,18.97,0.9899,114.1341
2019-01-17,109.01,0.7171,1.1386,6.7735,1.294,1.3296,19.0535,0.9944,114.4087
2019-01-18,109.79,0.7172,1.1362,6.7765,1.2898,1.3262,19.113,0.9954,114.5555
2019-01-21,,,,,,,,,
2019-01-22,109.34,0.7133,1.1359,6.8072,1.2955,1.3333,19.1375,0.9972,114.7515
2019-01-23,109.44,0.7133,1.139,6.7897,1.3074,1.3362,19.087,0.9946,114.5732
2019-01-24,109.72,0.7096,1.1322,6.7835,1.3027,1.3342,18.986,0.9965,114.614
2019-01-25,109.6,0.7172,1.1407,6.7448,1.3176,1.3259,18.9275,0.993,114.0168
2019-01-28,109.2,0.7166,1.1438,6.7437,1.3158,1.3269,19.0405,0.991,114.0493
2019-01-29,109.36,0.7149,1.1424,6.7304,1.3146,1.3264,18.985,0.995,114.0227
2019-01-30,109.57,0.7196,1.1418,6.7115,1.3062,1.3189,19.1635,0.9988,114.0705
2019-01-31,108.84,0.7282,1.1454,6.6958,1.3135,1.314,19.0525,0.9938,113.5476
2019-02-01,109.55,0.726,1.1474,6.7426,1.3094,1.3095,19.1275,0.994,113.7524
2019-02-04,109.96,0.7218,1.1438,6.7426,1.3068,1.3127,19.0405,0.9974,113.8738
2019-02-05,109.99,0.7234,1.1406,6.7426,1.2947,1.3132,19.083,1.0005,114.0404
2019-02-06,109.75,0.7128,1.138,6.7426,1.2956,1.3192,19.1075,1.0009,114.2275
2019-02-07,109.7,0.7093,1.1357,6.7426,1.2966,1.3296,19.11,1.001,114.4308
2019-02-08,109.76,0.709,1.1326,6.7426,1.2933,1.3277,19.106,1.0,114.4975
2019-02-11,110.4,0.7065,1.1277,6.7907,1.2862,1.3296,19.282,1.004,115.0288
2019-02-12,110.5,0.7094,1.1316,6.7726,1.2887,1.3244,19.2455,1.0068,114.7278
2019-02-13,110.86,0.7113,1.1288,6.7598,1.2865,1.3222,19.405,1.0073,114.9388
2019-02-14,110.68,0.7091,1.1284,6.7711,1.2793,1.3307,19.3485,1.0064,115.0984
2019-02-15,110.54,0.7122,1.1268,6.768,1.2857,1.3272,19.336,1.0063,114.9899
2019-02-18,,,,,,,,,
2019-02-19,110.68,0.7146,1.1328,6.756,1.3036,1.3248,19.1855,1.0018,114.5676
2019-02-20,,,,,,,,,
2019-02-21,110.72,0.708,1.1338,6.7195,1.306,1.3192,19.2835,1.001,114.507
2019-02-22,110.7,0.7138,1.1342,6.7112,1.3067,1.3188,19.131,0.9998,114.2692
2019-02-25,111.07,0.7169,1.1345,6.6844,1.3059,1.3183,19.094,1.0006,114.1432
2019-02-26,110.76,0.7182,1.1374,6.698,1.3252,1.3175,19.155,1.0002,114.0662
2019-02-27,110.92,0.7134,1.137,6.6822,1.3318,1.3145,19.2095,1.0003,114.0337
2019-02-28,111.38,0.7099,1.1379,6.6912,1.3274,1.3166,19.265,0.9974,114.1971
2019-03-01,111.89,0.708,1.1376,6.7048,1.3222,1.3277,19.3065,0.9987,114.535
2019-03-04,111.68,0.7084,1.1328,6.7045,1.3186,1.3329,19.3,0.9994,114.6903
2019-03-05,111.98,0.7073,1.13,6.706,1.3141,1.3352,19.275,1.0045,114.8019
2019-03-06,111.66,0.7023,1.132,6.7099,1.3148,1.3445,19.3815,1.0038,114.9697
2019-03-07,111.6,0.7032,1.1214,6.7132,1.3107,1.342,19.5795,1.0106,115.4905
2019-03-08,111.11,0.7048,1.1243,6.7201,1.301,1.3426,19.4835,1.0074,115.3585
2019-03-11,111.21,0.7056,1.1226,6.7215,1.3095,1.3418,19.4275,1.011,115.2953
2019-03-12,111.38,0.7082,1.1276,6.707,1.3101,1.338,19.3005,1.0078,114.9376
2019-03-13,111.23,0.7087,1.131,6.7064,1.323,1.3318,19.335,1.0046,114.7361
2019-03-14,111.71,0.7061,1.1304,6.7209,1.3281,1.3316,19.3,1.0044,114.7891
2019-03-15,111.57,0.7089,1.1326,6.7129,1.3278,1.3337,19.215,1.0026,114.5808
2019-03-18,111.41,0.71,1.1337,6.7121,1.3223,1.3342,19.113,1.0004,114.4368
2019-03-19,111.38,0.7102,1.1346,6.7106,1.3263,1.3294,18.9925,1.0001,114.2313
2019-03-20,111.41,0.7088,1.1352,6.6916,1.3191,1.3327,18.895,0.9974,114.1497
2019-03-21,110.86,0.711,1.1361,6.6952,1.3073,1.3369,18.855,0.9924,114.1672
2019-03-22,109.76,0.7091,1.1282,6.7162,1.3219,1.3406,19.164,0.994,114.6845
2019-03-25,110.09,0.7114,1.1324,6.7079,1.3203,1.3418,18.995,0.9918,114.4158
2019-03-26,110.5,0.714,1.128,6.7145,1.3215,1.3389,19.1035,0.994,114.6404
2019-03-27,110.38,0.707,1.125,6.7262,1.3192,1.3434,19.342,0.9946,115.1236
2019-03-28,110.54,0.7079,1.1236,6.7381,1.3088,1.3424,19.3665,0.9952,115.2575
2019-03-29,110.68,0.7104,1.1228,6.7112,1.3032,1.336,19.398,0.9962,115.1364
2019-04-01,111.29,0.7117,1.121,6.7102,1.3144,1.3344,19.214,0.9988,114.935
2019-04-02,111.32,0.7058,1.1186,6.7223,1.3035,1.3357,19.2245,0.9986,115.1164
2019-04-03,111.48,0.7124,1.1242,6.7098,1.3181,1.3315,19.1685,0.997,114.7204
2019-04-04,111.55,0.7112,1.1216,6.7167,1.3072,1.3357,19.1775,1.0002,114.9687
2019-04-05,111.71,0.7099,1.1217,6.7182,1.301,1.3387,19.0735,1.0003,114.9714
2019-04-08,111.47,0.7124,1.1262,6.7158,1.3048,1.3316,18.9615,0.9994,114.6879
2019-04-09,111.08,0.7129,1.1278,6.7111,1.3048,1.332,18.905,0.9999,114.5307
2019-04-10,110.92,0.7158,1.1266,6.7153,1.31,1.3322,18.8285,1.0019,114.4255
2019-04-11,111.48,0.7128,1.1262,6.7188,1.3068,1.3379,18.8525,1.0027,114.629
2019-04-12,112.0,0.7176,1.1304,6.7039,1.3086,1.3332,18.7555,1.0017,114.3517
2019-04-15,112.0,0.7178,1.1304,6.7072,1.3105,1.3372,18.861,1.0039,114.4936
2019-04-16,111.95,0.7174,1.1293,6.7112,1.3049,1.335,18.962,1.0066,114.6745
2019-04-17,112.0,0.7168,1.1297,6.687,1.3036,1.3345,18.8405,1.0099,114.5128
2019-04-18,111.94,0.715,1.1241,6.7081,1.3003,1.3372,18.758,1.0154,114.7057
2019-04-19,111.92,0.715,1.1246,6.7032,1.3003,1.3386,18.7705,1.0144,114.6961
2019-04-22,111.94,0.7134,1.1258,6.7112,1.2983,1.3352,18.837,1.0155,114.7679
2019-04-23,111.86,0.7096,1.1213,6.7249,1.2943,1.342,18.949,1.0218,115.1563
2019-04-24,111.81,0.7026,1.1192,6.7207,1.2947,1.3465,19.01,1.0184,115.4172
2019-04-25,111.59,0.701,1.114,6.7418,1.2901,1.3494,19.0965,1.0199,115.7692
2019-04-26,111.6,0.7044,1.1154,6.7282,1.293,1.3459,18.951,1.019,115.4749
2019-04-29,111.8,0.7054,1.1166,6.7332,1.2924,1.3448,19.0185,1.0201,115.5213
2019-04-30,111.4,0.704,1.1201,6.7347,1.303,1.3427,18.9945,1.02,115.3268
2019-05-01,111.18,0.7038,1.1246,6.7319,1.3091,1.3417,18.8515,1.0137,115.0008
2019-05-02,111.39,0.7002,1.1184,6.7337,1.3032,1.3468,19.126,1.018,115.5607
2019-05-03,111.28,0.7018,1.1186,6.7337,1.3139,1.3425,18.982,1.0178,115.2635
2019-05-06,110.86,0.6995,1.1197,6.7602,1.3093,1.3446,18.9775,1.0179,115.38
2019-05-07,110.34,0.7004,1.1178,6.7755,1.3052,1.3472,19.0425,1.0215,115.6104
2019-05-08,110.12,0.7004,1.1206,6.7818,1.3014,1.3458,19.07,1.0181,115.5161
2019-05-09,109.55,0.6976,1.1228,6.8256,1.3013,1.349,19.274,1.0133,115.8414
2019-05-10,109.56,0.6998,1.1241,6.8217,1.3036,1.3428,19.1385,1.0109,115.5327
2019-05-13,109.18,0.6948,1.1232,6.8765,1.2961,1.3467,19.1955,1.0064,115.9142
2019-05-14,109.68,0.6946,1.1207,6.8737,1.2921,1.3466,19.1455,1.0088,115.942
2019-05-15,109.58,0.693,1.1208,6.8742,1.2878,1.3432,19.061,1.009,115.8561
2019-05-16,109.89,0.6905,1.1178,6.8832,1.2803,1.3433,19.073,1.0101,116.0343
2019-05-17,109.9,0.6874,1.1166,6.9182,1.2723,1.3477,19.1665,1.0108,116.4481
2019-05-20,109.96,0.6913,1.117,6.9111,1.2718,1.3432,19.1,1.0082,116.3126
2019-05-21,110.6,0.6876,1.1158,6.9007,1.2747,1.3425,19.036,1.0104,116.2847
2019-05-22,110.28,0.688,1.1156,6.9054,1.2674,1.3417,18.983,1.009,116.2414
2019-05-23,109.58,0.6896,1.1172,6.9087,1.2666,1.3471,19.017,1.004,116.2369
2019-05-24,109.38,0.6914,1.1197,6.8997,1.27,1.3454,19.062,1.0021,116.0809
2019-05-27,,,,,,,,,
2019-05-28,109.49,0.693,1.1177,6.9078,1.2668,1.3473,19.1735,1.0086,116.3178
2019-05-29,109.24,0.6912,1.1136,6.9138,1.2631,1.3533,19.225,1.0066,116.5533
2019-05-30,109.67,0.691,1.114,6.9011,1.2619,1.3508,19.0895,1.0074,116.3986
2019-05-31,108.66,0.693,1.1149,6.9027,1.262,1.3523,19.652,1.0034,116.7279
2019-06-03,108.39,0.6955,1.1206,6.9028,1.2621,1.3471,19.768,0.9994,116.4777
2019-06-04,108.3,0.6987,1.1236,6.9072,1.2675,1.3417,19.556,0.994,116.0919
2019-06-05,108.2,0.6974,1.1242,6.9084,1.2706,1.3409,19.551,0.9919,116.0309
2019-06-06,108.08,0.6984,1.1294,6.9082,1.2713,1.3374,19.7198,0.9886,115.9788
2019-06-07,108.15,0.7002,1.1324,6.9057,1.274,1.3287,19.6675,0.9877,115.7386
2019-06-10,108.56,0.6964,1.1311,6.9298,1.2684,1.3259,19.181,0.9898,115.5012
2019-06-11,108.52,0.6956,1.1316,6.9107,1.2724,1.3291,19.1315,0.9925,115.3803
2019-06-12,108.42,0.6942,1.131,6.9161,1.2693,1.3298,19.153,0.9944,115.4388
2019-06-13,108.44,0.691,1.1275,6.9212,1.2678,1.333,19.176,0.9946,115.6281
2019-06-14,108.44,0.6872,1.1217,6.9247,1.2601,1.3382,19.13,0.999,115.9059
2019-06-17,108.56,0.686,1.1235,6.9251,1.2568,1.3398,19.171,0.9982,115.9687
2019-06-18,108.39,0.6872,1.1196,6.9002,1.2547,1.3396,19.1185,0.9994,115.8798
2019-06-19,108.36,0.687,1.1214,6.8996,1.2625,1.3362,19.167,0.996,115.7891
2019-06-20,107.52,0.6917,1.1284,6.851,1.27,1.3208,18.9905,0.9821,114.8046
2019-06-21,107.55,0.692,1.1328,6.8686,1.2703,1.3217,19.077,0.9789,114.8378
2019-06-24,107.36,0.6964,1.1393,6.8758,1.2728,1.3196,19.181,0.972,114.6568
2019-06-25,106.92,0.6975,1.1386,6.8791,1.2721,1.3164,19.2205,0.9726,114.6373
2019-06-26,107.64,0.699,1.139,6.8781,1.2697,1.3109,19.125,0.976,114.5619
2019-06-27,107.73,0.6998,1.1372,6.8762,1.2674,1.3115,19.163,0.9766,114.6663
2019-06-28,107.84,0.7009,1.1374,6.865,1.2704,1.3091,19.2089,0.9758,114.5834
2019-07-01,108.42,0.6963,1.1307,6.8487,1.2644,1.3124,19.076,0.9864,114.7247
2019-07-02,107.98,0.6992,1.1301,6.8717,1.2599,1.3117,19.079,0.986,114.8268
2019-07-03,107.84,0.7033,1.1275,6.8806,1.2568,1.307,19.0435,0.9864,114.8145
2019-07-04,,,,,,,,,
2019-07-05,108.55,0.6968,1.1216,6.8925,1.2506,1.3108,19.032,0.9923,115.1143
2019-07-08,108.72,0.6968,1.1208,6.8808,1.2503,1.3088,18.904,0.9938,115.0263
2019-07-09,108.78,0.6927,1.121,6.8866,1.2463,1.3123,18.894,0.9928,115.1026
2019-07-10,108.44,0.6964,1.126,6.8705,1.2507,1.3099,19.227,0.9892,115.0897
2019-07-11,108.29,0.6982,1.1261,6.8682,1.2549,1.3071,19.0995,0.9886,114.8375
2019-07-12,108.0,0.7007,1.1254,6.8796,1.2553,1.3042,19.0255,0.9845,114.7696
2019-07-15,107.89,0.7036,1.126,6.8769,1.2523,1.3036,18.97,0.9847,114.6831
2019-07-16,108.35,0.702,1.1212,6.8753,1.2408,1.3043,19.0855,0.989,115.0124
2019-07-17,108.1,0.7021,1.1232,6.8731,1.2438,1.3041,19.009,0.987,114.8829
2019-07-18,107.74,0.7043,1.1228,6.8788,1.2494,1.309,19.0,0.9862,114.8751
2019-07-19,107.78,0.7042,1.122,6.8812,1.25,1.3081,19.0145,0.9823,114.8702
2019-07-22,107.91,0.7042,1.1214,6.8803,1.2475,1.3115,19.07,0.9815,115.0026
2019-07-23,108.06,0.6999,1.1156,6.8787,1.2449,1.3138,19.1318,0.9848,115.3001
2019-07-24,108.08,0.6978,1.1141,6.8717,1.2498,1.3134,19.09,0.9854,115.2441
2019-07-25,108.58,0.6954,1.1156,6.8714,1.2471,1.3145,19.04,0.9899,115.2987
2019-07-26,108.69,0.6908,1.1121,6.8785,1.2387,1.3187,19.069,0.9933,115.5454
2019-07-29,108.86,0.6908,1.1142,6.8927,1.2236,1.3151,19.067,0.9916,115.5896
2019-07-30,108.66,0.6872,1.1148,6.8833,1.2148,1.3169,19.075,0.9908,115.6222
2019-07-31,108.58,0.6888,1.113,6.8833,1.222,1.3143,18.993,0.9902,115.4955
2019-08-01,108.28,0.6858,1.1062,6.8972,1.2145,1.3202,19.17,0.9938,116.0509
2019-08-02,106.64,0.6806,1.1112,6.9387,1.2132,1.3217,19.3115,0.982,116.1874
2019-08-05,106.02,0.678,1.1197,7.0481,1.2165,1.3196,19.5545,0.9721,116.587
2019-08-06,106.45,0.677,1.1196,7.0192,1.2149,1.3252,19.6125,0.9782,116.6921
2019-08-07,105.62,0.6754,1.1236,7.0592,1.2158,1.333,19.6825,0.9708,116.8003
2019-08-08,106.04,0.6812,1.121,7.044,1.2138,1.3241,19.4935,0.9751,116.4756
2019-08-09,105.3,0.6796,1.1222,7.0613,1.2085,1.3226,19.443,0.971,116.4432
2019-08-12,105.38,0.6756,1.1212,7.0578,1.207,1.3232,19.5525,0.9696,116.7567
2019-08-13,106.6,0.6798,1.1182,7.0423,1.2067,1.3221,19.421,0.9744,116.7283
2019-08-14,105.79,0.6742,1.1144,7.0224,1.2068,1.332,19.6323,0.9736,117.0926
2019-08-15,106.12,0.6784,1.1106,7.0327,1.2112,1.3322,19.6335,0.9762,117.2247
2019-08-16,106.34,0.6782,1.1091,7.0413,1.2152,1.328,19.557,0.98,117.0796
2019-08-19,106.5,0.6772,1.1096,7.0499,1.2138,1.3306,19.811,0.9808,117.39
2019-08-20,106.35,0.6777,1.1092,7.0597,1.2153,1.3331,19.7565,0.9792,117.3738
2019-08-21,106.52,0.6792,1.1098,7.0623,1.2142,1.3275,19.6652,0.9816,117.1778
2019-08-22,106.44,0.6764,1.1089,7.0829,1.225,1.3295,19.74,0.9834,117.357
2019-08-23,105.3,0.6749,1.1148,7.0928,1.2261,1.3319,19.8645,0.9748,117.3027
2019-08-26,106.0,0.6782,1.1112,7.1503,1.2232,1.3282,19.9175,0.9782,117.668
2019-08-27,105.8,0.6758,1.1094,7.1603,1.2288,1.3274,20.0055,0.9815,117.7525
2019-08-28,105.86,0.6746,1.1084,7.1628,1.2248,1.3299,20.012,0.9807,117.8792
2019-08-29,106.5,0.6734,1.1059,7.1434,1.2197,1.3299,20.1185,0.9853,118.0652
2019-08-30,106.3,0.673,1.0989,7.1543,1.2166,1.329,20.0674,0.9899,118.16
2019-09-02,,,,,,,,,
2019-09-03,105.88,0.6758,1.0968,7.1786,1.2086,1.3332,19.992,0.9872,118.313
2019-09-04,106.28,0.6796,1.1025,7.144,1.219,1.3248,19.779,0.9817,117.6745
2019-09-05,106.96,0.682,1.1038,7.1468,1.2337,1.3238,19.6935,0.9868,117.4791
2019-09-06,106.8,0.6856,1.1042,7.1131,1.2299,1.317,19.5575,0.9866,117.1305
2019-09-09,107.14,0.6874,1.1056,7.121,1.2368,1.314,19.5365,0.991,117.0617
2019-09-10,107.34,0.6868,1.1042,7.1121,1.2355,1.3141,19.5005,0.9908,117.09
2019-09-11,107.73,0.6858,1.1001,7.1153,1.2329,1.3199,19.55,0.9933,117.3138
2019-09-12,107.97,0.6871,1.1074,7.0787,1.2357,1.3209,19.421,0.9891,116.8391
2019-09-13,108.12,0.6886,1.1074,7.0754,1.2462,1.3268,19.3555,0.9898,116.769
2019-09-16,107.94,0.6865,1.1006,7.0659,1.2423,1.324,19.428,0.9919,117.0261
2019-09-17,108.12,0.6858,1.1063,7.0905,1.2493,1.3249,19.417,0.9925,116.9839
2019-09-18,108.17,0.6844,1.1061,7.0849,1.2478,1.3283,19.348,0.995,116.9779
2019-09-19,108.0,0.6795,1.1046,7.0959,1.2481,1.3258,19.405,0.9927,117.0877
