,USD/JPY,USD/AUD,USD/EUR,USD/CNY,AUD/CNY,AUD/EUR,AUD/JPY,CNY/EUR,CNY/JPY,EUR/JPY
1999-01-01,,,,,,,,,,
1999-01-04,112.15,0.6182,1.1812,8.2793,0.07466814827340476,0.5233660684050118,0.005512260365581809,7.009227903826616,0.07382345073562192,0.010532322781988408
1999-01-05,111.15,0.6217,1.176,8.2795,0.0750890754272601,0.5286564625850341,0.005593342330184436,7.040391156462586,0.07448942869995502,0.01058029689608637
1999-01-06,112.78,0.6285,1.1636,8.2795,0.0759103810616583,0.540134066689584,0.005572796595140982,7.1154176693021665,0.0734128391558787,0.01031743216882426
1999-01-07,111.69,0.634,1.1672,8.2798,0.07657189787192928,0.5431802604523647,0.005676425821470141,7.093728581220013,0.07413197242367267,0.010450353657444714
1999-01-08,111.52,0.6326,1.1554,8.2796,0.07640465722981787,0.5475160117708153,0.005672525107604018,7.166003115804051,0.07424318507890962,0.010360473457675753
1999-01-11,108.83,0.6395,1.1534,8.2797,0.07723709796248655,0.5544477197849835,0.005876137094551134,7.178515692734524,0.07607920610125884,0.010598180648718184
1999-01-12,112.07,0.6401,1.1548,8.2795,0.07731143184974938,0.5542951160374091,0.0057116088159186226,7.169639764461379,0.07387793343446061,0.01030427411439279
1999-01-13,113.46,0.631,1.1698,8.2794,0.07621325216803149,0.539408445888186,0.0055614313414419185,7.077620106001027,0.07297197250132206,0.01031024149479993
1999-01-14,113.25,0.6315,1.1689,8.279,0.07627732817973185,0.540251518521687,0.005576158940397351,7.08272735050047,0.0731037527593819,0.010321412803532009
1999-01-15,114.19,0.634,1.1591,8.279,0.07657929701654789,0.5469761021482185,0.005552149925562659,7.14261064619101,0.07250197040021018,0.010150626149400124
1999-01-18,,,,,,,,,,
1999-01-19,113.76,0.6385,1.161,8.2787,0.0771256356674357,0.5499569336778639,0.0056126933895921235,7.130663221360896,0.07277338255977496,0.010205696202531646
1999-01-20,113.45,0.6398,1.1575,8.2791,0.0772789312848015,0.5527429805615551,0.0056394887615689735,7.152570194384449,0.07297576024680476,0.01020273248126928
1999-01-21,113.75,0.6396,1.1577,8.2789,0.07725664037492903,0.5524747343871469,0.005622857142857142,7.151161786300424,0.07278153846153847,0.010177582417582418
1999-01-22,114.65,0.6348,1.1582,8.2787,0.07667870559387344,0.548091866689691,0.005536851286524204,7.147901916767399,0.07220846053205408,0.010102049716528564
1999-01-25,113.8,0.6309,1.1566,8.2784,0.07621037881716275,0.545478125540377,0.005543936731107206,7.157530693411723,0.07274516695957821,0.010163444639718806
1999-01-26,114.03,0.6305,1.1577,8.278,0.07616574051703309,0.5446143214995249,0.005529246689467683,7.150384382828022,0.07259493115846707,0.010152591423309655
1999-01-27,115.62,0.6273,1.1481,8.2778,0.07578100461475272,0.5463809772667886,0.0054255319148936165,7.209999128995732,0.07159487977858502,0.00992994291645044
1999-01-28,116.36,0.6258,1.1395,8.2778,0.07559979704752472,0.5491882404563405,0.005378136816775524,7.264414216761737,0.07113956686146441,0.00979288415262977
1999-01-29,116.0,0.6297,1.1371,8.2778,0.07607093672231753,0.5537771524052414,0.005428448275862069,7.279746724122767,0.0713603448275862,0.009802586206896552
1999-02-01,115.09,0.6336,1.1303,8.2775,0.07654485049833888,0.5605591435901973,0.005505256755582588,7.323277006104574,0.07192197410722043,0.009821009644625945
