,DEXJPUS,DEXUSAL,DEXUSEU,DEXCHUS
2007-02-08,121.19,0.7812,1.3034,7.7484
2007-02-09,121.59,0.7765,1.3005,7.7476
2007-02-12,121.77,0.7726,1.2962,7.757
2007-02-13,121.24,0.7774,1.3024,7.7632
2007-02-14,120.8,0.7833,1.3126,7.7565
2007-02-15,119.49,0.7847,1.314,7.7545
2007-02-16,119.23,0.7868,1.3137,7.7426
2007-02-19,,,,
2007-02-20,120.1,0.7852,1.3134,7.7466
2007-02-21,120.99,0.7899,1.3126,7.7426
2007-02-22,121.3,0.7895,1.3134,7.7436
2007-02-23,121.1,0.792,1.3164,7.7416
2007-02-26,120.76,0.7931,1.3159,7.75
2007-02-27,118.67,0.7933,1.3246,7.7416
2007-02-28,118.33,0.7892,1.323,7.741
2007-03-01,117.53,0.7863,1.3173,7.7435
2007-03-02,116.82,0.7834,1.3182,7.7445
2007-03-05,116.01,0.7728,1.3094,7.7415
2007-03-06,116.5,0.7737,1.3108,7.7453
2007-03-07,116.41,0.7765,1.3148,7.743
2007-03-08,117.35,0.7758,1.3129,7.74
2007-03-09,118.15,0.7806,1.3118,7.7445
2007-03-12,117.51,0.7839,1.3186,7.7454
2007-03-13,116.96,0.7871,1.3199,7.741
2007-03-14,116.33,0.786,1.3227,7.737
2007-03-15,117.26,0.7884,1.3249,7.743
2007-03-16,116.77,0.7948,1.3307,7.728
2007-03-19,117.58,0.7996,1.3299,7.7355
2007-03-20,117.32,0.8016,1.3291,7.732
2007-03-21,117.83,0.8015,1.3305,7.735
2007-03-22,117.79,0.8083,1.3359,7.7286
2007-03-23,117.82,0.8062,1.3302,7.729
2007-03-26,117.84,0.8097,1.3336,7.7396
2007-03-27,117.8,0.8089,1.3357,7.7334
2007-03-28,116.83,0.8064,1.3331,7.7318
2007-03-29,117.75,0.8078,1.3336,7.728
2007-03-30,117.56,0.8104,1.3374,7.7232
2007-04-02,117.69,0.8166,1.3374,7.7296
2007-04-03,118.83,0.8131,1.3363,7.7267
2007-04-04,118.72,0.818,1.3364,7.7345
2007-04-05,118.66,0.8193,1.3426,7.725
2007-04-06,119.33,0.8177,1.338,7.7248
2007-04-09,119.28,0.8167,1.3367,7.729
2007-04-10,119.07,0.825,1.3436,7.7304
2007-04-11,119.36,0.8259,1.3436,7.7317
2007-04-12,118.99,0.8276,1.3484,7.724
2007-04-13,119.27,0.8326,1.3518,7.7222
2007-04-16,119.84,0.8327,1.355,7.7283
2007-04-17,118.96,0.8367,1.3569,7.7288
2007-04-18,118.27,0.8353,1.3574,7.7208
2007-04-19,118.36,0.8356,1.3605,7.7125
2007-04-20,118.81,0.8363,1.3601,7.715
2007-04-23,118.47,0.8339,1.358,7.728
2007-04-24,118.52,0.8284,1.3622,7.7345
2007-04-25,118.62,0.8333,1.3647,7.7203
2007-04-26,119.5,0.8254,1.359,7.73
2007-04-27,119.59,0.8311,1.3625,7.7139
2007-04-30,119.44,0.8326,1.366,7.709
2007-05-01,119.77,0.8287,1.36,7.7065
2007-05-02,120.05,0.8247,1.3598,7.7039
2007-05-03,120.33,0.8241,1.3566,7.705
2007-05-04,120.16,0.8207,1.3587,7.7035
2007-05-07,119.96,0.8254,1.3616,7.7039
2007-05-08,119.89,0.8277,1.3532,7.6951
2007-05-09,119.8,0.8285,1.3549,7.6941
2007-05-10,120.37,0.832,1.3512,7.6936
2007-05-11,120.19,0.8326,1.3519,7.6835
2007-05-14,120.37,0.8333,1.3544,7.6719
2007-05-15,120.22,0.8348,1.3603,7.6938
2007-05-16,120.74,0.8248,1.3522,7.683
2007-05-17,121.3,0.8219,1.3494,7.673
2007-05-18,121.09,0.825,1.3511,7.6636
2007-05-21,121.57,0.82,1.3457,7.6656
2007-05-22,121.47,0.8213,1.3464,7.656
2007-05-23,121.52,0.8246,1.3482,7.649
2007-05-24,121.46,0.8207,1.3429,7.6525
2007-05-25,121.72,0.819,1.3452,7.6527
2007-05-28,,,,
2007-05-29,121.79,0.8202,1.3483,7.6514
2007-05-30,121.48,0.822,1.3419,7.6463
2007-05-31,121.76,0.8272,1.3453,7.6516
2007-06-01,122.1,0.8313,1.344,7.6483
2007-06-04,121.72,0.8341,1.3488,7.6503
2007-06-05,121.49,0.8371,1.3526,7.6397
2007-06-06,121.08,0.8408,1.3492,7.6377
2007-06-07,121.34,0.8447,1.3456,7.6525
2007-06-08,121.62,0.8427,1.3359,7.6666
2007-06-11,121.78,0.8426,1.3359,7.668
2007-06-12,121.76,0.8439,1.3325,7.6456
2007-06-13,122.37,0.8402,1.3295,7.637
2007-06-14,122.97,0.8349,1.3311,7.642
2007-06-15,123.55,0.84,1.3365,7.6245
2007-06-18,123.67,0.8421,1.3401,7.6193
2007-06-19,123.39,0.846,1.3416,7.6175
2007-06-20,123.6,0.8458,1.3426,7.618
2007-06-21,123.68,0.8468,1.3399,7.6208
2007-06-22,124.09,0.8482,1.3438,7.622
2007-06-25,123.84,0.848,1.345,7.6187
2007-06-26,123.49,0.8474,1.3468,7.6178
2007-06-27,122.52,0.8375,1.3433,7.621
2007-06-28,123.01,0.8461,1.3466,7.6198
2007-06-29,123.39,0.8491,1.352,7.612
2007-07-02,122.32,0.8596,1.3627,7.6055
2007-07-03,122.4,0.8543,1.3615,7.5948
2007-07-04,,,,
2007-07-05,122.82,0.8561,1.3592,7.6
2007-07-06,123.27,0.8569,1.3626,7.6
2007-07-09,123.34,0.8605,1.3623,7.6055
2007-07-10,122.19,0.8622,1.3714,7.5855
2007-07-11,122.13,0.8614,1.3757,7.566
2007-07-12,122.5,0.8638,1.3776,7.569
2007-07-13,121.99,0.8688,1.3788,7.571
2007-07-16,121.9,0.8722,1.3785,7.566
2007-07-17,122.36,0.8732,1.3782,7.5651
2007-07-18,121.83,0.8778,1.3808,7.5655
2007-07-19,122.06,0.8796,1.3811,7.558
2007-07-20,121.15,0.8796,1.3831,7.5727
2007-07-23,121.31,0.8835,1.3817,7.5652
2007-07-24,120.57,0.8841,1.3824,7.566
2007-07-25,120.33,0.8828,1.3711,7.5596
2007-07-26,119.14,0.878,1.373,7.568
2007-07-27,118.56,0.856,1.3647,7.564
2007-07-30,118.41,0.8509,1.3681,7.57
2007-07-31,119.13,0.8594,1.3711,7.572
2007-08-01,118.71,0.8537,1.3682,7.567
2007-08-02,119.35,0.8595,1.3693,7.5733
2007-08-03,118.43,0.8573,1.3785,7.567
2007-08-06,118.04,0.8572,1.3789,7.5608
2007-08-07,118.48,0.8543,1.3747,7.57
2007-08-08,119.76,0.8618,1.3808,7.5748
2007-08-09,118.69,0.8542,1.3701,7.5663
2007-08-10,118.0,0.8455,1.3686,7.5698
2007-08-13,118.47,0.843,1.3624,7.5835
2007-08-14,118.21,0.8384,1.3581,7.578
2007-08-15,117.19,0.8243,1.3479,7.585
2007-08-16,114.03,0.786,1.3402,7.6181
2007-08-17,113.81,0.7887,1.3492,7.596
2007-08-20,114.49,0.8005,1.3468,7.585
2007-08-21,114.42,0.8,1.3483,7.594
2007-08-22,114.95,0.8043,1.3535,7.5937
2007-08-23,115.81,0.8134,1.356,7.5867
2007-08-24,116.12,0.8242,1.3645,7.567
2007-08-27,116.05,0.8288,1.3645,7.5604
2007-08-28,114.7,0.8207,1.3626,7.5535
2007-08-29,115.52,0.819,1.3675,7.549
2007-08-30,115.81,0.8183,1.3648,7.542
2007-08-31,115.83,0.8157,1.3641,7.5462
2007-09-03,115.83,0.8157,1.3641,7.5462
2007-09-04,116.21,0.8245,1.3606,7.551
2007-09-05,115.15,0.8245,1.3669,7.554
2007-09-06,115.33,0.8275,1.3697,7.533
2007-09-07,113.57,0.8259,1.3772,7.537
2007-09-10,113.43,0.8238,1.3794,7.5235
2007-09-11,113.97,0.831,1.3837,7.522
2007-09-12,114.24,0.8401,1.3904,7.521
2007-09-13,115.37,0.8395,1.3885,7.511
2007-09-14,115.31,0.8415,1.3848,7.517
2007-09-17,114.93,0.8328,1.386,7.519
2007-09-18,115.75,0.8363,1.3869,7.522
2007-09-19,116.21,0.8555,1.395,7.5135
2007-09-20,114.18,0.8641,1.4092,7.5055
2007-09-21,115.6,0.865,1.4076,7.5
2007-09-24,114.92,0.8669,1.4086,7.5075
2007-09-25,114.48,0.8691,1.4128,7.514
2007-09-26,115.66,0.8749,1.4126,7.516
2007-09-27,115.76,0.8776,1.4138,7.5135
2007-09-28,114.97,0.8855,1.4219,7.4928
2007-10-01,115.91,0.8931,1.4229,7.5158
2007-10-02,115.83,0.8846,1.4163,7.5093
2007-10-03,116.74,0.8882,1.4135,7.5
2007-10-04,116.59,0.8883,1.4128,7.5098
2007-10-05,116.83,0.8998,1.4154,7.5098
2007-10-08,116.83,0.8998,1.4154,7.5098
2007-10-09,116.98,0.8975,1.4092,7.5095
2007-10-10,117.17,0.8992,1.4157,7.5075
2007-10-11,117.71,0.9043,1.4228,7.508
2007-10-12,117.5,0.9042,1.4168,7.509
2007-10-15,117.37,0.9012,1.4216,7.513
2007-10-16,116.61,0.886,1.4165,7.5116
2007-10-17,116.62,0.8942,1.4208,7.5156
2007-10-18,115.64,0.8947,1.4291,7.5148
2007-10-19,115.15,0.8935,1.4263,7.508
2007-10-22,114.07,0.8785,1.4138,7.5075
2007-10-23,114.65,0.8943,1.4248,7.502
2007-10-24,113.94,0.8997,1.4237,7.4925
2007-10-25,114.09,0.9059,1.4299,7.48
2007-10-26,114.01,0.9163,1.439,7.4976
2007-10-29,114.69,0.9211,1.4405,7.4728
2007-10-30,114.72,0.9185,1.4424,7.472
2007-10-31,115.27,0.9271,1.4468,7.4682
2007-11-01,114.87,0.9186,1.4435,7.4582
2007-11-02,114.74,0.918,1.4481,7.458
2007-11-05,114.54,0.9196,1.4469,7.455
2007-11-06,114.51,0.9253,1.4555,7.4515
2007-11-07,113.29,0.9369,1.4667,7.442
2007-11-08,112.66,0.9266,1.4691,7.4211
2007-11-09,110.9,0.9145,1.4665,7.419
2007-11-12,,,,
2007-11-13,110.31,0.8893,1.4598,7.4279
2007-11-14,111.38,0.9002,1.467,7.425
2007-11-15,110.78,0.8921,1.4639,7.425
2007-11-16,111.05,0.8909,1.4652,7.425
2007-11-19,110.05,0.8835,1.4658,7.4313
2007-11-20,110.05,0.8874,1.4787,7.4225
2007-11-21,108.54,0.8698,1.4829,7.416
2007-11-22,108.54,0.8698,1.4829,7.416
2007-11-23,108.17,0.8744,1.4825,7.4079
2007-11-26,108.17,0.8778,1.4862,7.397
2007-11-27,108.64,0.8744,1.4817,7.3865
2007-11-28,110.38,0.8817,1.475,7.3905
2007-11-29,109.94,0.883,1.4766,7.38
2007-11-30,111.02,0.8848,1.4688,7.385
2007-12-03,110.44,0.8828,1.4657,7.401
2007-12-04,109.68,0.8726,1.4759,7.405
2007-12-05,110.85,0.8709,1.4666,7.39
2007-12-06,111.05,0.8731,1.4638,7.412
2007-12-07,111.72,0.8807,1.4664,7.407
2007-12-10,111.6,0.8829,1.4714,7.39
2007-12-11,111.77,0.8867,1.4702,7.379
2007-12-12,112.36,0.8857,1.4702,7.374
2007-12-13,112.26,0.8745,1.4591,7.37
2007-12-14,113.35,0.862,1.4433,7.375
2007-12-17,113.2,0.857,1.4369,7.3805
2007-12-18,113.17,0.8557,1.4392,7.3741
2007-12-19,113.44,0.8567,1.4344,7.3718
2007-12-20,112.97,0.8577,1.4353,7.3669
2007-12-21,113.95,0.8657,1.4361,7.368
2007-12-24,114.45,0.8705,1.4409,7.3475
2007-12-25,,,,
2007-12-26,114.08,0.8734,1.45,7.345
2007-12-27,114.0,0.8773,1.4601,7.3079
2007-12-28,112.93,0.874,1.4718,7.304
2007-12-31,111.71,0.8776,1.4603,7.2946
2008-01-01,,,,
2008-01-02,109.7,0.8812,1.4738,7.2946
2008-01-03,109.58,0.8819,1.4736,7.2755
2008-01-04,108.38,0.8762,1.4786,7.2695
2008-01-07,109.1,0.8712,1.4684,7.2705
2008-01-08,109.29,0.8812,1.4717,7.267
2008-01-09,109.4,0.8801,1.4663,7.2625
2008-01-10,109.38,0.8891,1.474,7.27
2008-01-11,109.11,0.8927,1.4787,7.2615
2008-01-14,108.18,0.8981,1.4877,7.2526
2008-01-15,107.07,0.8875,1.4842,7.2345
2008-01-16,107.27,0.878,1.4643,7.24
2008-01-17,107.01,0.8827,1.469,7.2245
2008-01-18,106.82,0.8759,1.4616,7.2424
2008-01-21,,,,
2008-01-22,106.76,0.8684,1.4609,7.2456
2008-01-23,105.42,0.8654,1.4574,7.24
2008-01-24,106.68,0.879,1.4737,7.2228
2008-01-25,107.31,0.8817,1.4673,7.2115
2008-01-28,106.65,0.8833,1.4789,7.195
2008-01-29,107.08,0.8895,1.4767,7.1965
2008-01-30,107.25,0.8893,1.4782,7.1912
2008-01-31,106.74,0.8968,1.4841,7.1818
2008-02-01,106.3,0.9035,1.4851,7.1845
2008-02-04,106.73,0.9091,1.4832,7.1915
2008-02-05,106.94,0.8997,1.4638,7.1835
2008-02-06,106.75,0.8983,1.4647,7.183
2008-02-07,106.82,0.8942,1.4495,7.183
2008-02-08,107.34,0.8945,1.4505,7.183
2008-02-11,106.64,0.9027,1.4506,7.1905
2008-02-12,107.42,0.9058,1.4592,7.184
2008-02-13,108.15,0.8934,1.4569,7.1973
2008-02-14,107.97,0.9034,1.4635,7.188
2008-02-15,107.67,0.9069,1.4674,7.178
2008-02-18,,,,
2008-02-19,107.5,0.9203,1.4742,7.1485
2008-02-20,107.97,0.9148,1.4663,7.1425
2008-02-21,107.6,0.9206,1.4813,7.1395
2008-02-22,106.98,0.9205,1.4825,7.14
2008-02-25,107.88,0.9232,1.4822,7.1522
2008-02-26,107.73,0.9292,1.4889,7.158
2008-02-27,106.38,0.9417,1.5132,7.14
2008-02-28,105.64,0.9463,1.5172,7.11
2008-02-29,104.19,0.937,1.5187,7.1115
2008-03-03,103.57,0.9409,1.5195,7.1035
2008-03-04,102.67,0.9227,1.521,7.106
2008-03-05,103.99,0.9319,1.5282,7.1075
2008-03-06,103.1,0.9317,1.5356,7.1059
2008-03-07,102.69,0.9283,1.5333,7.111
2008-03-10,101.8,0.9177,1.5369,7.106
2008-03-11,102.87,0.9249,1.5329,7.1027
2008-03-12,102.38,0.9322,1.5495,7.101
2008-03-13,100.58,0.9411,1.5584,7.09
2008-03-14,100.2,0.9371,1.5604,7.089
2008-03-17,96.88,0.9184,1.5765,7.083
2008-03-18,98.23,0.9271,1.5784,7.0795
2008-03-19,99.34,0.9214,1.5642,7.066
2008-03-20,98.79,0.8958,1.5417,7.052
2008-03-21,99.4,0.9016,1.5447,7.0515
2008-03-24,100.77,0.9062,1.5394,7.055
2008-03-25,100.07,0.9136,1.5595,7.044
2008-03-26,99.12,0.9196,1.5761,7.029
2008-03-27,99.87,0.9202,1.5798,7.0105
2008-03-28,99.71,0.9188,1.5759,7.012
2008-03-31,99.85,0.9132,1.5805,7.012
2008-04-01,101.77,0.9067,1.5615,7.0116
2008-04-02,102.77,0.9134,1.5618,7.0185
2008-04-03,102.21,0.9152,1.5667,7.015
2008-04-04,101.75,0.9214,1.5735,7.015
2008-04-07,102.62,0.9274,1.5713,7.001
2008-04-08,102.55,0.9278,1.5705,7.0008
2008-04-09,101.83,0.9283,1.5804,7.0017
2008-04-10,101.71,0.9324,1.5744,6.991
2008-04-11,101.09,0.929,1.5796,7.006
2008-04-14,100.87,0.9229,1.5827,6.999
2008-04-15,101.33,0.9245,1.5801,6.9945
2008-04-16,101.4,0.9396,1.5978,6.992
2008-04-17,102.22,0.937,1.5924,6.984
2008-04-18,104.56,0.9294,1.5742,7.0065
2008-04-21,103.38,0.9418,1.5881,6.9996
2008-04-22,102.7,0.9458,1.601,6.989
2008-04-23,103.55,0.9488,1.5898,6.9895
2008-04-24,104.2,0.9395,1.5668,6.9955
2008-04-25,104.17,0.933,1.5634,7.0095
2008-04-28,104.3,0.9395,1.5648,7.002
2008-04-29,103.4,0.9347,1.5604,6.9845
2008-04-30,104.53,0.9419,1.5568,6.987
2008-05-01,104.04,0.9338,1.5458,6.9876
2008-05-02,105.33,0.9366,1.5431,6.987
2008-05-05,105.12,0.9454,1.5491,6.9815
2008-05-06,104.54,0.9481,1.5548,6.986
2008-05-07,105.28,0.9426,1.537,6.986
2008-05-08,103.87,0.943,1.5409,7.0
2008-05-09,103.01,0.9417,1.5447,6.9876
2008-05-12,103.83,0.9467,1.5536,6.9881
2008-05-13,104.41,0.942,1.5509,6.9889
2008-05-14,105.2,0.9348,1.5467,6.999
2008-05-15,104.61,0.9415,1.5492,6.9943
2008-05-16,103.86,0.954,1.5591,6.988
2008-05-19,104.55,0.9532,1.5516,6.97
2008-05-20,103.66,0.9599,1.5667,6.9725
2008-05-21,103.34,0.9644,1.5772,6.9592
2008-05-22,104.03,0.9552,1.5703,6.942
2008-05-23,103.22,0.9608,1.5784,6.9412
2008-05-26,,,,
2008-05-27,103.98,0.9588,1.5731,6.945
2008-05-28,104.69,0.9616,1.5628,6.9408
2008-05-29,105.52,0.9545,1.5527,6.9377
2008-05-30,105.46,0.9551,1.556,6.94
2008-06-02,104.41,0.9548,1.555,6.9325
2008-06-03,105.29,0.9545,1.5454,6.9341
2008-06-04,104.99,0.9605,1.5453,6.9633
2008-06-05,106.0,0.9567,1.556,6.946
2008-06-06,105.33,0.9603,1.5731,6.923
2008-06-09,106.06,0.9523,1.5718,6.923
2008-06-10,107.19,0.9448,1.5473,6.9248
2008-06-11,106.77,0.9487,1.5562,6.9095
2008-06-12,107.94,0.9342,1.5418,6.907
2008-06-13,107.92,0.939,1.5368,6.9044
2008-06-16,108.19,0.9404,1.5472,6.8911
2008-06-17,108.03,0.9428,1.5519,6.8954
2008-06-18,108.05,0.9441,1.5502,6.8821
2008-06-19,107.95,0.9499,1.5502,6.877
2008-06-20,107.42,0.954,1.5626,6.8796
2008-06-23,107.89,0.9507,1.5492,6.874
2008-06-24,107.76,0.9573,1.5591,6.8699
2008-06-25,108.29,0.954,1.557,6.8653
2008-06-26,107.29,0.9573,1.5738,6.863
2008-06-27,106.28,0.961,1.5749,6.8618
2008-06-30,106.17,0.9562,1.5748,6.8591
2008-07-01,105.73,0.9535,1.5778,6.8608
2008-07-02,105.87,0.9634,1.5869,6.8542
2008-07-03,106.79,0.9604,1.5708,6.8529
2008-07-04,,,,
2008-07-07,107.55,0.9531,1.5646,6.8567
2008-07-08,107.35,0.9533,1.5653,6.851
2008-07-09,107.12,0.9585,1.5744,6.8632
2008-07-10,107.03,0.9621,1.5771,6.843
2008-07-11,106.14,0.9674,1.5898,6.8338
2008-07-14,106.18,0.9721,1.5914,6.845
2008-07-15,104.78,0.9797,1.5923,6.8211
2008-07-16,104.64,0.9761,1.5847,6.8104
2008-07-17,105.82,0.975,1.5861,6.8189
2008-07-18,106.75,0.9728,1.5855,6.8168
2008-07-21,106.74,0.9749,1.5877,6.8271
2008-07-22,107.11,0.9715,1.5811,6.8248
2008-07-23,107.68,0.9636,1.5708,6.8279
2008-07-24,107.62,0.957,1.5657,6.8292
2008-07-25,107.89,0.9562,1.5687,6.8189
2008-07-28,107.49,0.9571,1.5747,6.8332
2008-07-29,108.19,0.9508,1.5588,6.8264
2008-07-30,108.17,0.9434,1.5559,6.8272
2008-07-31,108.1,0.9415,1.5589,6.8388
2008-08-01,107.59,0.9317,1.5567,6.8423
2008-08-04,108.23,0.9299,1.5569,6.8471
2008-08-05,108.2,0.9157,1.5468,6.8501
2008-08-06,109.39,0.9078,1.5409,6.8482
2008-08-07,109.44,0.9079,1.5341,6.8555
2008-08-08,110.09,0.8915,1.5047,6.8604
2008-08-11,110.08,0.8869,1.4958,6.8577
2008-08-12,109.78,0.8757,1.4905,6.8659
2008-08-13,108.71,0.8675,1.4895,6.8601
2008-08-14,109.75,0.8709,1.4856,6.86
2008-08-15,110.48,0.8676,1.4695,6.8649
2008-08-18,110.07,0.8712,1.473,6.8705
2008-08-19,109.68,0.871,1.4746,6.8599
2008-08-20,109.98,0.8712,1.4701,6.8529
2008-08-21,108.35,0.8785,1.4875,6.8405
2008-08-22,109.88,0.8689,1.48,6.8333
2008-08-25,109.11,0.8676,1.4803,6.848
2008-08-26,109.83,0.8561,1.466,6.78
2008-08-27,109.72,0.8553,1.4684,6.807
2008-08-28,109.56,0.8618,1.4685,6.8405
2008-08-29,108.69,0.8563,1.4669,6.8252
2008-09-01,,,,
2008-09-02,108.85,0.836,1.4522,6.8215
2008-09-03,108.18,0.8352,1.4489,6.8429
2008-09-04,107.76,0.8298,1.436,6.851
2008-09-05,106.96,0.8107,1.4273,6.84
2008-09-08,107.91,0.8151,1.4126,6.8438
2008-09-09,107.1,0.8081,1.4173,6.8381
2008-09-10,107.86,0.8036,1.402,6.835
2008-09-11,106.66,0.7978,1.3939,6.8465
2008-09-12,107.51,0.817,1.4172,6.781
2008-09-15,105.67,0.808,1.4175,6.8482
2008-09-16,105.11,0.7939,1.4155,6.8391
2008-09-17,104.71,0.7831,1.4215,6.829
2008-09-18,104.85,0.7989,1.4382,6.8375
2008-09-19,107.18,0.8288,1.4384,6.8355
2008-09-22,106.35,0.8441,1.4697,6.8306
2008-09-23,105.8,0.8385,1.4737,6.8114
2008-09-24,106.03,0.8366,1.4655,6.8233
2008-09-25,106.48,0.836,1.4643,6.815
2008-09-26,106.06,0.8292,1.4596,6.8431
2008-09-29,105.1,0.8125,1.4381,6.8431
2008-09-30,105.94,0.7904,1.4081,6.7899
2008-10-01,106.06,0.7937,1.4058,6.8485
2008-10-02,105.3,0.777,1.3854,6.842
2008-10-03,105.76,0.775,1.3816,6.8431
2008-10-06,101.26,0.7139,1.3508,6.842
2008-10-07,102.3,0.7216,1.3649,6.8171
2008-10-08,99.73,0.669,1.368,6.8171
2008-10-09,100.67,0.7015,1.3646,6.8202
2008-10-10,99.44,0.6531,1.3471,6.8357
2008-10-13,,,,
2008-10-14,102.17,0.7054,1.3658,6.8339
2008-10-15,101.47,0.6833,1.3567,6.835
2008-10-16,100.46,0.6708,1.3416,6.8332
2008-10-17,101.4,0.6907,1.3462,6.8332
2008-10-20,101.74,0.6969,1.3314,6.8299
2008-10-21,100.43,0.6813,1.3102,6.8337
2008-10-22,98.63,0.6698,1.2835,6.8341
2008-10-23,97.6,0.6657,1.2878,6.8354
2008-10-24,92.64,0.6165,1.2639,6.8432
2008-10-27,93.28,0.6073,1.2446,6.8521
2008-10-28,95.68,0.6252,1.2476,6.8385
2008-10-29,97.48,0.6683,1.2851,6.839
2008-10-30,97.47,0.6695,1.285,6.8408
2008-10-31,98.28,0.6574,1.2682,6.8388
2008-11-03,98.95,0.6823,1.2719,6.8373
2008-11-04,100.48,0.7005,1.3021,6.836
2008-11-05,98.95,0.6972,1.3039,6.8285
2008-11-06,98.04,0.679,1.2756,6.8245
2008-11-07,98.15,0.6726,1.2777,6.8255
2008-11-10,97.96,0.6755,1.276,6.8267
2008-11-11,,,,
2008-11-12,95.54,0.6449,1.2558,6.8293
2008-11-13,95.95,0.6402,1.2526,6.8291
2008-11-14,96.66,0.6627,1.2731,6.8236
2008-11-17,97.03,0.6562,1.2726,6.8264
2008-11-18,97.38,0.6575,1.269,6.8239
2008-11-19,96.75,0.6501,1.2595,6.8295
2008-11-20,94.98,0.6191,1.2525,6.834
2008-11-21,95.42,0.6254,1.2531,6.8302
2008-11-24,96.69,0.6501,1.289,6.8249
2008-11-25,95.53,0.6488,1.303,6.822
2008-11-26,95.46,0.647,1.2828,6.8282
2008-11-27,,,,
2008-11-28,95.46,0.6546,1.2694,6.8254
2008-12-01,93.71,0.6447,1.2634,6.8842
2008-12-02,93.64,0.6443,1.2724,6.8786
2008-12-03,93.25,0.6482,1.2669,6.8746
2008-12-04,92.78,0.6527,1.284,6.8817
2008-12-05,92.18,0.6343,1.2654,6.8812
2008-12-08,92.77,0.6644,1.2942,6.877
2008-12-09,92.44,0.66,1.2937,6.873
2008-12-10,92.94,0.6615,1.3024,6.864
2008-12-11,91.96,0.6779,1.3294,6.8513
2008-12-12,91.26,0.658,1.3349,6.842
2008-12-15,90.68,0.6713,1.3664,6.848
2008-12-16,89.98,0.6775,1.381,6.8448
2008-12-17,87.84,0.6967,1.4358,6.835
2008-12-18,89.81,0.6985,1.4298,6.8341
2008-12-19,89.48,0.6806,1.3875,6.844
2008-12-22,90.07,0.6832,1.3952,6.851
2008-12-23,90.57,0.6804,1.3966,6.848
2008-12-24,90.68,0.6826,1.3964,6.8355
2008-12-25,,,,
2008-12-26,90.65,0.6814,1.4062,6.8409
2008-12-29,90.2,0.695,1.4232,6.8447
2008-12-30,90.37,0.6906,1.4085,6.8295
2008-12-31,90.79,0.6983,1.3919,6.8225
2009-01-01,,,,
2009-01-02,91.12,0.7083,1.3946,6.8225
2009-01-05,93.2,0.7146,1.3576,6.83
2009-01-06,94.2,0.7187,1.3445,6.836
2009-01-07,92.7,0.7212,1.3718,6.833
2009-01-08,91.15,0.7071,1.3714,6.8342
2009-01-09,90.25,0.7063,1.3495,6.835
2009-01-12,88.92,0.6814,1.3347,6.8362
2009-01-13,89.65,0.6675,1.3198,6.8341
2009-01-14,89.28,0.664,1.3174,6.8347
2009-01-15,89.59,0.6558,1.3094,6.8363
2009-01-16,90.29,0.666,1.3244,6.8369
2009-01-19,,,,
2009-01-20,90.19,0.6574,1.2946,6.8403
2009-01-21,87.8,0.6495,1.287,6.8392
2009-01-22,88.64,0.6544,1.2955,6.837
2009-01-23,88.72,0.6522,1.2849,6.8392
2009-01-26,89.25,0.661,1.3123,6.8392
2009-01-27,88.99,0.6602,1.3159,6.8392
2009-01-28,88.87,0.6699,1.3244,6.8392
2009-01-29,89.77,0.655,1.2988,6.8392
2009-01-30,89.83,0.638,1.2804,6.8392
2009-02-02,89.86,0.632,1.2808,6.847
2009-02-03,89.09,0.6476,1.301,6.8399
2009-02-04,89.53,0.6499,1.2857,6.8335
2009-02-05,91.01,0.6539,1.2838,6.8355
2009-02-06,91.95,0.6715,1.2874,6.8338
2009-02-09,91.47,0.6834,1.3064,6.8392
2009-02-10,90.65,0.6589,1.2966,6.8241
2009-02-11,90.66,0.6549,1.2893,6.8332
2009-02-12,90.55,0.6507,1.2822,6.8345
2009-02-13,91.84,0.6595,1.2879,6.8392
2009-02-16,,,,
2009-02-17,92.17,0.6386,1.2571,6.8355
2009-02-18,93.81,0.6385,1.2547,6.8378
2009-02-19,94.09,0.645,1.2675,6.8348
2009-02-20,93.87,0.6419,1.269,6.8367
2009-02-23,94.63,0.6456,1.2747,6.8355
2009-02-24,96.6,0.6429,1.2742,6.8368
2009-02-25,97.33,0.6476,1.2731,6.8369
2009-02-26,98.55,0.6536,1.2764,6.8361
2009-02-27,97.74,0.6419,1.2662,6.8395
2009-03-02,97.17,0.6301,1.258,6.8438
2009-03-03,98.16,0.6388,1.2549,6.8413
2009-03-04,99.34,0.6499,1.2607,6.8432
2009-03-05,98.32,0.6408,1.2565,6.8406
2009-03-06,97.88,0.6408,1.2674,6.8395
2009-03-09,98.87,0.6311,1.2636,6.8398
2009-03-10,98.39,0.6473,1.2752,6.841
2009-03-11,97.74,0.6497,1.2774,6.8399
2009-03-12,97.86,0.6473,1.2799,6.8383
2009-03-13,98.04,0.6576,1.2891,6.838
2009-03-16,98.17,0.6611,1.2997,6.8381
2009-03-17,98.85,0.6591,1.2972,6.8369
2009-03-18,98.08,0.6589,1.311,6.8347
2009-03-19,93.85,0.6927,1.373,6.824
2009-03-20,96.18,0.6892,1.3566,6.8277
2009-03-23,97.3,0.6994,1.3569,6.8335
2009-03-24,97.86,0.7017,1.3524,6.8294
2009-03-25,97.7,0.7009,1.3539,6.8304
2009-03-26,98.47,0.7022,1.356,6.832
2009-03-27,97.99,0.6946,1.3306,6.831
2009-03-30,97.44,0.6788,1.3146,6.836
2009-03-31,99.15,0.6925,1.3261,6.8329
