,DEXJPUS_return,DEXUSAL_return,DEXUSEU_return,DEXCHUS_return,DEXUSUK_return,DEXCAUS_return,DEXMXUS_return,DEXSZUS_return,DTWEXBGS_return
1999-01-27,0.013943699026571998,-0.005075337034099903,-0.008292303705623283,-2.416042522368489e-05,-0.006029544769369899,0.0009868421052632304,-0.004892367906066619,0.010237923576063457,
1999-01-28,0.006400276768725011,-0.002391200382591996,-0.0074906367041197575,0.0,-0.0009099181073703999,0.003154781465658729,0.0007374631268437515,0.010919212103911002,
1999-01-29,-0.003093846682708845,0.006232023010546595,-0.0021061869240894815,0.0,-0.0007893139040680008,-0.011007010417349083,-0.002505526897568222,0.00021178962230838927,
1999-02-01,-0.00784482758620686,0.006193425440686129,-0.005980124879078286,-3.624151344550075e-05,-0.002855927568815697,-0.0006624710168930958,-0.0031520882584712417,0.0045172219085263254,
1999-02-02,-0.025805891041793316,0.010258838383838231,0.002211802176413258,0.0,0.0012187690432663434,0.0025853496851175883,-0.0024703557312251156,-0.008501967397414267,
1999-02-03,0.0030324652158399967,0.0021871582565222702,0.0009710451977400503,1.2080942313419385e-05,-0.0033475349969568358,0.0007273208145994747,0.002971768202080227,0.0017008007937069358,
1999-02-04,-0.003823581717944058,0.011691348402182555,-0.0029103095511067156,0.0,0.001221374045801582,-0.013544763792533887,-0.0009876543209876854,0.002476123098691163,
1999-02-05,0.009908060340980018,0.004160246533127854,-0.0020343180612064637,0.0,-0.0015248551387617715,-0.0033489618218353057,-0.0024715768660406034,0.00021171489061400095,
1999-02-08,0.010959872724058739,0.0004603345097438094,0.0011521758397587956,0.0,0.0006108735491752171,-0.0003360215053762605,0.00024777006937548585,0.00014111338460454093,
1999-02-09,0.00034971148802243057,-0.00797546012269934,0.0003541076487252326,0.0,-0.0015262515262515208,0.004033613445378226,-0.001238543472875775,0.0005643738977072488,
1999-02-10,0.0002621919244887305,-0.002319109461966673,0.002743362831858498,0.0,-0.003974319779883828,0.0005356545028456505,-0.0016865079365079305,-0.00705069449340745,
1999-02-11,0.002184359982525086,0.006508600650860119,-0.002471096990556809,0.0,-0.0028238182934314793,-0.0036137321822927726,-0.0060618105932624955,0.005041539444720522,
1999-02-12,-0.003312990409764738,-0.004926866820631259,-0.0018579138281872298,0.0,0.004124599852252997,0.002417892403788091,-0.005198960207958514,0.0002119542178888878,
1999-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1999-02-16,0.03289013296011212,-0.012842333281757656,-0.008243219287360493,0.00013288876002715,0.0003678499172337091,0.005025125628140836,-0.0027638190954774045,0.009394645758282083,
1999-02-17,0.008045392953929476,-0.006896551724137834,0.0036643131647153826,0.0,0.0012870012870012104,-0.0003333333333332966,-0.0038800705467371133,-0.0030090972708187724,
1999-02-18,0.006636982273376502,0.0022095959595958004,-0.000623330365093433,0.0,0.0,-0.008136045348449472,0.00010117361392136814,0.00021057064645191303,
1999-02-19,0.009848105491570669,0.003937007874015741,-0.013187204847188938,0.0,-0.005080181172726128,0.0021515497882067525,0.005058168942842833,0.014877192982456044,
1999-02-22,-0.005371900826446341,0.0039215686274509665,-0.0034311512415350354,0.0,-0.0010458320516764097,0.004495135860449695,-0.0005032712632109249,0.0014520813165537216,
1999-02-23,0.009140008309098446,-0.0012500000000000844,-0.003986590559028724,0.0,-0.006158393890873248,0.0002003740315255076,0.002014098690835908,0.0008285576192779143,
1999-02-24,0.003705228489090162,-0.012046307884856167,-0.0019103065587191548,0.0,-0.00979055645061333,0.0010016694490817546,-0.0012060301507536009,0.0017247326664366902,
1999-02-25,-0.021657095980311736,-0.006809184481393449,0.008749544294567979,2.415838235458878e-05,0.005006257822277815,0.004002668445630242,0.005735560474944501,-0.012052341597796001,
1999-02-26,-0.004695623008552752,-0.010682397959183576,-0.006595590892663594,1.207889937071549e-05,-0.00205479452054802,0.0026578073089700283,-0.005852926463231434,0.010456605088881021,
1999-03-01,0.009182813816343671,-0.004190169218372342,-0.009458844929513432,2.4157506945288176e-05,0.0019342359767891004,0.00994035785288272,-0.002163739747396143,0.008623663332183451,
1999-03-02,0.005676600717922975,0.004207800614986379,0.003672757322559894,-3.623538506125623e-05,0.0047951176983436206,-0.002624671916010457,0.0036308623298033638,-0.002599179206566382,
1999-03-03,0.010043994355441344,0.0040290088638195165,-0.003933766352575252,0.0,-6.197706848465323e-05,0.004473684210526185,0.0014068937795195247,0.0019201755589084435,
1999-03-04,0.014957264957264904,0.0019261637239165186,-0.005878030859661987,-7.247339622418192e-05,-0.004276682781703123,-0.0008514540214827893,-0.0030105368790767084,0.006160164271047153,
1999-03-05,-0.007530364372469678,0.006888817686638848,0.0017553584626754937,1.207977483286271e-05,0.0004979769685651281,-0.005768600458866069,-0.00593860090588838,-0.0009523809523810378,
1999-03-08,-0.00685322672758415,0.0031821797931583795,0.005164622336991664,2.4159257827838232e-05,0.0007465936663970663,-0.00145051757104242,-0.003847711624139327,-0.0050388124744653595,
1999-03-09,-0.0027109176045345684,0.008247422680412564,-0.002385539957794447,6.03966854297866e-05,0.003916692570718139,0.0015846814130076048,-0.004421630412685507,0.004311524774158304,
1999-03-10,-0.01285008237232288,-0.0011011483404121947,0.008093442472179024,-3.623582273426518e-05,0.007369333663611588,0.004680598589228202,0.0005615396395937111,-0.0074275979557070215,
1999-03-11,-0.0022530040053405642,0.0023622047244094,-0.002645744001459782,1.2079045272228583e-05,0.00018442245035954485,-0.001312335958005284,-0.005102040816326592,0.00816971028422353,
1999-03-12,-0.00485071506230661,-0.0007855459544382493,0.00036589828027810967,0.0,0.003995082974800113,0.000985545335085547,0.0020512820512819108,-0.005243445692883819,
1999-03-15,-0.01084124716362711,-0.007075471698113289,-0.000548646671543418,0.0,-0.0068564432200795,0.0033475549721035947,-0.008188331627430934,0.0035596933187294066,
1999-03-16,0.00033984706881895477,-0.0087094220110846,-0.0013723696248857387,0.0,0.001047894963940088,-6.541933795634058e-05,-0.0010319917440659854,0.0003410641200545239,
1999-03-17,0.0034822490232717662,0.0020766773162939067,0.009161704076958266,-1.207889937071549e-05,0.0038177339901477314,-0.004121687929342421,0.0003099173553720025,-0.012410501193317436,
1999-03-18,-0.00524756665256032,0.004463574047505192,-0.00226963231956423,0.0,-0.0007361059992639918,-0.0023649980291683415,-0.00444077248786523,0.003521369881930525,
1999-03-19,-0.004084063643325142,0.0004761149023964073,-0.006096451319381191,6.039522636114292e-05,0.0007980356046655146,-0.0018438035032265487,0.0036307053941908585,0.00591715976331364,
1999-03-22,0.00931225971806926,0.005076142131979822,-0.0007323995239404413,-1.2078315799635142e-05,-0.00141078329141886,-0.005277741126797686,0.004134366925064414,0.001367989056087593,
1999-03-23,-0.001015744032503818,0.007260101010100994,0.00027485112230896114,3.62353850615893e-05,0.0056511056511057145,-0.0008621833134367929,-0.0046320123520329215,-0.0036885245901639996,
1999-03-24,-0.0056770038976444726,0.0018802883108743895,0.00027477559992661327,1.2078024035133694e-05,0.002321035914976788,-0.0016594756057085602,0.0018097207859359976,-0.0007541478129712287,
1999-03-25,0.005965061780996983,-0.004848295276821957,-0.004578335317278692,2.415575631675715e-05,-0.005850091407678226,0.0043218085106382365,-0.004387096774193577,0.0072727272727273196,
1999-03-26,0.019059720457433205,-0.001728744303001739,-0.011774445773157893,2.4155172830164773e-05,-0.006681377957582391,0.0019860973187686426,-0.005702436495593544,0.011170901164770708,
1999-03-29,-0.004322527015793831,-0.004565491183879167,-0.002513264451270536,-3.623188405788014e-05,-0.004011107682813875,-0.0006607201850017397,-0.00792492179353499,0.0021556079488043167,
1999-03-30,0.0026715645349806305,-0.008382097105804176,0.001493094438222986,3.623319685486237e-05,-0.0015489467162330683,0.0,0.002732814799243144,0.0008738320898031837,
1999-03-31,-0.01390507910074923,0.011164274322169154,0.007081625046589712,0.0,0.0015513496742167732,-0.0021818181818180626,-0.001991614255764995,-0.007723304231027628,
1999-04-01,0.014861099383602028,0.00220820189274451,-0.0024056254626202422,-4.830917874387719e-05,-0.004770755885997513,-0.00457195865359139,-0.00036760844449124086,0.0023688663282572797,
1999-04-02,0.0034112654962974442,-0.0014164305949008194,0.0,-2.4155756316646126e-05,-0.0024901948577475963,-0.00366105305198694,-0.0007880220646178104,0.0,
1999-04-05,0.011608623548922115,-0.004728132387706863,-0.0070487850120571904,1.2078169915774595e-05,-0.000499282281720137,0.0002672367717799773,-0.003680336487907443,0.00688723835246452,
1999-04-06,-0.010327868852459066,-0.005542359461599311,0.012329534840276546,2.4156048070489433e-05,-0.005931938807367976,0.004207854662035881,0.0021108179419524475,-0.01254023605150223,
1999-04-07,0.004969355640218831,-0.001273885350318471,-0.00498246909023814,0.0,0.0034547738693466723,-0.0019953441968740826,0.00031595576619269927,0.00556876061120537,
1999-04-08,-0.0040382396571617685,-0.004464285714285698,0.004729228486646697,2.4155464569908247e-05,0.006760563380281859,-0.0013328890369876945,-0.0008422825858074301,-0.005605456878503445,
1999-04-09,0.001985932974762239,0.008327994875080291,-0.004522381172127332,-2.4154881097526726e-05,-0.0009326618168252754,0.002535869202535901,0.010221285563751348,0.007334963325183574,
1999-04-12,-0.007845404244776644,0.0074650571791612386,0.005191915445948547,0.0,0.0036718944485933935,-0.00519203887372699,-0.0028163137582141173,-0.002494606256742249,
1999-04-13,-0.00083236224404859,0.003468390351568651,-0.005718502121379809,0.0,0.0004960625038754607,-0.003144864503178302,-0.005230125523012608,0.007096992227103804,
1999-04-14,-0.009580139953348943,0.0020424194815398256,-9.276437847860475e-05,-3.623319685486237e-05,-0.0006817477533311855,0.0020808162169418942,0.0,-0.0014093959731543704,
1999-04-15,0.0012616704516781319,-0.002978990279084326,-0.005751925039428452,-6.039084957853991e-05,-0.0013024063507814931,-0.0014066581820617596,0.003154574132492094,0.006317628872908099,
1999-04-16,-0.009912634408602239,0.01682654505425374,-0.0027059811514417165,-2.4157798741319958e-05,0.0005589020679375167,-0.002884357392004322,-0.0010482180293500676,0.0013357376611233818,
1999-04-19,0.0011030035635499758,0.008042066192391006,-0.007485029940119792,0.0,-0.0022964250248261875,-0.002152707702657186,-0.015949632738719743,0.00693657039951967,
1999-04-20,0.0016103059581320522,-0.0065971156796564845,0.002073906485671184,-4.831676470951063e-05,0.0037325038880249295,0.005865300343827817,0.0039454041373425675,-0.002119626415844289,
1999-04-21,0.013369436452868477,-0.0009266409266408537,-0.001693320790216446,0.0,-0.003780601177564291,-0.0016756032171580948,-0.004832713754646667,0.0009956853634252028,
1999-04-22,0.0006680026720107257,0.005874169114236993,-0.0013192612137201687,0.0,0.0026751275351499793,-0.0057066129573681845,-0.0033619723571163274,0.0009946949602122057,
1999-04-23,-0.004839786381842459,0.0013831258644536604,0.0033968673334590083,1.207977483286271e-05,0.003288453186076845,-0.0027008777852801646,-0.005140286999357424,-0.0015899304405432302,
1999-04-26,-0.0010900553412712677,-0.004297114794352241,-0.0041376716193342045,0.0001087166602240508,-0.003525046382189312,0.0014895057549086932,0.002691065662002279,0.004047508459956273,
1999-04-27,0.009233610341643717,0.002620221948211876,0.0055712936732768,1.2078315799746164e-05,0.003971948116427759,-0.00027041644131975406,0.001964573268921077,-0.003106000528681041,
1999-04-28,-0.009149130832570962,0.0052267486548809305,-0.0030988825241805573,-3.623450974721276e-05,-0.0017926686035729666,-0.0012172031376790349,-0.003567869885249486,0.003447132913490192,
1999-04-29,0.0010912448585580492,0.006728857623489848,-0.0023549359457424313,3.62358227343762e-05,-0.002662868466683177,-0.00677048070413,-0.0036559139784947403,0.0035013542974169365,
1999-04-30,0.0014254569847391707,0.005620537748746823,-0.0025493343404776603,-4.8312679662876334e-05,-0.0012418503570319483,-0.006271301976823462,-0.002536153680120945,0.004410796576695297,
1999-05-03,0.005944904965251574,0.0030211480362538623,0.0006626277925028123,0.0,-0.00012433944668943653,-0.00452737000960346,0.0022180146064376682,-0.0003277184243298814,
1999-05-04,0.0066588979523889424,-0.0022590361445784524,0.0020811654526535772,-1.2078753472644088e-05,0.007896536715786828,0.0019294377067253787,0.0015113893986828941,-0.005376344086021501,
1999-05-05,-0.0002480568877128997,-0.0016603773584905612,0.012366657226470457,0.0,0.007834669956816809,0.001237964236588729,0.005443570119650909,-0.01285431773236645,
1999-05-06,-0.0011578860309321426,0.011490777139401276,0.005128683327116912,-3.623669811203545e-05,0.0024484299442981694,-0.00020607226267344014,0.0010720986330741145,-0.0036727879799666185,
1999-05-07,8.280202036936579e-05,0.002840059790732541,0.00018554596901387832,-3.62380112580718e-05,-0.0016486535995603457,0.0020611473720371087,0.0010174029451137656,-0.0006702412868632157,
1999-05-10,-0.0008279516476237259,-0.0031301237144136795,0.0005565346442815144,4.831909933211698e-05,-0.003058103975535187,0.0013712718546452507,-0.005188830640847186,-0.001006036217303885,
1999-05-11,0.002320185614849146,0.0035885167464115852,-0.006211180124223503,-6.039595588691604e-05,-0.005214723926380338,-0.004587470044505215,-0.004624401785234267,0.006915072171869818,
1999-05-12,-0.0008267195767195368,-0.006257449344457711,-0.005037313432835866,1.2079920755692086e-05,-0.001356768424298438,0.00481496767093148,0.007401004807952027,0.0018002400320042966,
1999-05-13,0.006701969220585857,0.0013493253373313419,-0.0037502343896493873,-6.039887416509071e-05,-0.00018526523806583484,-0.0006845564074480226,-0.006059631059631032,0.003660565723793807,
1999-05-14,0.007972384318237768,-0.004641413385237492,0.0022586109542630517,7.248302689122355e-05,-0.0009264978381717803,0.002534593779969896,0.010790396547073033,-0.001458885941644561,
1999-05-17,0.005136986301369717,0.002105896510228744,0.0020657276995303953,1.2079628913808094e-05,0.0011128284389489984,-0.00204988042364207,-0.0005337603416064596,-0.0029884446805684695,
1999-05-18,-0.00024336821611103954,0.006454518162713807,0.0,6.039741499064277e-05,0.0006175507935528568,0.00013693940431380724,-0.006675567423230944,0.0011323519616330824,
1999-05-19,0.009818240830899105,-0.010738255033557076,-0.002904797601199327,-8.455127430850862e-05,-0.0017280750478306794,0.003696857670979492,0.001290322580645098,0.0013306719893546592,
1999-05-20,-0.0024106066693451167,-0.0034675109301974816,-0.0010337374306926828,-3.62393244989212e-05,-0.003276661514683088,-0.00020462451401670467,0.0030068728522336663,0.0021926910299003843,
1999-05-21,-0.002013693113169568,-0.0022692889561272134,-0.004985888993414678,0.0,-0.006326758466691507,-0.004297994269340966,0.0032119914346895317,0.006099582311211327,
1999-05-24,-0.0026634382566587123,0.0,0.0015127162711541242,6.040106305849058e-05,-0.0026217228464419096,-0.0024665981500514578,0.0032017075773747017,-0.003953871499176254,
1999-05-25,-0.0055838795824229015,-0.0022744503411674666,-0.0005664117813649616,4.831793199255863e-05,0.0026912004005508194,0.0030221855896694905,0.01569148936170195,-0.004300363876943547,
1999-05-26,-0.006917317708333259,-0.013373860182370856,-0.01095683385283841,1.207889937071549e-05,-0.003620248423943595,0.008012052318016938,0.012306886619533941,0.011295681063123064,
1999-05-27,-0.006227976727034346,-0.0010782501540358425,-0.0030560595931619083,-2.4157506945177154e-05,-0.00037586919751930736,0.0023777173913044347,0.009311950336265085,0.002956636005256197,
1999-05-28,-0.0032159643770099944,0.00663068619892071,-0.001628508477823587,-2.4158090544457167e-05,0.00394811054709554,-0.0020332090816672643,0.0038441824705279792,0.0009826400262038515,
1999-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1999-06-01,-0.0010754467240238208,-0.017310049019607976,0.002590673575129543,-6.0396685430008645e-05,0.00811485642946308,0.007130730050934009,0.0017870819504723912,-0.003272251308900631,
1999-06-02,0.0032298136645962927,0.004676539360872978,-0.00880467030337817,7.248040009177892e-05,-0.004643962848297267,-0.001685772083614423,-0.0035677879714577365,0.008864084044648779,
1999-06-03,0.002971768202080227,0.004965089216447005,-0.00019310611180844983,-3.623757353221624e-05,-0.0012441679626750135,-0.002499155690645072,-0.012020460358056262,0.0006508298080052377,
1999-06-04,0.004032921810699586,0.01204261232051862,-0.0027040077257365347,-3.623888674131326e-05,0.0011834319526626835,-0.0048754062838568535,-0.004400724825265434,0.0006504065040648932,
1999-06-07,-0.005574227395688136,0.004271548436308281,-0.0030018398373194977,0.0,-0.003981585168595259,0.0026537833424060686,-0.012220488819552733,0.002599935001625031,
1999-06-08,-0.011787981205176878,0.0004557192769254481,0.013791763791763723,-2.4160133363926306e-05,0.002498438475952547,-0.002375296912114022,0.00026322716504334487,-0.011345218800648316,
1999-06-09,-0.005672339005672322,-0.00015183723048894926,0.0011496455259627503,-1.208035854527445e-05,-0.003052959501557595,0.0015646258503401178,0.006842105263157761,0.0,
1999-06-10,-0.002936241610738355,0.006074411541381997,0.0025837320574164657,-1.2080504481870591e-05,6.249609399411327e-05,-0.006995856822658464,0.003659174072138116,-0.0006557377049180024,
1999-06-11,-0.005973916701724757,0.0027169811320755244,0.0037224396296648976,0.0,0.005186851643544488,-0.001367989056087593,-0.005729166666666674,-0.0029527559055118058,
1999-06-14,0.0191298459454885,-0.001956947162426559,-0.009509319132750105,-1.208065042224149e-05,-0.0006216972334474047,0.0005479452054795164,0.003928758512310004,0.006910167818361179,
1999-06-15,0.00191029900332218,-0.007541478129713397,0.00038402457757302777,6.040398183060347e-05,-0.007776049766718529,0.0030805038335157686,-0.0069919123402034655,0.0009803921568627416,
1999-06-16,-0.004973887092762919,-0.0022796352583587254,-0.011708253358925114,-6.040033340992679e-05,-0.0055172413793103114,-0.004640687913737951,-0.005569859702590385,0.011557296767874536,
1999-06-17,-0.004665500291593738,0.0015232292460014563,0.003010293260827135,-1.208079636605408e-05,0.003971756398940762,0.0017140898183065634,-0.00882430647291954,-0.0023883294603664895,
1999-06-18,0.008454005189587388,-0.006387832699619733,0.0037757769387163354,-1.2080942313419385e-05,-6.279434850864352e-05,0.0023956194387404484,-0.0014926964495147743,-0.002782271109673329,
1999-06-21,0.014940239043824688,-0.003826725853359747,-0.004340277777777679,4.8324353057571656e-05,-0.0021351419241396608,0.0055991806077160255,0.002936465563267543,0.002984687256683216,
1999-06-22,-0.004906771344455274,0.0041487400122923734,0.0,3.624151344583382e-05,0.0003146633102579788,-0.0014938548244720629,-0.003673143465530937,-0.0001940742657523531,
1999-06-23,0.003040762656147278,0.0050497322111706655,-0.0006780974522909711,3.624020004577844e-05,-0.006794589493551384,0.0020401224073445245,0.003953836289805501,0.0014881915237787702,
1999-06-24,-0.0018025399426464528,0.0021315468940314997,0.0054284606436600935,-6.0398144568818424e-05,0.002913789827072799,-0.0016966406515099841,0.007982969664715345,-0.005362449928931423,
1999-06-25,-0.004514487400475997,0.005469462169553463,0.007327419976860927,-4.8321434180320644e-05,0.003789553464283557,-0.004622705642420177,0.0024287222808869746,-0.006820396232543158,
1999-06-28,0.0001649076517149517,-0.005741915986702928,-0.007178407350688976,6.0404711567541014e-05,-0.00446737557415211,0.0036197240814097587,-0.0010534077741493064,0.008240680183126292,
1999-06-29,-0.004039571310799683,0.0,-0.0034705485394774804,7.248127567049956e-05,-0.002591328529895076,0.004423273222184276,-0.0069070969102604796,0.005124545926310287,
1999-06-30,0.0010760698617664488,0.00471124620060781,-0.002611976395472726,1.2079337085912911e-05,-0.0010138774475635381,-0.0016937669376693165,0.002707724980090198,0.0038722168441431837,
1999-07-01,0.00041342814618827717,0.008168204507638777,-0.007177497575169611,-1.207919117729439e-05,0.0,-0.002850356294536782,-0.006936354971936898,0.00867888138862094,
1999-07-02,0.0011571204231755061,0.005701425356339218,0.0007815552950369842,-1.2079337086134956e-05,0.0017126546146526422,-0.0032668617709114,-0.0018661690215941995,-0.000764818355640462,
1999-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1999-07-06,0.006687030463138788,-0.006862598836341993,0.00048809058961341023,-3.623844899425244e-05,-0.006585612968591725,0.0027313076135200287,-0.003739316239316226,-0.0017859420844495988,
1999-07-07,0.002050188617352733,-0.002553702869160124,-0.0024392623670601576,1.2079920755692086e-05,-0.005481896991330948,0.0010214504596528506,0.004182305630026972,0.002555910543130979,
1999-07-08,0.0031099107946639393,0.0022590361445782303,-0.0025430359937401725,-2.4159549665947466e-05,-0.0016023586719651206,-0.0001360544217686721,-0.0030969671080735006,0.002613129381771717,
1999-07-09,-0.0016317206494247394,-0.0015026296018031404,-0.001176701313983175,-4.8320266727963634e-05,-0.003980227258136959,0.002517349299224314,0.0034279592929833402,0.002797024982518659,
1999-07-12,-0.0012257906349596448,-0.003762227238525151,-0.0046141763204397,-1.208065042224149e-05,0.00277151144054133,0.005225653206650804,0.00939468346322192,0.0033597464342314254,
1999-07-13,-0.0068728522336769515,-0.004078549848942625,0.0036492750764376414,-1.208079636605408e-05,0.0005142049106567903,0.0010802052389953243,0.0,-0.0032221379833206054,
1999-07-14,-0.0065908716427747205,-0.0001516760200211964,0.0038325471698112956,3.62428269404802e-05,0.004432738018758764,-0.0011464796331264182,-0.012691697514542466,-0.0038030043734550434,
1999-07-15,-0.0007463924365567198,0.005157766990291135,0.0004894762604013003,-3.624151344550075e-05,0.0019187719859290464,0.0010127607859022891,0.0010712372790573355,-0.00044537761659357855,
1999-07-16,0.0040667275292556315,-0.0036220947781466784,-0.0016634050880626194,-2.4161884626949792e-05,-0.0027449728694541875,-0.00040469445568591667,0.001391118245050782,0.00222788033099941,
1999-07-19,-0.014878492312778935,-0.013177824901545065,0.0,0.0,0.0005120983228779075,0.006612685560053899,-0.005930754434708252,-0.00044458558272464366,
1999-07-20,-0.0020137606981037726,-0.004911742133537955,0.02126825443497027,4.832493687545458e-05,0.004478566858605371,-0.0002010993430754393,-0.00037624294544480463,-0.02115897826915747,
1999-07-21,-0.005801244324869614,-0.0012339966065093577,0.010172744721689053,-4.8322601688743916e-05,0.004203821656050932,0.006436473348977678,0.004946768469727969,-0.008958130477117798,
1999-07-22,-0.00828752642706132,-0.0013899613899613916,-0.001615048451453549,0.0,0.004376506406190472,0.0009326493904469046,0.0040128410914928025,0.0011790135586560169,
1999-07-23,-0.006480770870640362,0.0021651716671822197,-0.0011418783899513896,-1.2081234218808135e-05,-0.00347331859804223,0.003394342762063296,0.0005861977084997694,0.0005888125613346951,
1999-07-26,0.001287443137927946,-0.0010802469135803294,0.014670858340477988,-2.4162760353885204e-05,0.00792141951837766,0.00172459538339087,0.002556455048998929,-0.014711651628089517,
1999-07-27,-0.0036859249099947533,-0.004634636181059748,-0.002253309548399196,0.0,-0.0006287331027979848,0.002185141040921712,-0.004728006799830098,-0.0002654456168291741,
1999-07-28,-0.000516217843930189,-0.00015520720161410484,0.0015996988802107204,0.0,0.0025165146272412287,-0.0016518004625042382,0.001334400854016593,-0.002987056090275386,
1999-07-29,-0.008435912886287422,0.008227258615336908,0.0070462232243517775,3.624501631027677e-05,0.012237213680577286,-0.0016545334215750662,0.003731343283581934,-0.007989347536617841,
1999-07-30,-0.004253841479295084,0.004157043879907674,-0.0023323071182014266,1.2081234218808135e-05,0.004773713577185479,-0.0009943652635068245,-0.0015932023366966863,0.001677852348993314,
1999-08-02,-0.0016564952048823134,-0.003373198405397071,-0.0030858425285205104,-4.83243530577937e-05,-0.003825507496760694,0.0005972130059721525,0.0,0.004690117252931447,
1999-08-03,0.005152388437690947,0.005384615384615321,0.0017821967920457205,3.624501631027677e-05,0.0024775472282441147,-0.008687578751906733,0.005851063829787284,-0.0013337779259753324,
1999-08-04,-0.007819287576020795,0.007651109410864665,0.008052434456928825,1.2081234218808135e-05,0.000926784059314123,-0.003344929087503279,-0.0013220518244314583,-0.007545909849749677,
1999-08-05,-0.0019264448336252515,-0.0060744115413818855,0.002507895225710488,0.0,-0.00012345679012359945,0.003289032084843546,0.005030447445062203,-0.0038352846184901423,
1999-08-06,0.0054395507983855396,-0.002139037433155022,-0.002131010840359493,-1.2081088264448425e-05,-0.003148536856401929,0.005887469057336059,0.0005268703898839711,0.00391759540695702,
1999-08-09,0.006719022687609266,-0.004746593171030433,-0.007056638811513527,1.2081234218808135e-05,-0.009103858301851675,-0.000598603259062247,-0.0011585044760399343,0.007333647312117497,
1999-08-10,-0.008061021062668039,0.0018461538461538307,0.00542360201982417,-2.4162176528785828e-05,0.011249999999999982,-0.0017303340875814976,0.003268663011387618,-0.0051429334758215095,
1999-08-11,0.005767214260747888,-0.004146191646191677,-0.00855654761904745,0.0,-0.0045117428924599245,-0.006133333333333435,-0.0098791382028377,0.008660624370594006,
1999-08-12,0.0057341442224154715,0.0015420200462605838,-0.002251407129455818,-1.208138017683158e-05,-0.0010554417334078803,-0.003689294338609983,-0.007111771574142889,0.0023961661341853624,
1999-08-13,-0.0008638562543193951,0.003387220939183866,-0.0063933809702897415,-1.2081526138518761e-05,-0.002050963331261757,-0.004914832020467275,0.003581355569809652,0.006440903054448999,
1999-08-16,-0.0071762061213902495,-0.003068896731624804,-0.0010408781226342034,4.832668841370236e-05,-0.0028647941707665714,0.0023680649526387487,-0.0029294274300931678,0.0010556178663323479,
