,AUD/CAD,AUD/CHF,AUD/CNY,AUD/EUR,AUD/GBP,AUD/JPY,AUD/MXN,CAD/CHF,CAD/CNY,CAD/EUR,CAD/GBP,CAD/JPY,CAD/MXN,CHF/CNY,CHF/EUR,CHF/GBP,CHF/JPY,CHF/MXN,CNY/EUR,CNY/GBP,CNY/JPY,CNY/MXN,EUR/GBP,EUR/JPY,EUR/MXN,GBP/JPY,GBP/MXN,JPY/MXN
1999-01-15,0.41465009810333553,0.45992020311933257,0.07657929701654789,0.5469761021482185,0.3842424242424243,0.005552149925562659,0.06161321671525754,1.10917664127675,0.18468414059669042,1.3191269088085582,0.9266666666666666,0.013389964094929502,0.14859086491739554,0.16650561662036478,1.1892847899232164,0.8354545454545456,0.012071985287678432,0.13396501457725948,7.14261064619101,5.017575757575758,0.07250197040021018,0.8045675413022353,0.7024848484848485,0.010150626149400124,0.11264334305150633,0.014449601541290831,0.16034985422740525,11.097181729834793
1999-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-19,0.4172657168997516,0.4642961023851076,0.0771256356674357,0.5499569336778639,0.3858006042296072,0.0056126933895921235,0.0621713729308666,1.1127108784176847,0.18483578339594378,1.3180017226528855,0.9245921450151058,0.01345112517580872,0.1489970788704966,0.1661130370710377,1.1844961240310077,0.8309365558912386,0.012088607594936709,0.133904576436222,7.130663221360896,5.002235649546828,0.07277338255977496,0.8061051606621228,0.7015105740181269,0.010205696202531646,0.11304771178188901,0.01454817158931083,0.1611489776046738,11.076923076923078
1999-01-20,0.4202022855641666,0.4602215508559919,0.0772789312848015,0.5527429805615551,0.3885346450476711,0.0056394887615689735,0.06275625306522806,1.0952380952380951,0.18390887898443067,1.3154211663066955,0.9246371530940669,0.013420890260026443,0.14934771947032857,0.16791680255100194,1.201036717062635,0.8442339223902351,0.01225385632437197,0.13636096125551742,7.152570194384449,5.027691747130625,0.07297576024680476,0.8120745463462481,0.7029209935021558,0.01020273248126928,0.11353604708190289,0.014514764213309828,0.1615203531142717,11.128003923491908
1999-01-21,0.4220389310458594,0.46163839769036447,0.07725664037492903,0.5524747343871469,0.38726083797529665,0.005622857142857142,0.06215743440233236,1.093828942619993,0.183055719962797,1.3090610693616656,0.9175950593364012,0.013323076923076924,0.14727891156462586,0.16735315078090082,1.196769456681351,0.8388835069023977,0.01218021978021978,0.134645286686103,7.151161786300424,5.012654395737467,0.07278153846153847,0.8045578231292518,0.7009566480988133,0.010177582417582418,0.11250728862973762,0.01451956043956044,0.16050534499514094,11.054421768707483
1999-01-22,0.417906517445688,0.4590353604743655,0.07667870559387344,0.548091866689691,0.38333333333333336,0.005536851286524204,0.06222004410683656,1.0984163713934485,0.1834829139840796,1.3115178725608703,0.9172705314009661,0.013249018752725685,0.14888507718696395,0.16704313479169433,1.194007943360387,0.8350845410628019,0.01206192760575665,0.13554520950747365,7.147901916767399,4.999214975845411,0.07220846053205408,0.811438372947807,0.6993961352657004,0.010102049716528564,0.11352119578534671,0.014443959877889226,0.16231315853957362,11.23744180347954
1999-01-25,0.4163531973866561,0.45641322433625114,0.07621037881716275,0.545478125540377,0.38090925556964317,0.005543936731107206,0.06167155425219941,1.0962164508427983,0.1830426169308079,1.310133148884662,0.9148704944756385,0.013315465729349737,0.14812316715542523,0.1669767104754542,1.1951409303129863,0.8345710318179074,0.012146748681898068,0.13512218963831868,7.157530693411723,4.99812835838918,0.07274516695957821,0.8092277614858259,0.698303447443096,0.010163444639718806,0.11305962854349952,0.014554481546572936,0.16190615835777125,11.124144672531768
1999-01-26,0.4148026315789473,0.4545782263878875,0.07616574051703309,0.5446143214995249,0.3801627977087729,0.005529246689467683,0.061692759295499014,1.095890410958904,0.18361923169847788,1.3129480867236762,0.9164908049442266,0.013329825484521617,0.1487279843444227,0.16755254892486107,1.1980651291353546,0.8362978595116068,0.012163465754625976,0.1357142857142857,7.150384382828022,4.991257160084413,0.07259493115846707,0.8099804305283758,0.6980403979499548,0.010152591423309655,0.11327788649706456,0.014544418135578357,0.162279843444227,11.157534246575342
1999-01-27,0.41229050279329604,0.44768769626034827,0.07578100461475272,0.5463809772667886,0.3805277525022748,0.0054255319148936165,0.06168141592920354,1.0858549814444762,0.18380487569160892,1.3252329936416691,0.9229602669093115,0.013159487977858502,0.14960668633235005,0.1692720287999227,1.2204511802107831,0.8499848346982104,0.012119010551807646,0.13777777777777778,7.209999128995732,5.021413406126781,0.07159487977858502,0.8139429695181907,0.6964513193812556,0.00992994291645044,0.11289085545722713,0.014257913855734302,0.162094395280236,11.368731563421829
1999-01-28,0.41001113804625566,0.4417931521355453,0.07559979704752472,0.5491882404563405,0.3799635701275046,0.005378136816775524,0.061488577745025794,1.0775150017649135,0.1843847399067385,1.3394471259324265,0.9267152398299939,0.01311705053282915,0.1499680668140506,0.17112034598564838,1.2430890741553313,0.8600485731633273,0.012173427294602957,0.1391795627609924,7.264414216761737,5.025986642380085,0.07113956686146441,0.81334315892901,0.6918639951426836,0.00979288415262977,0.1119626627364284,0.014154348573392919,0.16182756079587324,11.433063129452222
1999-01-29,0.417157999337529,0.4444522868435912,0.07607093672231753,0.5537771524052414,0.38263352980494625,0.005428448275862069,0.06202718676122932,1.06542913608131,0.18235521515378486,1.3274997801424677,0.9172388649207025,0.013012931034482759,0.14868991331757292,0.171156587499094,1.2459766071585614,0.8609102509570397,0.012213793103448277,0.13955870764381403,7.279746724122767,5.029956857264386,0.0713603448275862,0.8153861308116627,0.6909521784043264,0.009802586206896552,0.11200748620961387,0.014187068965517241,0.1621059889676911,11.426319936958235
1999-02-01,0.4200198873052702,0.4451939291736931,0.07654485049833888,0.5605591435901973,0.3861060329067642,0.005505256755582588,0.06260869565217392,1.0599353569421022,0.18224101479915433,1.3346014332478102,0.9192565508836075,0.013107133547658353,0.1490612648221344,0.17193597100573846,1.259134742988587,0.8672760511882999,0.012365974454774524,0.14063241106719368,7.323277006104574,5.044180377818403,0.07192197410722043,0.8179347826086957,0.68878732480195,0.009821009644625945,0.11168972332015811,0.014258406464506039,0.16215415019762847,11.372529644268775
1999-02-02,0.4232345940227453,0.45361774502161434,0.0773301117487164,0.5650600282485876,0.38959220937309796,0.005709061719586158,0.06340762753838533,1.0717879668343844,0.18271217154938085,1.3350988700564972,0.9205112598904442,0.013489118801284337,0.14981674096087172,0.1704741769858049,1.2456744350282485,0.8588557516737675,0.01258562254727078,0.13978207033184745,7.30711511299435,5.038040170419963,0.0738271494826971,0.8199603764239722,0.6894704808277541,0.010103460577952195,0.11221396731054978,0.014653942204780591,0.1627538385339277,11.106488360574541
1999-02-03,0.4238519986785596,0.4538379908029713,0.07749830868850875,0.5657465384954582,0.3917557251908397,0.005704250400142273,0.06335802469135803,1.0707463742483199,0.18284285300086983,1.3347737895758005,0.9242748091603054,0.013458118442112752,0.1494814814814815,0.17076205663477337,1.2465825910574126,0.863206106870229,0.012568913391428065,0.13960493827160494,7.300114648558075,5.055022900763358,0.07360483727547573,0.8175407407407407,0.6924580152671755,0.010082696069713676,0.11199012345679012,0.014560732704961764,0.1617283950617284,11.107160493827159
1999-02-04,0.434695244474213,0.4580098800282287,0.07840436841596599,0.574031487705643,0.3958523940225679,0.005793091136302777,0.06416213544241225,1.0536344389555399,0.18036628974582006,1.3205377675570493,0.9106434888685576,0.013326787467642596,0.14760257043994068,0.17118488450758676,1.25331682292588,0.8642878926501982,0.012648397750602518,0.14008897676717746,7.321422253670617,5.048856358645929,0.0738873516022494,0.8183489866534849,0.6896004879536445,0.010091939659019906,0.11177459218981711,0.01463447290904222,0.1620860108749382,11.07563025210084
1999-02-05,0.43797043010752684,0.45981796373386014,0.07873054991785058,0.5775946113622262,0.3981062919975565,0.005760120205055683,0.06458870168483646,1.0498835814577012,0.17976224992751522,1.3187981919702205,0.9089798411728772,0.013151847268870425,0.14747274529236867,0.17122112689668503,1.256137552069485,0.8657910812461821,0.01252695775145837,0.14046580773042616,7.336346716298856,5.0565668906536345,0.07316245359731306,0.820376610505451,0.6892486255345144,0.009972600318189855,0.11182358771060456,0.014468799717164575,0.1622398414271556,11.213082259663032
1999-02-08,0.43831932773109245,0.4599647266313933,0.07876679230694889,0.5771954674220964,0.3980463980463981,0.0057002972547648195,0.06460242754520684,1.0493827160493827,0.17970184594568475,1.3168378186968839,0.9081196581196582,0.013004895960832314,0.14738667327223187,0.17124528848941722,1.2548689801699717,0.8653846153846154,0.012392900856793145,0.14045082982412682,7.327903682719547,5.053479853479853,0.07236929533135164,0.8201733960862027,0.6896214896214896,0.009875852421752054,0.11192469655684914,0.014320685434516523,0.16229873668565767,11.333168194203617
1999-02-09,0.4330766655507198,0.4560389198336037,0.07813859089591187,0.5723893805309735,0.3954753897890554,0.005652857891976927,0.06416666666666666,1.0530212225904252,0.18042669372765055,1.3216814159292036,0.9131763986548457,0.013052787974130398,0.14816468253968254,0.171341934860346,1.2551327433628319,0.8671965759706511,0.012395560216745323,0.14070436507936507,7.325309734513275,5.06120452461021,0.0723439958049292,0.8211904761904761,0.6909202078874961,0.009875895822408668,0.1121031746031746,0.014293829750043698,0.16225198412698413,11.351190476190476
1999-02-10,0.4318409957839791,0.45821202868706945,0.07795737895042042,0.5694996028594123,0.3961325966850829,0.00563826998689384,0.06412600616118454,1.0610665341191508,0.18052334009857932,1.3187715117818375,0.9173112338858195,0.013056356487549147,0.14849448474609955,0.17013385522373636,1.242873532786162,0.8645181092694906,0.012304936653560507,0.13994832554904105,7.305268731797723,5.0813996316758745,0.07232503276539973,0.8225777601112987,0.6955801104972376,0.009900393184796854,0.11260061611845373,0.014233289646133683,0.16188015502335287,11.373347908178475
1999-02-11,0.4362280878500907,0.4588808817295464,0.07846477239779646,0.5746262054321861,0.3998399409012558,0.005662598081952921,0.0649370125974805,1.0519287833827893,0.1798709770948101,1.3172609041847296,0.916584585077567,0.012980819529206624,0.1488602279544091,0.1709915917657292,1.2522339201981774,0.8713371090864319,0.01234001743679163,0.1415116976604679,7.323365478191629,5.095789214479192,0.07216739319965126,0.8275944811037792,0.6958261511942871,0.009854402789886661,0.11300739852029594,0.014162162162162163,0.16240751849630072,11.467706458708259
1999-02-12,0.4330318257956449,0.4565232747050929,0.07807818691408137,0.5728594220882821,0.3962356691803078,0.005653428971308608,0.06495477386934674,1.0542487815215087,0.18030588576398957,1.3229037404715474,0.9150266691189994,0.013055458362491253,0.15,0.1710278341548275,1.254830703775926,0.867941879713077,0.012383659902029392,0.1422814070351759,7.336996986349937,5.074857458157072,0.072407277816655,0.8319195979899497,0.691680461038563,0.009868789363191044,0.11338693467336686,0.014267844646606019,0.16392964824120604,11.489447236180904
1999-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-02-16,0.42533333333333334,0.4464660601819454,0.07706523971154891,0.5702028778264366,0.3910032481461053,0.005403116531165312,0.06429831191735955,1.0496850944716585,0.18118786766038145,1.3406023773348825,0.9192866335723479,0.012703252032520325,0.15117157974300832,0.17261164192445674,1.2771471981410314,0.8757737329165901,0.012101964769647698,0.14401612496850594,7.398963267494861,5.073665502236931,0.07011094173441736,0.8343361048122954,0.6857265428694,0.009475779132791328,0.11276392038296801,0.01381859756097561,0.16444444444444445,11.900226757369616
1999-02-17,0.42254084694898303,0.4447252053063803,0.07653375529974513,0.5642030276046305,0.3878075651854573,0.0053230278081156015,0.0641036017806556,1.0525022811820033,0.18112747170449467,1.3352626892252895,0.9177989962051659,0.012597664454339243,0.15170983407527316,0.1720922367038303,1.2686553873552984,0.8720161586485495,0.011969251449214484,0.14414204775394576,7.371950133570793,5.067144081282899,0.06955137360329329,0.8375859975718333,0.6873546333700575,0.009434596320255399,0.11361796843383246,0.01372595144081324,0.16529745042492916,12.042695265074869
1999-02-18,0.4269481610972904,0.4456140350877193,0.07670286397622815,0.565802370132763,0.38866446321459175,0.005299616090802871,0.06423874557410218,1.043719298245614,0.1796538103808569,1.3252249844070212,0.9103317419512793,0.01241278584543482,0.15046029337379868,0.1721284742773624,1.2697139802191926,0.8721997796547926,0.011892839258888333,0.1441578148710167,7.376548160028513,5.067144081282899,0.06909280587547989,0.8375012645422358,0.6869261843554904,0.009366549824737107,0.11353566009104706,0.013635453179769655,0.16528072837632776,12.121396054628224
1999-02-19,0.4277088225427709,0.4408103996680957,0.0770048437556621,0.5756207674943566,0.3921870193786527,0.005268595041322314,0.06416708605938601,1.0306320011063477,0.18004034449853235,1.345823927765237,0.9169486311904029,0.012318181818181818,0.15002516356316054,0.17468926280696243,1.305823927765237,0.8896954783143648,0.01195206611570248,0.14556618017111222,7.475124153498872,5.0930175330667495,0.06841900826446282,0.833286361348767,0.6813288219009536,0.009152892561983471,0.11147458480120784,0.013433884297520661,0.16361348766985404,12.179164569703069
1999-02-22,0.4274646005877638,0.4418973969481461,0.07730682353509609,0.579867717676905,0.39413720901588867,0.0053178230162027424,0.06445115810674723,1.0337637229855694,0.1808496503074154,1.3565280420404098,0.9220347333415446,0.012440382218529292,0.15077542799597182,0.17494292582168697,1.3122225242366585,0.8919201872151743,0.012034067303697549,0.14585095669687814,7.500860741143428,5.098349550437247,0.06878853344412132,0.8337059415911381,0.6797019337356817,0.009170751973410884,0.11114803625377642,0.013492314083921894,0.16352467270896273,12.119838872104733
1999-02-23,0.4268447412353923,0.44097964815453605,0.0772101900056772,0.5814609296825253,0.39608377741975465,0.005263071222725401,0.06424120603015075,1.0331148671955848,0.18088588788094748,1.3622305103247523,0.9279340686578263,0.012330177027583367,0.15050251256281408,0.17508787611581528,1.3185663604111708,0.8981906060230512,0.01193495265541375,0.145678391959799,7.530883289365961,5.129941752385674,0.06816550020584602,0.832030150753769,0.6811872598835048,0.009051461506792919,0.11048241206030152,0.013287772745986002,0.16219095477386936,12.20603015075377
1999-02-24,0.42128085390260167,0.4349173553719008,0.07628009228502058,0.5755559606270506,0.39518147684605753,0.0051804757998359305,0.0635439726303079,1.0323691460055098,0.18106707574860786,1.3662048851622313,0.9380475594493116,0.012296964725184578,0.15083517810424632,0.17538985589524925,1.3233685745534087,0.9086357947434293,0.011911402789171452,0.14610585630911652,7.5452971199416705,5.180663329161452,0.06791386382280558,0.8330348158583216,0.6866082603254067,0.009000820344544708,0.11040450794928557,0.013109105824446268,0.16079694103441336,12.266049506943046
1999-02-25,0.41674418604651164,0.4372255141164168,0.07575885685296356,0.5666787134080231,0.39053549190535486,0.0052590977695790705,0.06275137568784392,1.0491460439177411,0.18178743552887458,1.3597759306107697,0.9371108343711082,0.012619486835485492,0.15057528764382191,0.17327181147253864,1.2960787856884715,0.8932129514321295,0.01202834143887305,0.14352176088044025,7.480032526201662,5.154981320049813,0.06941891665269159,0.8283041520760381,0.6891656288916562,0.009280563474761026,0.11073536768384193,0.013466375985242328,0.16068034017008506,11.931965982991498
1999-02-26,0.41119946984758127,0.42807864780958954,0.07494866529774127,0.5643474306502957,0.3871591689024771,0.005227464195450717,0.06244653550042772,1.0410486374611934,0.1822683899021621,1.3724420190995907,0.9415361577338242,0.012712721145745575,0.15186433854979114,0.17508153158594034,1.3183265120509324,0.9044113059212578,0.01221145745577085,0.14587631459769537,7.529786266484766,5.1656579522056525,0.06974726200505475,0.8331907613344739,0.6860298246708678,0.00926284751474305,0.11065264429124942,0.013502106149957878,0.16129421828611684,11.945856186786092
1999-03-01,0.40544619422572176,0.422640218878249,0.07463281476471158,0.5673491874024424,0.38479262672811065,0.005158193505300943,0.06231971759959658,1.042407660738714,0.18407575611170163,1.3993205398953266,0.9490596587370782,0.012722263961933383,0.15370650529500757,0.1765871098656875,1.3423928013956479,0.9104496201270396,0.012204691543534518,0.14745335350479072,7.601873106234505,5.155810188068252,0.06911428332915935,0.8350176500252143,0.6782289201644041,0.009091743885132314,0.10984367120524459,0.013405125636530594,0.16195663136661625,12.081694402420576
1999-03-02,0.40822368421052635,0.4255246193937732,0.07494957059512737,0.5676516329704511,0.38456770994731954,0.005150659915331618,0.06235554215656718,1.0423810176930464,0.18359927043447802,1.390540664166133,0.9420514409668423,0.01261724910766166,0.15274846749070445,0.176134510623392,1.334004208215168,0.903749612643322,0.012104258321573835,0.14653803637825344,7.573780989845394,5.131019522776573,0.06872167344567112,0.8319666365189428,0.6774713356058258,0.00907362828920063,0.10984825645663751,0.013393375944218477,0.1621445080896392,12.106320972766555
1999-03-03,0.4080429656798533,0.42642026009582473,0.0752515430793946,0.5721895664952241,0.3861410685508863,0.005119986850756081,0.06251881585549424,1.045037645448323,0.18442063559168487,1.402277736958119,0.9463245320441304,0.01254766600920447,0.153216256899147,0.1764727198057713,1.341844232182219,0.9055410933432504,0.012006903353057199,0.14661314601103864,7.6036921381337255,5.131337548035205,0.06803829717291256,0.8307977922729554,0.6748481467707946,0.008948060486522025,0.1092624184646262,0.013259368836291911,0.1619066733567486,12.210737581535374
1999-03-04,0.4091773189118322,0.42462585034013606,0.07540195450756798,0.5766814486326681,0.3885465297230003,0.005054251012145749,0.06282838449924509,1.0377551020408164,0.18427696507737099,1.4093680709534369,0.9495798319327732,0.012352226720647773,0.15354806240563665,0.17757269004505757,1.3580931263858091,0.9150326797385621,0.011902834008097166,0.14796175138399598,7.648096821877309,5.153003423591659,0.06703076923076923,0.83324609964771,0.6737628384687209,0.008764372469635628,0.10894816305988927,0.013008097165991904,0.16170105686965275,12.430800201308505
1999-03-05,0.4143864970000659,0.4279586000272368,0.07592046772323154,0.5796366319284331,0.39102843277546195,0.005127682140817492,0.06363912515188336,1.0327522810840257,0.1832117317356011,1.3987826247348518,0.9436321781870217,0.012374153544913112,0.15357432158768733,0.1774014302280634,1.3544222078760488,0.9137062153922727,0.011981724728726441,0.14870392871607938,7.634787420455592,5.150500839917875,0.06754018112099208,0.8382341028756581,0.6746095937286133,0.008846373500856654,0.10979141352774403,0.013113322999102554,0.16274807614418793,12.410895099230459
1999-03-08,0.41630901287553645,0.43149466192170816,0.07616022032710844,0.578493439765116,0.39198010568852965,0.0051794956050275195,0.06408822931490141,1.0364768683274022,0.182941560167178,1.3895770254151756,0.9415604600559527,0.012441468824447547,0.15394389103476316,0.17650327350035028,1.3406734562803926,0.9084239975132111,0.012003614556806047,0.14852612319577152,7.5957427286907055,5.146782716816911,0.06800788630575864,0.8414921732059363,0.6775878147342245,0.008953421506612996,0.1107847123399065,0.01321366959664832,0.16349867859321002,12.373449888188658
1999-03-09,0.4190783835453887,0.43318568994889267,0.07678370837409865,0.5846592476777339,0.39367104285360416,0.005236408566721582,0.06490377252539692,1.03366269165247,0.18322039835247791,1.3951071461418192,0.9393732970027248,0.012495057660626028,0.15487263259992853,0.17725356620888744,1.3496735031729974,0.9087812732226901,0.01208813838550247,0.14982898565521469,7.6143658603881175,5.127012633143423,0.06819686985172982,0.8452805145745061,0.6733341590289819,0.00895634266886326,0.11101128184185002,0.01330148270181219,0.1648680381846955,12.394711317576192
1999-03-10,0.4166666666666667,0.4359467252505836,0.07670193747886167,0.5793267037679044,0.3903608532612037,0.005298731642189586,0.06479591836734694,1.0462721406014006,0.18408464994926801,1.3903840890429704,0.9368660478268888,0.012716955941255007,0.15551020408163263,0.1759433734357636,1.3288933491469754,0.8954324706460932,0.012154539385847795,0.14863265306122447,7.552960496305081,5.089321940124178,0.06908210947930574,0.8447755102040816,0.6738181594639454,0.00914636181575434,0.1118469387755102,0.013573931909212283,0.16598979591836735,12.228571428571428
1999-03-11,0.4181997371879106,0.4334354783792986,0.07688219449443766,0.582235638492499,0.39121081745543945,0.005323241615789914,0.06528205128205128,1.0364317330609467,0.1838408484218918,1.3922429564581047,0.9354640442532268,0.01272894538763904,0.1561025641025641,0.17737863725857297,1.343304061470911,0.9025814382298709,0.012281508739650414,0.1506153846153846,7.573088181485548,5.0884449907805775,0.06923893953332776,0.8491179487179488,0.6719114935464044,0.009142761562264783,0.11212307692307692,0.013607092079953167,0.16687179487179488,12.263589743589742
1999-03-12,0.4174597965211683,0.4353778751369113,0.07682179999758422,0.5815654718361376,0.3893480257116621,0.005344986973695269,0.06509723643807575,1.042921686746988,0.18402203191245214,1.3931053401609366,0.9326599326599327,0.012803596940919407,0.15593654042988742,0.17644856200702994,1.3357717629846382,0.8942760942760943,0.012276661904361712,0.14951893551688844,7.570318215069496,5.0681971227425775,0.06957643499453736,0.8473797338792222,0.6694827058463422,0.009190688293133877,0.11193449334698055,0.013728044373476763,0.16719549641760492,12.179119754350051
1999-03-15,0.4131231191940337,0.4307639836289222,0.07627824952590319,0.5777676120768527,0.3892621586636257,0.005365335598980458,0.06517027863777089,1.0427012278308323,0.18463805578035727,1.3985361390667888,0.9422424952228318,0.012987255734919287,0.15775025799793602,0.17707666477430575,1.3412625800548947,0.9036553041977439,0.012455395072217502,0.15128998968008256,7.574473924977127,5.103186833507983,0.07033899745114698,0.8543756449948401,0.6737348209332429,0.009286321155480034,0.11279669762641899,0.013783347493627867,0.1674200206398349,12.14654282765738
1999-03-16,0.4095518482172064,0.42686668939652234,0.07561391006051528,0.5735226752175905,0.3854679802955665,0.00531679972821471,0.06466942148760331,1.0422775315376749,0.1846259768809866,1.4003664681630783,0.9411945812807881,0.012981994224562596,0.15790289256198348,0.1771370592711592,1.3435639028859367,0.9030172413793103,0.012455410225921521,0.15149793388429753,7.58488318827302,5.097844827586207,0.07031510107015458,0.85525826446281,0.6721059113300492,0.009270426363173092,0.11275826446280991,0.013793103448275864,0.16776859504132233,12.163223140495868
1999-03-17,0.4121009065825778,0.43312849547745635,0.07577185099289752,0.5694961416250568,0.38479941111520055,0.005309352517985611,0.06478364143344005,1.0510253400538563,0.1838672271343673,1.3819337267362688,0.9337504600662495,0.012883622513753702,0.1572033460704327,0.1749408126781659,1.31484339536995,0.8884185989449146,0.01225814642403724,0.1495714138180316,7.515932818883342,5.078395288921604,0.07007024968260686,0.8549829598265001,0.6756839651576493,0.00932289462547609,0.11375606733450376,0.013797714769360982,0.16835691417948984,12.201796963750905
1999-03-18,0.4149216383511129,0.4335351589376634,0.07611006426052085,0.5733393994540491,0.38680171884591774,0.0053611843784565644,0.06536307053941909,1.0448603275079125,0.18343238150456587,1.3818016378525932,0.9322283609576427,0.012920956351569812,0.1575311203319502,0.17555684398705126,1.3224749772520474,0.8922038060159607,0.012366204373351486,0.15076763485477176,7.533030027297544,5.082136279926336,0.07043988768824981,0.8587966804979253,0.674647022713321,0.00935080405002978,0.11400414937759336,0.013860290989534587,0.16898340248962654,12.191908713692946
